lfdn,v_170
637,Bad quality of the design and a lot of rework and fixes.
661,Delays in delivery time. I work in vain. Oversights.
719,Possible errors in the definitions of the functionalities
740,Re work.
795,The initial customer is unhappy because what we built is what (we interpreted) they asked for but doesn't provide them enough benefit.  We're unhappy because we have an unhappy customer and can't provide the same product to other customers as it doesn't do what it should.
819,A great amount of rework
845,Differences in understandings between project team and external developers has meant that functionality has been implemented in a different manner to what was expected
847,A product that doesn't meet actual user needs or wants. 
887,A bad product
889,Client dissatisfied with the outcomes of his product
909,"Lack of visibility on the actual fulfillment of customer needs and on the resolution of the main cause for the problems; risks of software adherence to the business, resilience problems and requirements evolution due to its implementation without a complete understanding of business concepts; high software maintenance index"
910,Rework
916,- Failure to meet the client's real needs; - Product with low quality; - High cost; - Greater probability of not solving the main cause of the problem.
917,"Rework, dissatisfaction"
928,"Insecurities in the team regarding the the analysis of current and future demands. Rework at all stages of the production process (analysis, development, testing and approval), generating delays in the project and consequently losing deadlines. Hostile environment towards the business and developement teams. Lower than desired quality when delivered to the client."
930,Registration demands a lot of time
933,Poor quality of the final product.
1010,defects are detected often too late.
1012,Unpredictable behavior.
1014,find a better solution
1033,"In previous projects, very detailed requirements and oriented to extensive documentation generated a big waste for their production and little usage, in the current format with User Stories, BDD and UX prototyping, the results are a minimal and lean specification but that is sufficient and necessary."
1064,We end up being delayed in the acceptance phase of the project. 
1066,eternal chaos due to concurrent engineering 
1080,We have projects that generate redundant information and the impacts are treated reactively.
1105,"Bugs found only the end user who has the knowledge, or in production"
1111,"Documentation sprayed, rework"
1114,Rework.
1122,"Low quality of the final product, we basically deliver what is strinctly necessary"
1124,"Disintegrated systems generating rework, rising divergent information."
1141,rework in later Project phases
1165,DOUBLE WORK AND confussion about requirements
1223,excessive time
1236,"Team wear, poor quality of deliverables and deadlines burst."
1288,before I can start testing I need to ask a lot
1290,Non
1291,"Customer dissatisfaction, many defects, much rework has to be done, low quality software products"
1376,completed products of bad quality and bad documentation
1449,- Problems at the end of the project
1466,Lower certainty of requirements validity.
1486,Lack of historic data as to why we changed direction
1542,"The amount of bugs in production is terrible and so time consuming, they need to be again reported and prioritized in the backlog, the developers' time is already commited to many other topics right after release of the MVP, stakeholders still don't understand the concept of MVP and tend to think that with this version the fully functional feature is already live, customer feedback is not measured and introduced back to the development to improve the product, QA doesn't always know what exactly to test and to what extend, specially for integration tests, many projects are started and never really finished, things are often left undone. "
1633,"People are frustated and start to give up thinking. So, they are more focused on doing the thinks that are given by the organizational processes instead of having the motivation to deliver a good system to user."
1690,"CLASH OF DEVELOPMENT (not clear what is done VS. THE 'TO DO'), misorganization OF DEVELOPMENT, TEAM GOALS NOT REACHED - THERE ARE no clear goals PROJECT goals- Not able to place DEADLINES, DELAYS AND BREACH"
1718,"Software that does not meet the actual needs. Wasted effort on the part of everyone (Developers, Managers, Testers, UX, Product Manger). Missed deadline. Unneeded risk as release time approaches.  Software architecture does not match organizational objectives."
1744,"Angry customers, wrong budget, wrong estimate."
1755,Missundetstandings
1791,as
1840,"We do not know what to design and implement, it is not possible to build a totally agile and flexible architecture. "
1859,Because there is not a formally established role for this and in testing this reaches us as headlines and not with the depth as it should be
1909,"Instability in the solution design, greater time of analysis and development, greater dissatisfaction of all stakeholders."
1922,It is difficult to know what the commitment to the client is; what is the promise; what is the expected behavior. Knowledge is easily lost
1933,Poor prodcut qualit and use happiness
1961,Throwing money down the drain.
