lfdn,v_20
1353,DO NOT
1354,DO NOT
1355,scrum manager
1356,DO NOT
1357,ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP
1358,DO NOT
1359,DO NOT
1360,DO NOT
1376,do not
1383,do not
1398,do not
1408,do not
1411,"Certified Requirements Engineer Foundation and Advanced Level, Certified Srum Master and Product Owner"
1413,DO NOT
1415,DO NOT
1416,CERTIFICATES OF VARIOUS COURSES
1417,DO NOT
1419,do not
1422,DO NOT
1423,DO NOT
1424,DO NOT
1425,DO NOT
1433,DO NOT
1435,DO NOT
1441,No
1449,no
1454,DO NOT
1455,DO NOT
1457,BPM PROCESS ANALYST
1458,DO NOT
1459,DO NOT
1460,DO NOT
1461,DO NOT
1462,NOVELL CERTIFIED ENGINIEER
1466,No
1467,"PMP, PEng"
1473,No
1474,MCTS
1477,No
1482,DO NOT
1483,#VALUE!
1484,DO NOT
1485,DO NOT
1487,DO NOT
1526,No
1542,No
1560,yes
1617,Certified Scrum Product Owner
1618,no
1620,Yes CISSP
1624,no
1633,"No, but I have a PhD related to that RE"
1650,Software engineering degree
1651,no
1663,ISTQB Test Foundation
1665,No
1666,No
1667,No
1668,IMPA Level (Project Management Technician) Certified Project Management Associate
1669,DO NOT
1670,IPMA
1675,No
1676,no
1688,no
1690,DO NOT
1695,DO NOT
1697,No
1698,DO NOT
1699,CISCO
1700,DO NOT
1703,DO NOT
1705,DO NOT
1715,DO NOT
1717,"Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP"
1723,DO NOT
1727,DO NOT
1741,Certified Scrum Master even if it is not specifically for my role
1742,No
1744,No
1751,No
1753,SEI Software Architecture Professional Certificate
1755,Isqtb
1756,No
1759,-
1761,civil engineering
1762,Community College
1763,no
1767,No
1791,Scrum Master
1804,NO
1805,No
1810,No
1812,No
1820,Java Certification
1828,No
1831,Degree in Computer Science
1840,Certified architect from Dataföreningen in Sweden
1844,No
1849,MSc
1861,no
1894,Design thinkers group
1896,No.
1899,No
1917,ISO27001
1918,ISPMA
1923,No
1928,Master degree
1929,No
1931,No
1933,IPMA C
1941,Master in Computer Engineering
1957,No
1961,no
1962,Training ISPMA (Product Management) and training in Agile methodologies
1963,yes many
1965,Scrum Master (Microsoft)
1969,No
