lfdn,v_279
1066,stakeholders want requirements reverse engineered from other projects that may not be fit for purpose
1069,cultural background 
1070,Feature pressure of top management
1076,Lack of knowledge of project control methods
1079,Failure to documentation
1080,Culture is formed by people who perform the same process for years and the change faces the disinterest in providing reliable instructions.
1082,Look for previous solutions that did not meet the needs to point to resources  to the new(solutions)
1091,"Problems in the relationship between the project leader and Customer, the leader has to learn to reverse this problem."
1097,incomplete analysis
1100,Lack of understanding of analysts / engineers on this topic
1101,subjectivity in the documents
1105,Projects are not interconnected
1111,fast or insufficient survey
1114,Customer not interested in participating in the project.
1118,"Communication problems, poor domain of language"
1122,"The area of ​​operation is very dynamic, so that there is constant change of applicants"
1124,Current culture deeply rooted and arrogante.
1126,Lack of definition of a formal and regular communication model between those involved in the project
1139,Little time to develop requirements
1141,unrealistic project plan
1159,The client does not provide adequate support
1161,They want to automate everything
1163,The project is too large
1167,The product owner does not provide enough support to clarify requirements
1168,"Client can request a technique or technology only because he believes or he / she heard that it was good, and it does not always apply properly to the project"
1171,Project manager with lack of training
1187,There are too many heterogeneous clients
1194,A set of changes often affects (or overlaps) with changes that are still ongoing and impact analysis and planning are very complex.
1204,Many staff changes in client
1207,features implemented are not aligning with actual expectations
1221,the client does not detail the whole process. sometimes it is necessary to observe
1224,Key users are not involved
1225,There are no project leaders on the behalf of the client
1229,"There are no periodic meetings to show the client the real progress, listen to their concerns and show the difficulties that could exist in the advance"
1238,Lack of resources and deadlines very bounded
1239,difficulties finding the right level of abstraction
1262,Lack of expertise to gather requirements;not clear idea on client side
1266,Conflicts of interest between the responsibles for elaborating the contract and the normal ones  in relation  to the main requirements
1279,Similar to weak knowledge of the customer domain
1283,"Innappropriate people used as stakeholders, lack of knowledge"
1288,a lot of customers
1289,Business do not wants to get emasured
1290,Nö requirement dokument
1291,Language barrier
1296,Natural tension there
1316,requirement grooming dot done accurate enough
1327,Customer specifies to many requirements at once and cannot imagine how much time will be needed for implementation.
1331,"restricted information source, very distributed customer knowledge , competing activities"
1339,Conflict with daily activities
1340,Inefficient organization
1341,They do not know technological terminology
1343,Terminology not understood by the client
1344,Changes in requirements
1347,Product with many years of existence and people with many years of service
1349,Client changes his opinion
1350,The client does not give enough time to explain their requirements
1351,Information Hiding by customer
1353,Technical limitations are not clarified during elicitation
1354,Insufficient support by project leader
1355,The client has unclear his/her needs
1356,Not enough time for requirements
1357,Poor information by customer
1358,Lack of training
1359,The client does not express himself clearly
1360,Multiple criteria at the time of implementation
1384,"Different problems must focus on different aspects. A query from the web should focus on performance, and other less crowded on disk space. Not to differentiate these solutions leads to want simple solutions that lower perfoman"
1402,Rapidly evolving target market
1403,requirements are often rather informal and as a result the developer starts digging deeper which may reveal inconsistencies
1406,Not enough time invested in requirements
1411,"language barrier, cultural differences"
1413,The client does not master the terminology
1415,The client does not master that field
1416,The process is not indicated at all
1417,Lack of data or requirements
1419,Incomplete requirements
1422,Implementation of poorly understood requirements
1423,Business processes
1424,Portabiity of security
1426,"requirements are formulated by customer, who has little or no experience"
1433,Bad work of the business analyst
1435,Communication
1441,"fast changing world, starting project without clear goals"
1449,timing problem
1454,Holding meetings that are too long and do not contribute anything
1455,The technological terminology is unknown
1457,End users do not participate in the requirements
1458,"Meeting in the directory, they do not understand technical terms"
1459,Customer does not know what he/she wants
1460,Training
1462,There is no communication with the company
1466,"Poor execution by BA/Product Owner, coupled with not enough questions from the development team."
1467,insufficient discussion on requirement clarification
1482,There are few meetings with the customer
1483,Business ignorance
1486,"Innovative projects with unknown solutions means shifting focus and searching for answers, not work towards a predefined explicit goal."
1526,Weak domain knowledge
1542,"I refer to customer as internal stakeholders: they have different ideas of what the system should and how, without really finding the need behind, also without considering that it is only 1 development team for at least 4 business units"
1560,insufficient trianing in requirements illicitation
1617,Missed something during requirements discovery phase
1618,This results in not always delivering the feature or product that adresses the biggest need for the most customers.
1620,Sometimes account managers and sales may not be realistic with their timelines promised to customers.  
1621,Specifying requirements with  it should work like this product 
1624,At times there will a rush to do things that seem as a priority but they seem to be dud projects
1650,The value of the project to the customer/business.
1651,Multi-regional dependencies across multiple projects
1663,tries to save face/ Yes  answer to please the customer
1668,Different levels of detail
1669,Lack of collaboration on the part of the client
1670,Different levels of detail
1675,Overloaded customer liaison 
1676,the team easily gets into a rabbit hole when a small tasks requires a bunch of other work in it's dependencies because we had to deliver another task  yesterday 
1690,Project leader doesn't have priorities and clear times
1695,Lack of reuse
1697,Some features have very high importance to the customer and are not started in time.
1698,Weak access to customer needs
1703,Many changes in a short time
1705,Wrong requirements
1717,The client expectations with many resources
1718,Poor access to the customer 
1723,Client-server relationship
1727,Lack of training
1741,Changes in laws
1742,"Customer are still supposed to handle everyday linework as usual, they don't have mandate to take decisions or require other resources internally"
1744,"Angry, dissapointed customer"
1751,Short of time;
1753,Time = money - and we have a budget. Also; Some functionality have a window of delivery (which must be met)
1755,Difficult to follow
1756,Requirements wording may be unequivocal for a business audience but not for a technical one
1759,informal nature of the project
1761,Find the right market approach 
1791,df
1804,Incompatibility between hardware and software data
1805,The domain is very difficult
1810,"People left the company, causing loss of historical knowledge."
1812,differences of opinion on what is importatn among customers
1820,Little empathy in the team
1828,Communication flaws between the project and the customer
1840,Time is critical for the go live
1842,Time-to-market aggressive
1844,Not always the grammatical context between the client and the team is the same!
1849,Bad planning
1894,"conflicting interests between stakeholders, which is normal in large organizations and needs to be managed"
1896,Customer is mostly non tech-savvy
1909,Lack of methodology
1911,Lack of notion of technical limitations
1917,It's usually an ego origin
1918,Stakeholder focus on their specific problems.
1923,"The client thinks everything is urgent, difficulty in establishing priorities"
1932,knowledge gaps and experience about writing requirements
1933,challenges in the actual deployment
1941,Lack of time
1961,product owners know nothing about the product
1962,natural tendency to bet on past solutions rather than innovate new bets;
1963,x
1965,Multiple people to work simultaneously / very technical profile of the people of the technology provider of the project team
1969,Basic misunderstanding of the goals of analysis and how abstraction hides complexity. 
