lfdn,v_285
1705,UNFINISHED PROJECTS
1717,LONGER IN DEVELOPMENT
1718,problems triaging bugs; extra communication to help people understand requirements
1727,LACK OF RESOURCES
1733,> Development time
1741,Too little time to solve problems
1742,not knowing when requiremtns are meet
1744,Same
1753,"For us this means  unknown requirements , which in turn will or wont be implemented (chance). Customer becomes frustrated but usually they agree that unknown requirements are hard to deliver - i.e. next sprint the requirement is known, and managed..."
1756,"Too much time spent communicating to the client. Perhaps the need of a prototype to clarify, sometimes no other way than following the previous degins and delivering a less than ideal solution (e.g. subpar usability, flexibility, etc.)"
1759,misunderstandings in implementation
1761,Build a solution with flexibility 
1763,Makes both estimation and test specification difficult and error prone.
1791,sdf
1804,No track of information; Loss of information
1805,problems to develop a consistent application
1810,"Arbitrarily choosing one solution, hoping its the best one."
1812,delay and rework
1820,mismanagement
1828,delays in work; difficulty in clarification of requirements
1840,same as the first
1842,Non-compliance with implicit non-functional requiements; lack of a way to verify that the non-functional goals have been met
1844,Causes pressure in the team
1849,Risk not delivering the correct value
1894,rework; team spirit disruptions;
1896,Features that end up not solving the problem
1909,Poor use of resources; demotivation
1911,increased costs
1917,the same as above
1918,Failure to achieve the goals.
1923,Waste of time to redeploy requirements
1933,challenges in the actual deployment
1941,Same as above
1961,time wasted
1962,Lack of quality in implementation;
1965,extra effort
1969,The system does thing that aren't helpful to the customer
