lfdn;v_27;tag
437;Compliance of expectations. suitable selection of the methodological approach. Approch with high tolerance to changes;Process:MethodologyFit
446;competence and result;Person:Competences
446;competence and result;Product:HighProductQuality
466;Methodology and technical skills;Process:MethodologyFit
466;Methodology and technical skills;Person:TechnicalSkills
502;Transparency and constant communication.;Press:Transparency
502;Transparency and constant communication.;Process:GoodCommunication
539;Good personal relationship between those involved, and motivation to get a good job;Press:CommunityIdentity
541;Plan driven developmen;Process:MethodologyFit
548;Tight communication, well-though development and release process;Process:GoodCommunication
548;Tight communication, well-though development and release process;Process:MethodologyFit
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Process:GoodCommunication
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Press:Transparency
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Person:TechnicalSkills
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Person:AnalyticalSkills
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Press:TeamAwareness
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Process:TestCentric
569;Very direct open communication, very clear intention to solve the customer problems (no hidden agenda), very good technical and analytical skills, the ability to stay focused on solutions even in conflicting team situations, willing to go the extra mile to find a good solution, strong focus on testing, delivering software that works.;Product:HighProductQuality
572;Reputable company with subject matter experts in the business field as well as software being implemented;Person:AnalyticalSkills
572;Reputable company with subject matter experts in the business field as well as software being implemented;Person:TechnicalSkills
649;Good communication and client is aware of the challenges we face in delivering the project;Process:GoodCommunication
649;Good communication and client is aware of the challenges we face in delivering the project;Press:CustomerAwareness
663;#NAME?;Person:Competences
663;#NAME?;Process:GoodCommunication
684;Transparency;Press:Transparency
694;Team and client communication is encouraged to be fluent and at the same time efficient avoiding unnecessary meetings ;Process:GoodCommunication
723;Good comminucation;Process:GoodCommunication
729;Compliance of plans. Communication with direct users (direct user support). Transparency.;Process:Compliance
729;Compliance of plans. Communication with direct users (direct user support). Transparency.;Process:GoodCommunication
729;Compliance of plans. Communication with direct users (direct user support). Transparency.;Press:Transparency
786;The customers and developers/testers work extensively with each other.;Process:TestCentric
830;Regular, scheduled workshops to elicit, clarify and validate requirements. Transparency of issues as these are uncovered, open and frank discussions, mutual trust.;Process:MethodologyFit
830;Regular, scheduled workshops to elicit, clarify and validate requirements. Transparency of issues as these are uncovered, open and frank discussions, mutual trust.;Press:Transparency
830;Regular, scheduled workshops to elicit, clarify and validate requirements. Transparency of issues as these are uncovered, open and frank discussions, mutual trust.;Process:GoodCommunication
830;Regular, scheduled workshops to elicit, clarify and validate requirements. Transparency of issues as these are uncovered, open and frank discussions, mutual trust.;Press:Trust
839;Communication and relationship building between project team members, management stakeholders and pilot users.;Process:GoodCommunication
839;Communication and relationship building between project team members, management stakeholders and pilot users.;Press:CommunityIdentity
857;Trust created with previous deliveries.;Press:Trust
865;Trust in Partnership seeking results;Press:Trust
879;Perfect alignment of expectations and commitment to the project.;Press:CommunityIdentity
896;Internal costumer;NotCodable
910;Long time working together;Press:Familiarity
928;The partnership between my team / company and my client, negotiating sincerely and honestly the difficulties on both sides of this relationship, acting with integrity with everyone involved.;Press:CommunityIdentity
931;Confidence;NotCodable
952;Trust and transparency.;Press:Trust
952;Trust and transparency.;Press:Transparency
956;Zero human error;Person:Competences
962;Good Service and adherence to the compliance as per client requirement;Process:Compliance
968;The product development is closely linked to improvements in the production process and there is great satisfaction on the modules already produced.;NotCodable
1008;Vertrauen  VerlÌ_sslich  Kompetent;Press:Trust
1008;Vertrauen  VerlÌ_sslich  Kompetent;Press:Reliability
1008;Vertrauen  VerlÌ_sslich  Kompetent;Person:Competences
1011;Long business relationship and many completed projects.;Press:Familiarity
1033;The history of professional comes from other agile projects with good results focused on value, anticipation, quality and lean mindset;Person:Competences
1055;Great communication, regular product reviews and validations;Process:GoodCommunication
1055;Great communication, regular product reviews and validations;Process:TestCentric
1062;friendship, ti be friendly with each other ;Press:CommunityIdentity
1091;The strong involvement of the teams within the project, a direct relationship between clients and project management always believing and trusting in people. This makes that the team work focused, quiet and like to participate in the project. I believe and trust people and they have to feel useful and participatory within the project that they are involved. So, happy teams, satisfactory results. My teams interact directly with the client, so they can understand a little from day to day client process and thus to generate ideas for the project.;Press:CommunityIdentity
1091;The strong involvement of the teams within the project, a direct relationship between clients and project management always believing and trusting in people. This makes that the team work focused, quiet and like to participate in the project. I believe and trust people and they have to feel useful and participatory within the project that they are involved. So, happy teams, satisfactory results. My teams interact directly with the client, so they can understand a little from day to day client process and thus to generate ideas for the project.;Press:Trust
1091;The strong involvement of the teams within the project, a direct relationship between clients and project management always believing and trusting in people. This makes that the team work focused, quiet and like to participate in the project. I believe and trust people and they have to feel useful and participatory within the project that they are involved. So, happy teams, satisfactory results. My teams interact directly with the client, so they can understand a little from day to day client process and thus to generate ideas for the project.;Process:GoodCollaboration
1091;The strong involvement of the teams within the project, a direct relationship between clients and project management always believing and trusting in people. This makes that the team work focused, quiet and like to participate in the project. I believe and trust people and they have to feel useful and participatory within the project that they are involved. So, happy teams, satisfactory results. My teams interact directly with the client, so they can understand a little from day to day client process and thus to generate ideas for the project.;Process:GoodCommunication
1100;Proximity and transparency.;Press:Trust
1126;Clarity of objectives and requirements to be met.;Press:Transparency
1161;trust, DIALOGUES AND SYNERGY;Press:Trust
1161;trust, DIALOGUES AND SYNERGY;Process:GoodCommunication
1171; DEVELOPMENT TEAM COMMUNICATION ;Process:GoodCommunication
1172;Work on time;Process:OnTimeDelivery
1184;We have a good product, we have a steady contact to the customers, we have a good support;Product:HighProductQuality
1184;We have a good product, we have a steady contact to the customers, we have a good support;Process:GoodCollaboration
1194;Team performance and added value to business objectives, beyond achievement of requirements and on-time delivery.;Product:HighProductQuality
1194;Team performance and added value to business objectives, beyond achievement of requirements and on-time delivery.;Process:OnTimeDelivery
1200;Good communication, confidence in the decisions made, available for clearing doubts;Process:GoodCommunication
1200;Good communication, confidence in the decisions made, available for clearing doubts;Process:GoodCollaboration
1229;The customer knows that we are building a software that does what he wants in an efficient manner.;Product:HighProductQuality
1255;Align the same goals and objectives. Transparency information;Press:CommunityIdentity
1255;Align the same goals and objectives. Transparency information;Press:Transparency
1262;Pristine communication and visibility of activities being performed, rapid feedback is also very important;Process:GoodCommunication
1262;Pristine communication and visibility of activities being performed, rapid feedback is also very important;Press:Transparency
1262;Pristine communication and visibility of activities being performed, rapid feedback is also very important;Process:GoodCollaboration
1288;In this project: reliability;Press:Reliability
1331;The partnership and openness of our client.;Process:GoodCollaboration
1339;personal relationship;Press:Trust
1348;I BELIEVE THAT the good relationship comes from the good communication we have;Process:GoodCommunication
1349;openly sharing KNOWLEDGE. QUALITY OF SERVICE. QUALITY OF THE PROFILES;Press:Transparency
1349;openly sharing KNOWLEDGE. QUALITY OF SERVICE. QUALITY OF THE PROFILES;Person:Competences
1352;we aim to address the concerns of users as soon as possible;Process:GoodCollaboration
1355;THEY BRING THEIR OPINION TO THE SOFTWARE DEVELOPMENT. THEY CONTRIBUTE TO SERVICE QUALITY.  THEY CONTRIBUTE TO more AGILE DEVELOPMENT DUE TO the good communication;Process:GoodCollaboration
1355;THEY BRING THEIR OPINION TO THE SOFTWARE DEVELOPMENT. THEY CONTRIBUTE TO SERVICE QUALITY.  THEY CONTRIBUTE TO more AGILE DEVELOPMENT DUE TO the good communication;Process:GoodCommunication
1357;QUALITY PRODUCTS. DELIVERY ON TIME. GOOD COMMUNICATION WITH THE CUSTOMER;Product:HighProductQuality
1357;QUALITY PRODUCTS. DELIVERY ON TIME. GOOD COMMUNICATION WITH THE CUSTOMER;Process:OnTimeDelivery
1357;QUALITY PRODUCTS. DELIVERY ON TIME. GOOD COMMUNICATION WITH THE CUSTOMER;Process:GoodCommunication
1360;TRAINED TEAM. COMMITMENT TO the QUALITY of the PRODUCT requested BY the CUSTOMER ;Person:Competences
1360;TRAINED TEAM. COMMITMENT TO the QUALITY of the PRODUCT requested BY the CUSTOMER ;Process:Compliance
1383;There is a great communication, very fluid, between us and the customer. He is always ready to solve the problems that are not up to us.;Process:GoodCommunication
1383;There is a great communication, very fluid, between us and the customer. He is always ready to solve the problems that are not up to us.;Process:GoodCollaboration
1398;Communication among stakeholders.;Process:GoodCommunication
1402;Constant communication, twice-weekly progress and design reviews;Process:GoodCollaboration
1415;Correct planning. The team understand the customer requirements. continuous communication with the client about the project progress.;Process:OnTimeDelivery
1415;Correct planning. The team understand the customer requirements. continuous communication with the client about the project progress.;Process:GoodCommunication
1416;GOOD helpdesk AND achievement of PROJECTs regarding time and functionality;Process:Compliance
1435;GOOD COMMUNICATION WITH THE CUSTOMER;Process:GoodCommunication
1441;Use of systemic management methods.  Partly people knowing each other from previous project.;Process:MethodologyFit
1441;Use of systemic management methods.  Partly people knowing each other from previous project.;Press:Familiarity
1459;Good communication and good information flow.;Process:GoodCommunication
1462;Because we have a high quality of service and we get successful outcomes with THE PRODUCT;Product:HighProductQuality
1487;GOOD COMMUNICATION;Process:GoodCommunication
1526;Customer is in frequent contact and attends workshops;Process:GoodCollaboration
1645;Company working in the related industry over 20 years (experience). ;Press:Familiarity
1650;Communication/honesty/transparency/shared goals/Quality before time.;Process:GoodCommunication
1650;Communication/honesty/transparency/shared goals/Quality before time.;Press:Transparency
1650;Communication/honesty/transparency/shared goals/Quality before time.;Product:HighProductQuality
1675;As an in-house project we can communicate easily and set realistic expectations;Process:GoodCommunication
1697;We have the freedom to talk with the customer whenever is needed some clarification, and the client talk directly to the team if some help is needed. Also they trust a lot in our techincal decisions.;Process:GoodCommunication
1697;We have the freedom to talk with the customer whenever is needed some clarification, and the client talk directly to the team if some help is needed. Also they trust a lot in our techincal decisions.;Press:Trust
1700;It MUST BE a GOOD RELATIONSHIP BECAUSE the product comes from that ;NotCodable
1703;since it is an customized development for an internal customer, the users can ask for changes if they are approved, it is very structural;Process:MethodologyFit
1705;DIRECT CONTROL WITH ALL the INVOLVED in the PROJECT;NotCodable
1717;on-time delivery. quality product. Good communication with the development team ;Process:OnTimeDelivery
1717;on-time delivery. quality product. Good communication with the development team ;Product:HighProductQuality
1717;on-time delivery. quality product. Good communication with the development team ;Process:GoodCommunication
1723;Persuasiveness;Press:Persuasiveness
1753;"Well established connection based on face-2-face meetings and close cooperation and follow up including the customer. Also; A reliable and highly competent technical delivery over several years.";Process:GoodCollaboration
1753;"Well established connection based on face-2-face meetings and close cooperation and follow up including the customer. Also; A reliable and highly competent technical delivery over several years.";Person:TechnicalSkills
1756;Highly engaged SME/champion, stress caused by the organizational change brought by the application very well managed by the client (at all levels), alliance between IT and business departments, our willingness as contractors to explore all these characteristics in our project to drive results and create a good relationship;Press:CommunityIdentity
1759;- Participants focused on solving problems, not accusing each other when problems appear  ;Press:CommunityIdentity
1762;Clear rules and good plan;Press:Transparency
1763;Transparency, mutual prestige less professionalism and  relevant competence.;Press:Transparency
1763;Transparency, mutual prestige less professionalism and  relevant competence.;Person:Competences
1842;"Several factors: the high importance of the project for the customer; customer availability to devote to the project; the fact that the management (who answered to the customer) classified the project as very important; and that the client and the project development team are physically close (same office).";Press:CustomerAwareness
1842;"Several factors: the high importance of the project for the customer; customer availability to devote to the project; the fact that the management (who answered to the customer) classified the project as very important; and that the client and the project development team are physically close (same office).";Process:OnSiteDevelopment
1844;Everyone must understand the requirements specification;Press:Transparency
1849;We're very transparent and have regular meetings with them.;Press:Transparency
1849;We're very transparent and have regular meetings with them.;Process:GoodCollaboration
1894;Technical competence in my field of expertise (service design), facilitation skills in teamwork, good personal interaction with people team. Trust on a good job.;Person:TechnicalSkills
1894;Technical competence in my field of expertise (service design), facilitation skills in teamwork, good personal interaction with people team. Trust on a good job.;Process:GoodCollaboration
1894;Technical competence in my field of expertise (service design), facilitation skills in teamwork, good personal interaction with people team. Trust on a good job.;Press:Trust
1895;Transparency, Trust and Competence;Press:Transparency
1895;Transparency, Trust and Competence;Press:Trust
1895;Transparency, Trust and Competence;Person:Competences
1917;Our work is developed in a joint model, working closely with our clients. Our Project and Account Manager are very experienced in soft skills as well as technical skill giving tranquility and trust to our relationship.;Process:GoodCollaboration
1917;Our work is developed in a joint model, working closely with our clients. Our Project and Account Manager are very experienced in soft skills as well as technical skill giving tranquility and trust to our relationship.;Person:SoftSkills
1917;Our work is developed in a joint model, working closely with our clients. Our Project and Account Manager are very experienced in soft skills as well as technical skill giving tranquility and trust to our relationship.;Person:TechnicalSkills
1917;Our work is developed in a joint model, working closely with our clients. Our Project and Account Manager are very experienced in soft skills as well as technical skill giving tranquility and trust to our relationship.;Press:Trust
1923;Honesty, understanding and dedication. The customer is very involved in the project. Participates as a Product Owner in all daily meetings and sprint reviews, having not only a sense of progress, but also a lot of visibility to all the work that the team develops and problems that we'll encountering. Although we work remotely, we meet in person periodically to gather feedback and new requirements. ;Press:CommunityIdentity
1923;Honesty, understanding and dedication. The customer is very involved in the project. Participates as a Product Owner in all daily meetings and sprint reviews, having not only a sense of progress, but also a lot of visibility to all the work that the team develops and problems that we'll encountering. Although we work remotely, we meet in person periodically to gather feedback and new requirements. ;Process:GoodCollaboration
1923;Honesty, understanding and dedication. The customer is very involved in the project. Participates as a Product Owner in all daily meetings and sprint reviews, having not only a sense of progress, but also a lot of visibility to all the work that the team develops and problems that we'll encountering. Although we work remotely, we meet in person periodically to gather feedback and new requirements. ;Press:Transparency
1931;"Open communication; client participation";Press:Transparency
1931;"Open communication; client participation";Press:CommunityIdentity
