lfdn;v_350;tag
162;guideline compatibility;Following guidelines
1011;guides, mockups, diagrams, textual description;Following guidelines
1011;guides, mockups, diagrams, textual description;Prototypes
1011;guides, mockups, diagrams, textual description;Diagrams
1011;guides, mockups, diagrams, textual description;Textual requirements
742;high fidelity prototype (We also engage with designers);High fidelity prototypes
230;I don't really deal with this ;NotCodable
694;In Statement of Work (contract) + User Stories descriptions and acceptance criteria;Contract
694;In Statement of Work (contract) + User Stories descriptions and acceptance criteria;User stories
694;In Statement of Work (contract) + User Stories descriptions and acceptance criteria;Acceptance criteria
468;In the user stories, as acceptance tests. The client will not accept a delivery if the product does not meet the specified non-functional requirements.;Acceptance criteria in user stories
1675;Informally in a wiki;Textual requirements
1079;interface standards and sequencing attributes and actions;Interface standards
355;JAMA;NotCodable
1435;JOINT REVIEW AND USER TESTing;NotCodable
1255;Layout, prototype and Excel worksheet to record KPIs and after implementation make the measurement;Prototypes
1255;Layout, prototype and Excel worksheet to record KPIs and after implementation make the measurement;Quantified textual requirements
1457;look and feel DOCUMENTED by THE USER;Look and Feel (documented by the user)
735;measurable textual requirements;Quantified textual requirements
1082;measurable textual requirements and interface prototyping;Quantified textual requirements
1082;measurable textual requirements and interface prototyping;Prototypes
1329;mockup;Prototypes
1347;mockups;Prototypes
1923;Mockups, textual requirements;Prototypes
1923;Mockups, textual requirements;Textual requirements
984;Mockups, User Stories;Prototypes
984;Mockups, User Stories;User stories
839;Must be usable on mobile devices and accessible to all pilot users, feedback taken during and at conclusion of pilot to refine usability requirements;NotCodable
997;Natural language;Textual requirements
179;Natural language;Textual requirements
461;natural language and standards;Textual requirements
461;natural language and standards;Following standards
774;natural language, screen shoot;Textual requirements
774;natural language, screen shoot;Prototypes
79;Non functional requirements chapter at the end of each concerned story;User stories
267;Non qualified textual requirements ;Textual requirements
482;Non quantified textual ;Textual requirements
637;non-quantified textual requirements;Textual requirements
188;non-quantified textual requirements;Textual requirements
239;Non-quantified textual requirements;Textual requirements
1055;non-quantified textual requirements;Textual requirements
81;non-quantified textual requirements;Textual requirements
1759;non-quantified textual requirements;Textual requirements
446;non-quantified textual requirements;Textual requirements
1051;Non-quantified textual requirements;Textual requirements
372;non-quantified textual requirements;Textual requirements
310;non-quantified textual requirements;Textual requirements
1283;Non-quantified textual requirements, diagrams;Textual requirements
1283;Non-quantified textual requirements, diagrams;Diagrams
1189;non-quantified textual requirements, using quantified textual requirements;Textual requirements
1189;non-quantified textual requirements, using quantified textual requirements;Quantified textual requirements
208;non-quantified textual, diagrams;Textual requirements
208;non-quantified textual, diagrams;Diagrams
916;not measurable;Textual requirements
548;OK;NotCodable
1844;operability;NotCodable
723;operability;NotCodable
879;operability;NotCodable
894;Operational system verification;NotCodable
1756;overall site layout, a few mock-ups to define some patterns, some styling documentation (e.g. CSS documentation);Prototypes
1756;overall site layout, a few mock-ups to define some patterns, some styling documentation (e.g. CSS documentation);Styling documentation
1035;plain text;Textual requirements
197;Plain text;Textual requirements
1663;preferred to be reusable in next phases (we have 4 or 5 phases in this project);NotCodable
1620;Primarily informally through customer feedback;Textual requirements
1690;PROTECTION against user errors;NotCodable
1423;PROTECTION against user errors;NotCodable
1917;Prototype, scketh;Prototypes
1650;Prototypes;Prototypes
1349;Prototypes  UX report;Prototypes
1349;Prototypes  UX report;UX report
1805;prototypes / screen shots;Prototypes
1355;prototyping;Prototypes
1275;prototyping;Prototypes
1462;PROTOTYPing;Prototypes
928;Prototyping of interfaces.;Prototypes
626;Quality scenarios;Quality scenarios
1066;quantified text requirements;Quantified textual requirements
106;quantified textual and visual requirements;Quantified textual requirements
1767;Quantified textual requirement;Quantified textual requirements
985;Quantified textual requirements;Quantified textual requirements
1742;quantified textual requirements;Quantified textual requirements
384;quantified textual requirements;Quantified textual requirements
442;quantified textual requirements;Quantified textual requirements
502;Quantified textual requirements;Quantified textual requirements
163;Referral to NYS Standards for accessibility, languages, Supplemental Specification, User Interface Specification, mockups;Following accessibility standards
163;Referral to NYS Standards for accessibility, languages, Supplemental Specification, User Interface Specification, mockups;Textual requirements
163;Referral to NYS Standards for accessibility, languages, Supplemental Specification, User Interface Specification, mockups;Prototypes
1289;Requirements on the UI Components Wireframe and Server Sde Services;NotCodable
393;screen mockups;Prototypes
930;screen prototypes ;Prototypes
1384;screenshots;Prototypes
573;screenshots from prototypes, simplicity of use;Prototypes
758;Sketches;Prototypes
1621;Sketches;Prototypes
1697;Sketches and user input;Prototypes
182;Specific guidelines standard or practice;Following guidelines
182;Specific guidelines standard or practice;Following standards
1126;specific topic in the main project document;Specific topic in the document
292;Stakeholder analysis, Senario and use case analysis;NotCodable
1010;standards;Following standards
754;Standards and parameters documented in wiki or shared repository;Following standards
1441;styleguide;Styleguide
215;Styleguide Guidelines with exact layouting guidlines;Styleguide
1327;system specification in chapter non-functional requirements;Textual requirements
845;text;Textual requirements
569;Text;Textual requirements
1296;Text;Textual requirements
1820;Text;Textual requirements
1688;text and diagrams;Textual requirements
1688;text and diagrams;Diagrams
549;Text based, comments from System Designer;Textual requirements
1006;text documents and graphics;Textual requirements
1477;Text information;Textual requirements
1008;Text, Mockups;Textual requirements
1008;Text, Mockups;Prototypes
93;textual;Textual requirements
1467;Textual;Textual requirements
91;textual;Textual requirements
147;textual;Textual requirements
217;textual;Textual requirements
722;Textual;Textual requirements
332;textual;Textual requirements
560;Textual & diagrams ;Textual requirements
560;Textual & diagrams ;Diagrams
1428;textual according to a tempalte;Textual requirements
1932;textual requirements;Textual requirements
719;Textual requirements;Textual requirements
297;Textual requirements;Textual requirements
349;textual requirements;Textual requirements
341;textual requirements;Textual requirements
750;Textual requirements and diagrams;Textual requirements
750;Textual requirements and diagrams;Diagrams
851;textual requirements and test evolution by prototyping;Textual requirements
851;textual requirements and test evolution by prototyping;Prototypes
370;textual requirements in our template used;Textual requirements
231;textual requirements, use-cases, user stories;Textual requirements
231;textual requirements, use-cases, user stories;Use cases
231;textual requirements, use-cases, user stories;User stories
1279;Textual with anecdotal evidence from customers;Textual requirements
1402;Textual, test plans, user testing;Textual requirements
1118;The same.;NotCodable
912;These are usually initially picked up from interviews and validated either at workshops or by group email to stakeholders.;NotCodable
1618;This our covered in our UX Design Documents often using text based requirements and sketches;Textual requirements
1618;This our covered in our UX Design Documents often using text based requirements and sketches;Prototypes
876;through the flow of screens developed by the design and the specs for development;Prototypes
876;through the flow of screens developed by the design and the specs for development;Textual requirements
1957;UI - guidelines;Guidelines
1188;unmeasurable textual requirements;Textual requirements
1962;Usability requirements are made in mocksups;Prototypes
1831;usability testing and non measurable textual requirements;Textual requirements
768;use case;Use cases
683;Use case diagrams;Use case diagrams
76;Use case diagrams, textual requirements,use cases, business rules;Use case diagrams
76;Use case diagrams, textual requirements,use cases, business rules;Textual requirements
76;Use case diagrams, textual requirements,use cases, business rules;Use cases
76;Use case diagrams, textual requirements,use cases, business rules;Business rules
146;Use cases and user storytelling;Use cases
146;Use cases and user storytelling;User stories
205;User acceptance testing;NotCodable
149;user interface specification;Prototypes
1076;User Interface, evaluate knowledge levels of each user;Prototypes
1741;User intervace aesthetics;High fidelity prototypes
1717;USER MANUALS;User manuals
1357;USER MANUALS;User manuals
1703;USER satisfaction;NotCodable
75;user story;User stories
1466;User story/incident/backlog tracking tool;User stories
661;User Testing. Functional design prototypes;Prototypes
48;Using a tool (PTC Integrity);PTC Integrity tool
359;Using customer's request;Customer requests
868;using measurable textual requirements;Quantified textual requirements
1291;using non-quantified textual requirements;Textual requirements
1316;using non-quantified textual requirements;Textual requirements
511;using non-quantified textual requirements;Textual requirements
278;using non-quantified textual requirements;Textual requirements
120;using non-quantified textual requirements;Textual requirements
1062;using prototype;Prototypes
1141;using quantified textual requirements;Quantified textual requirements
506;using quantified textual requirements, diagrams, following any specific guideline, standard or practice.;Quantified textual requirements
506;using quantified textual requirements, diagrams, following any specific guideline, standard or practice.;Diagrams
506;using quantified textual requirements, diagrams, following any specific guideline, standard or practice.;Following guidelines
506;using quantified textual requirements, diagrams, following any specific guideline, standard or practice.;Following standards
945;Using unmeasurable textual requirements ;Textual requirements
1676;we document all these requirements on Confluence, on a page or space specific to what we're building.;Textual requirements
710;We document the Accessibility norm to be used.;Following accessibility standards
1486;wireframes and flowcharts;Prototypes
1486;wireframes and flowcharts;Flowcharts
968;With interface specification document;Interface specification document
524;With sketches of the user interface, following standards, usability testing;Prototypes
524;With sketches of the user interface, following standards, usability testing;Following standards
