lfdn;v_20;tag
879;Certified Scrum Product Owner and PMP;CSPO
879;Certified Scrum Product Owner and PMP;PMP
1699;CISCO;CISCO
1761;civil engineering;NotCodeable
1762;Community College;NotCodeable
730;computer engineering;NotCodeable
118;CPRE;CPRE
355;CPRE;CPRE
1008;CPRE;CPRE
258;CPRE (Foundation Level);CPRE
310;CPRE Advanced Level (Modeling);CPRE
304;CPRE AL;CPRE
297;CPRE FL;CPRE
102;CPRE Foundation;CPRE
221;CPRE Foundation Level;CPRE
572;CPRE-FL;CPRE
1097;CPRE-FL;CPRE
160;CPREFL;CPRE
1266;Crea-rs;NotCodeable
926;CSM;CSM
1181;CSM;CSM
1255;CSM and CSPO;CSM
1255;CSM and CSPO;CSPO
1207;CSM/CPO;CSPO
849;CSPO - Certified Scrum Product Owner;CSPO
921;CSPO, CSM;CSPO
921;CSPO, CSM;CSM
1105;CTFL;CTFL
864;CTFL - Certified Tester Foundation Level;CTFL
1831;Degree in Computer Science;NotCodeable
524;Degree in Information Systems;NotCodeable
1894;Design thinkers group;NotCodeable
179;do not;None
341;do not;None
349;DO NOT;None
444;do not;None
453;do not;None
461;do not;None
467;do not;None
676;DO NOT;None
711;do not;None
719;do not;None
765;do not;None
930;do not;None
985;do not;None
1031;do not;None
1159;DO NOT;None
1166;DO NOT;None
1167;DO NOT;None
1168;DO NOT;None
1171;DO NOT;None
1172;DO NOT;None
1189;do not;None
1194;do not;None
1220;do not;None
1221;DO NOT;None
1222;do not;None
1223;DO NOT;None
1224;DO NOT;None
1225;DO NOT;None
1226;do not;None
1227;DO NOT;None
1229;DO NOT;None
1238;do not;None
1321;do not;None
1339;DO NOT;None
1340;DO NOT;None
1344;DO NOT;None
1348;DO NOT;None
1350;DO NOT;None
1351;DO NOT;None
1352;DO NOT;None
1353;DO NOT;None
1354;DO NOT;None
1356;DO NOT;None
1358;DO NOT;None
1359;DO NOT;None
1360;DO NOT;None
1376;do not;None
1383;do not;None
1398;do not;None
1408;do not;None
1413;DO NOT;None
1415;DO NOT;None
1417;DO NOT;None
1419;do not;None
1422;DO NOT;None
1423;DO NOT;None
1424;DO NOT;None
1425;DO NOT;None
1433;DO NOT;None
1435;DO NOT;None
1454;DO NOT;None
1455;DO NOT;None
1458;DO NOT;None
1459;DO NOT;None
1460;DO NOT;None
1461;DO NOT;None
1482;DO NOT;None
1484;DO NOT;None
1485;DO NOT;None
1487;DO NOT;None
1669;DO NOT;None
1690;DO NOT;None
1695;DO NOT;None
1698;DO NOT;None
1700;DO NOT;None
1703;DO NOT;None
1705;DO NOT;None
1715;DO NOT;None
1723;DO NOT;None
1727;DO NOT;None
199;DO-178C Like;NotCodeable
845;ECBA only;ECBA
468;I have a master's degree in Software Engineering and a PhD in Computer Science;NotCodeable
84;I have certificates in Business modelling;Business Modelling
880;IBM;IBM
819;IBM RUP;IBM RUP
884;ICP, AGILE PO;ICP
884;ICP, AGILE PO;Certified Agile PO
1668;IMPA Level (Project Management Technician) Certified Project Management Associate;IMPA
1187;Information Systems Engineer;NotCodeable
1056;Information systems engineer degree;NotCodeable
1670;IPMA;IPMA
1933;IPMA C;IPMA
91;IPMA/B;IPMA
1239;IREB;CPRE
479;IREB CPRE Foundation Level, Automotive Functional Safety Professional;CPRE
479;IREB CPRE Foundation Level, Automotive Functional Safety Professional;Automotive Functional Safety Professional
58;IREB Foundation;CPRE
146;IREB foundation;CPRE
208;IREB Foundation;CPRE
1070;IREB foundation;CPRE
291;IREB Foundation & Advanced levels;CPRE
178;IREB Fundamental;CPRE
207;IREB, Product Owner;CPRE
207;IREB, Product Owner;Product Owner
79;IREB_CPRE_Foundation_Level;CPRE
364;irep;IREP
683;ISO / IEC 25000;ISO / IEC 25000
1917;ISO27001;ISO27001
1918;ISPMA;ISPMA
1755;Isqtb;ISQTB
215;ISTQB;ISQTB
283;ISTQB;ISQTB
387;ISTQB;ISQTB
1010;istqb;ISQTB
1139;ISTQB Advanced Level Test Manager;ISQTB
1013;ISTQB Certified Tester;ISQTB
1288;ISTQB Foundation level;ISQTB
1290;ISTQB foundation level;ISQTB
1663;ISTQB Test Foundation;ISQTB
1327;ISTQB Tester, Scrum Master, Project Manager (IPMA);ISTQB
1327;ISTQB Tester, Scrum Master, Project Manager (IPMA);CSM
1327;ISTQB Tester, Scrum Master, Project Manager (IPMA);IPMA
482;ISTQB,CSM;ISTQB
482;ISTQB,CSM;CSM
956;ITIL;ITIL
454;ITIL, PMP;ITIL
454;ITIL, PMP;PMP
268;Itilv3;ITIL
1820;Java Certification;JAVA
1164;JAVA FUNDAMENTALS PROGRAMMING - CEC-EPN / JAVA Advanced Programming CEC-EPN;JAVA
1928;Master degree;NotCodeable
1941;Master in Computer Engineering;NotCodeable
735;Master in Computing Engineering/Science;NotCodeable
1124;MBA;NotCodeable
929;MBA in Project Management;NotCodeable
205;MBA, PMP;PMP
1474;MCTS;MCTS
947;Microsoft Certified Professinal;Microsoft Certified Professional
1849;MSc;NotCodeable
887;Network Engineering;Network Engineering
30;No;None
35;no;None
41;No;None
76;No;None
81;no;None
82;No;None
115;No;None
126;No;None
150;No;None
162;No;None
167;No;None
170;no;None
180;No;None
182;No;None
184;no;None
188;No;None
203;No;None
213;No;None
217;no;None
230;No;None
249;No;None
259;no;None
267;No;None
278;No;None
292;no;None
295;no;None
317;no;None
332;no;None
359;No;None
372;no;None
416;No;None
429;No;None
446;no;None
507;no;None
511;No;None
512;no;None
523;No;None
541;No;None
548;No;None
549;no;None
634;No;None
640;No;None
649;no;None
663;No;None
710;No;None
722;No;None
723;no;None
742;No;None
758;No;None
768;no;None
774;No;None
786;No;None
795;No;None
814;No;None
818;no;None
839;No;None
857;No;None
862;no;None
876;No;None
894;No;None
900;no;None
901;no;None
910;No;None
923;no;None
928;No;None
931;No;None
933;No;None
937;No;None
945;No;None
959;No;None
967;no;None
968;No;None
984;No;None
987;No;None
1014;No;None
1017;no;None
1035;no;None
1039;No;None
1051;No;None
1062;no;None
1066;No;None
1076;No;None
1082;No;None
1100;No;None
1101;No;None
1114;No;None
1118;No;None
1122;No;None
1126;No;None
1141;No;None
1279;No;None
1291;No;None
1296;No;None
1331;No;None
1441;No;None
1449;no;None
1466;No;None
1473;No;None
1477;No;None
1526;No;None
1542;No;None
1618;no;None
1624;no;None
1651;no;None
1665;No;None
1666;No;None
1667;No;None
1675;No;None
1676;no;None
1688;no;None
1697;No;None
1742;No;None
1744;No;None
1751;No;None
1756;No;None
1763;no;None
1767;No;None
1804;NO;None
1805;No;None
1810;No;None
1812;No;None
1828;No;None
1844;No;None
1861;no;None
1899;No;None
1923;No;None
1929;No;None
1931;No;None
1957;No;None
1961;no;None
1969;No;None
569;No certification. Certification helps to get a new contract, but is of limited use during the project.;None
1633;No, but I have a PhD related to that RE;None
889;No, I do not.;None
168;No.;None
393;No.;None
502;No.;None
1896;No.;None
165;Not yet;None
1462;NOVELL CERTIFIED ENGINIEER;Novell Certified Engineer
955;OCP 9i, ITILV3 Certified, Exa-data Certified;Exa-data Certified
955;OCP 9i, ITILV3 Certified, Exa-data Certified;OCP 9i
955;OCP 9i, ITILV3 Certified, Exa-data Certified;ITIL
1065;OMG Certified UML Professional;OMG Certified UML Professional
851;Ongoing Masters degree (awaiting thesis);NotCodeable
1228;ORACLE;Oracle
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;Oracle
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;ISO 803
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;JAVA
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;ENTERPRISE
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;JSF
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;JRE
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;ANDROID
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;SERVER
1717;Oracle CERTIFICATION, ISO 803, JAVA PROGRAMer, ENTERPRISE, JSF, JRE, basic ANDROID, ADVANCED ANDROID, SERVER, JSP;JSP
1329;Oracle Certified Java Developer;OCJD
1357;ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP;ORACLE
1357;ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP;ISSO 803
1357;ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP;JAVA
1357;ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP;ANDROID
1357;ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP;JSF
1357;ORACLE ISO-803. JAVA PROGRAMing JE. BASIC ANDROID. JAVA JSF JSP;JSP
1204;P Eng;NotCodeable
420;PhD;NotCodeable
1273;PM;PM
1091;PMI Extension course - UNISINOS;NotCodeable
231;PMI PMP, PRINCE2 Practitioner, CompTIA Project+;PMP
231;PMI PMP, PRINCE2 Practitioner, CompTIA Project+;PRINCE2 Practitioner
231;PMI PMP, PRINCE2 Practitioner, CompTIA Project+;CompTIA Project+
898;PMI, ITIL and COBIT;PMI
898;PMI, ITIL and COBIT;ITIL
898;PMI, ITIL and COBIT;COBIT
384;PMI-PMP;PMP
896;pmo -CP;PMO-CP
437;PMP;PMP
442;PMP;PMP
573;pmp;PMP
997;PMP;PMP
1079;PMP;PMP
1111;PMP;PMP
1188;PMP;PMP
1190;PMP;PMP
958;PMP, CSPO;PMP
958;PMP, CSPO;CSPO
1467;PMP, PEng;PMP
1262;PMP, PSM I and CSM;PMP
1262;PMP, PSM I and CSM;PSM I
1262;PMP, PSM I and CSM;CSM
694;PMP, SCM;SCM
694;PMP, SCM;PMP
868;PMP, SCRUM MASTER;PMP
868;PMP, SCRUM MASTER;CSM
728;PMP. CBAP;PMP
728;PMP. CBAP;CBAP
545;Prince2;Prince2
586;PRINCE2;Prince2
489;Product Owner;Product Owner
1163;Programmer;NotCodeable
1033;PSM;PSM
425;Requirement Engineering;NotCodeable
924;Requirements Engineering;NotCodeable
916;RUP, ScrumMaster, ITIL;RUP
916;RUP, ScrumMaster, ITIL;CSM
916;RUP, ScrumMaster, ITIL;ITIL
560;SAFe;SAFe
1349;scrum manager;Scrum Manager
1355;scrum manager;Scrum Manager
1791;Scrum Master;Scrum Manager
1965;Scrum Master (Microsoft);Scrum Manager (Microsoft)
1753;SEI Software Architecture Professional Certificate;SEI Software Architecture Professional Certificate
1650;Software engineering degree;NotCodeable
990;Specialist in Systems Analysis;NotCodeable
957;SQL MCTS and Azure MCSA;SQL MCTS
957;SQL MCTS and Azure MCSA;Azure MCSA
637;TOGAF;TOGAF
590;TOGAF 7/ COBIT;COBIT
590;TOGAF 7/ COBIT;TOGAF
952;TOGAF, PMP;TOGAF
952;TOGAF, PMP;PMP
750;Trained as an internal auditor;NotCodeable
1962;Training ISPMA (Product Management) and training in Agile methodologies;ISPMA
870;Uninorte and Fucapi;NotCodeable
1343;VMWARE. ORACLE JAVA DEVELOPER Master. ANDROID developer. PHP, C ++, JavaScript;VMWARE
1343;VMWARE. ORACLE JAVA DEVELOPER Master. ANDROID developer. PHP, C ++, JavaScript;ORACLE JAVA DEVELOPER Master
1343;VMWARE. ORACLE JAVA DEVELOPER Master. ANDROID developer. PHP, C ++, JavaScript;ANDROID
506;Y;NotCodable
960;yes;NotCodable
962;Yes;NotCodable
1341;Yes;NotCodable
1560;yes;NotCodable
370;yes - CPRE-FL;CPRE
1620;Yes CISSP;CISSP
1963;yes many;NotCodable
830;Yes, CBAP;CBAP
144;yes, CBAP (also PSM I and CSM);CBAP
144;yes, CBAP (also PSM I and CSM);PSM I
144;yes, CBAP (also PSM I and CSM);CSM
754;Yes, Cettified Agile coach;Certified Agile Coach
1028;Yes, IPMA Certificate;IPMA 
120;Yes, IREB Foundation;CPRE
93;Yes, IREB foundation (and many courses like: projectmanagement, process managagement, information management etc);CPRE
1069;Yes, Master degree of software engineering in requirements engineering;NotCodable
1064;Yes, REQB practitioner;REQB Practitioner
412;Yes, Software Architecture Proffesional;Software Architecture Professional
137;Yes, university degree;NotCodable
