lfdn;v_250;v_279;tag
1296;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Natural tension there;
1353;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Technical limitations are not clarified during elicitation;
1963;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;x;
378;Gold plating (implementation of features without corresponding requirements);missing assignement of expected business value to requirement;
393;Gold plating (implementation of features without corresponding requirements);too many levels between end users and developers;
896;Gold plating (implementation of features without corresponding requirements);not request features Implementation;
1031;Gold plating (implementation of features without corresponding requirements);features are implemented to amortize on various projects or to create a customer need.;
1062;Gold plating (implementation of features without corresponding requirements);spend less time in eliciting the requirements;
1171;Gold plating (implementation of features without corresponding requirements);Project manager with lack of training;
1207;Gold plating (implementation of features without corresponding requirements);features implemented are not aligning with actual expectations;
1449;Gold plating (implementation of features without corresponding requirements);timing problem;
1676;Gold plating (implementation of features without corresponding requirements);the team easily gets into a rabbit hole when a small tasks requires a bunch of other work in it's dependencies because we had to deliver another task  yesterday ;
1909;Gold plating (implementation of features without corresponding requirements);Lack of methodology;
1941;Gold plating (implementation of features without corresponding requirements);Lack of time;
129;Incomplete or hidden requirements;Insufficient probing to draw out these requirements;
163;Incomplete or hidden requirements;"Previous business analyst inexperienced; previous BA bullied by development team";
239;Incomplete or hidden requirements;Same as above ;
263;Incomplete or hidden requirements;"weak processes; complexity of project";
489;Incomplete or hidden requirements;not enough time;
549;Incomplete or hidden requirements;Sometimes additional requirements only occur once you delve deeper into the initial requirements;
676;Incomplete or hidden requirements;The client does not clearly specify its needs;
864;Incomplete or hidden requirements;inefficiency in extracting requirements from the business analyst;
901;Incomplete or hidden requirements;because of the unavailability of customer assumes the risk of building requirements with minimal information;
924;Incomplete or hidden requirements;superficial understanding of the business;
928;Incomplete or hidden requirements;Professionals not able to generate the requirements.;
987;Incomplete or hidden requirements;more time required;
1039;Incomplete or hidden requirements;Not understood by the team or not informed by the customer;
1051;Incomplete or hidden requirements;Insufficient customer involvement;
1100;Incomplete or hidden requirements;Lack of understanding of analysts / engineers on this topic;
1101;Incomplete or hidden requirements;subjectivity in the documents;
1262;Incomplete or hidden requirements;"Lack of expertise to gather requirements;not clear idea on client side";
1279;Incomplete or hidden requirements;Similar to weak knowledge of the customer domain;
1290;Incomplete or hidden requirements;Nö requirement dokument;
1316;Incomplete or hidden requirements;requirement grooming dot done accurate enough;
1359;Incomplete or hidden requirements;The client does not express himself clearly;
1416;Incomplete or hidden requirements;The process is not indicated at all;
1457;Incomplete or hidden requirements;End users do not participate in the requirements;
1460;Incomplete or hidden requirements;Training;
1483;Incomplete or hidden requirements;Business ignorance;
1617;Incomplete or hidden requirements;Missed something during requirements discovery phase;
1744;Incomplete or hidden requirements;Angry, dissapointed customer;
1810;Incomplete or hidden requirements;People left the company, causing loss of historical knowledge.;
1932;Incomplete or hidden requirements;knowledge gaps and experience about writing requirements;
1961;Incomplete or hidden requirements;product owners know nothing about the product;
1969;Incomplete or hidden requirements;Basic misunderstanding of the goals of analysis and how abstraction hides complexity. ;
93;Inconsistent requirements;"no uniform processes; lack of knowledge of the own process";
119;Inconsistent requirements;customer unaware of design issues;
170;Inconsistent requirements;scarce documentation;
210;Inconsistent requirements;requirements are not well taken;
370;Inconsistent requirements;"requirments not in line with other similar products; change of their strategy";
524;Inconsistent requirements;Lack of requirements review;
572;Inconsistent requirements;no standard for requirements defined;
916;Inconsistent requirements;unapproved and not elicited requirements ;
917;Inconsistent requirements;insufficient time for gathering requirements, insufficient customer time, lack of customer commitment for approval of requirements / versions of the system;
921;Inconsistent requirements;Lack of time and a process directed to keep the requirements well specified and detailed ;
933;Inconsistent requirements;poorly written and poorly detailed requirements.;
952;Inconsistent requirements;they not aware and need more demand;
1011;Inconsistent requirements;Many different views or expectations of the employees on the customer side.;
1070;Inconsistent requirements;Feature pressure of top management;
1079;Inconsistent requirements;Failure to documentation;
1097;Inconsistent requirements;incomplete analysis;
1159;Inconsistent requirements;The client does not provide adequate support;
1403;Inconsistent requirements;requirements are often rather informal and as a result the developer starts digging deeper which may reveal inconsistencies;
1406;Inconsistent requirements;Not enough time invested in requirements;
1426;Inconsistent requirements;requirements are formulated by customer, who has little or no experience;
1435;Inconsistent requirements;Communication;
1560;Inconsistent requirements;insufficient trianing in requirements illicitation;
1624;Inconsistent requirements;At times there will a rush to do things that seem as a priority but they seem to be dud projects;
1804;Inconsistent requirements;Incompatibility between hardware and software data;
1933;Inconsistent requirements;challenges in the actual deployment;
160;Insufficient support by customer;too expensive;
179;Insufficient support by customer;Do not provide enough information;
310;Insufficient support by customer;busy customer with too many other projects running at the same time;
364;Insufficient support by customer;"new product replaces jobs; employees have to learn sth. new; the (new) project is not accepted by the management ";
710;Insufficient support by customer;customers not able/willing to allocate time to review requirements and analysis with the product owner,too many stakeholders in the customer's organization;
851;Insufficient support by customer;lack of commitment to the project, they do not feel part of;
958;Insufficient support by customer;busy managers do not prioritize other meetings with IT.;
1017;Insufficient support by customer;single point of contact with the customer not keeping up with the project after it begins;
1091;Insufficient support by customer;Problems in the relationship between the project leader and Customer, the leader has to learn to reverse this problem.;
1723;Insufficient support by customer;Client-server relationship;
1742;Insufficient support by customer;Customer are still supposed to handle everyday linework as usual, they don't have mandate to take decisions or require other resources internally;
199;Insufficient support by project lead;Supoport for these shortcuts;
203;Insufficient support by project lead;Answer same with the above;
420;Insufficient support by project lead;sometimes weak orderer of the project;
1350;Insufficient support by project lead;The client does not give enough time to explain their requirements;
1751;Insufficient support by project lead;"Short of time;";
48;Missing traceability;Losing track of where requirements are located. Causes developer to assume;
205;Missing traceability;combination of Moving Targets and BAs (an PMs) without power to enforce rational process;
427;Missing traceability;Bad ways of working;
637;Missing traceability;Lack of tool for requirement documentation.;
719;Missing traceability;A methodology is not used;
894;Missing traceability;We do not have the vision of the impacts of a change in a requirement;
910;Missing traceability;no proper tools;
1105;Missing traceability;Projects are not interconnected;
1454;Missing traceability;Holding meetings that are too long and do not contribute anything;
1727;Missing traceability;Lack of training;
1755;Missing traceability;Difficult to follow;
149;Moving targets (changing goals, business processes and / or requirements);Lack of hard project management;
297;Moving targets (changing goals, business processes and / or requirements);"Business environment ;work culture";
330;Moving targets (changing goals, business processes and / or requirements);Many departments involved in the project, regulation;
387;Moving targets (changing goals, business processes and / or requirements);Because of changing legacy or interfaces;
425;Moving targets (changing goals, business processes and / or requirements);Customer does not get what he need in time.;
661;Moving targets (changing goals, business processes and / or requirements);It is a general customer characteristic;
722;Moving targets (changing goals, business processes and / or requirements);It happens;
865;Moving targets (changing goals, business processes and / or requirements);Lack of objectivity;
876;Moving targets (changing goals, business processes and / or requirements);the customer just request a feature automatically;
880;Moving targets (changing goals, business processes and / or requirements);Laws and ordinances that change.;
930;Moving targets (changing goals, business processes and / or requirements);The customer changes the scope of the requirement during development;
947;Moving targets (changing goals, business processes and / or requirements);if something does not work immediately, customers move to other targets;
990;Moving targets (changing goals, business processes and / or requirements);Lack of definition of key requirements;
1194;Moving targets (changing goals, business processes and / or requirements);A set of changes often affects (or overlaps) with changes that are still ongoing and impact analysis and planning are very complex.;
1349;Moving targets (changing goals, business processes and / or requirements);Client changes his opinion;
1402;Moving targets (changing goals, business processes and / or requirements);Rapidly evolving target market;
1441;Moving targets (changing goals, business processes and / or requirements);fast changing world, starting project without clear goals;
1455;Moving targets (changing goals, business processes and / or requirements);The technological terminology is unknown;
1459;Moving targets (changing goals, business processes and / or requirements);Customer does not know what he/she wants;
1486;Moving targets (changing goals, business processes and / or requirements);Innovative projects with unknown solutions means shifting focus and searching for answers, not work towards a predefined explicit goal.;
1651;Moving targets (changing goals, business processes and / or requirements);Multi-regional dependencies across multiple projects;
76;Stakeholders with difficulties in separating requirements from previously known solution designs;Typical behaviour/issue. ;
91;Stakeholders with difficulties in separating requirements from previously known solution designs;don't know;
120;Stakeholders with difficulties in separating requirements from previously known solution designs;Reuse approach;
167;Stakeholders with difficulties in separating requirements from previously known solution designs;Competence;
217;Stakeholders with difficulties in separating requirements from previously known solution designs;poor communication;
729;Stakeholders with difficulties in separating requirements from previously known solution designs;The client went to work with spreadsheets to start working with a system, leading to some users (did not occur in all cases), to try to reproduce the forms instead of looking for the best solution;
849;Stakeholders with difficulties in separating requirements from previously known solution designs;client wants the new version has it that the first version had the new features +;
870;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of guidance needed;
900;Stakeholders with difficulties in separating requirements from previously known solution designs;Sometimes there are inconsistencies with previous requirements, which also originate goals changes;
1065;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholders missed to make requirements;
1066;Stakeholders with difficulties in separating requirements from previously known solution designs;stakeholders want requirements reverse engineered from other projects that may not be fit for purpose;
1082;Stakeholders with difficulties in separating requirements from previously known solution designs;Look for previous solutions that did not meet the needs to point to resources  to the new(solutions);
1124;Stakeholders with difficulties in separating requirements from previously known solution designs;Current culture deeply rooted and arrogante.;
1347;Stakeholders with difficulties in separating requirements from previously known solution designs;Product with many years of existence and people with many years of service;
1384;Stakeholders with difficulties in separating requirements from previously known solution designs;Different problems must focus on different aspects. A query from the web should focus on performance, and other less crowded on disk space. Not to differentiate these solutions leads to want simple solutions that lower perfoman;
1424;Stakeholders with difficulties in separating requirements from previously known solution designs;Portabiity of security;
1894;Stakeholders with difficulties in separating requirements from previously known solution designs;conflicting interests between stakeholders, which is normal in large organizations and needs to be managed;
1918;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholder focus on their specific problems.;
1962;Stakeholders with difficulties in separating requirements from previously known solution designs;"natural tendency to bet on past solutions rather than innovate new bets;";
81;Technically unfeasible requirements;Customer over-expectations;
144;Technically unfeasible requirements;Anything seems feasible, but technical implementation may be extremely difficult, and engineers tend to underestimate the effort it will take to accomplish something;
830;Technically unfeasible requirements;customer had some strong ideas on HOW they wanted the solution but were eventually open to other suggestions once the implications of their proposed solution  (often a performance hit, or poor user experience) were explained.;
847;Technically unfeasible requirements;Not enough technical involvement early on/prototyping;
1168;Technically unfeasible requirements;Client can request a technique or technology only because he believes or he / she heard that it was good, and it does not always apply properly to the project;
1224;Technically unfeasible requirements;Key users are not involved;
1668;Technically unfeasible requirements;Different levels of detail;
1670;Technically unfeasible requirements;Different levels of detail;
1717;Technically unfeasible requirements;The client expectations with many resources;
1911;Technically unfeasible requirements;Lack of notion of technical limitations;
41;Terminological problems;Some people in the group have learned different ways of speaking in terms of software engineering and requirements analysis, which is making it difficult to properly document our project.;
231;Terminological problems;Inexperienced team members in RE;
259;Terminological problems;misunderstand;
268;Terminological problems;Goals in different teams are not clear;
355;Terminological problems;new unexperienced team members;
446;Terminological problems;waste of time;
479;Terminological problems;"No glossary; The glossary is there but no one reads it; Glossary is to big";
786;Terminological problems;Makes the UI difficult to use.;
819;Terminological problems;The client itself does not understand;
956;Terminological problems;NP;
1021;Terminological problems;no expertise with customer business ;
1069;Terminological problems;cultural background ;
1076;Terminological problems;Lack of knowledge of project control methods;
1341;Terminological problems;They do not know technological terminology;
1343;Terminological problems;Terminology not understood by the client;
1357;Terminological problems;Poor information by customer;
1413;Terminological problems;The client does not master the terminology;
1419;Terminological problems;Incomplete requirements;
1422;Terminological problems;Implementation of poorly understood requirements;
1458;Terminological problems;Meeting in the directory, they do not understand technical terms;
1756;Terminological problems;Requirements wording may be unequivocal for a business audience but not for a technical one;
1844;Terminological problems;Not always the grammatical context between the client and the team is the same!;
97;Time boxing / Not enough time in general;Budget;
126;Time boxing / Not enough time in general;Cost reduction Limited staffed;
168;Time boxing / Not enough time in general;The project's unclear demands make the workload difficult to guage.;
377;Time boxing / Not enough time in general;Underestimating time requirements at the beginning of the project;
416;Time boxing / Not enough time in general;HR-planning/ delayed test environments;
444;Time boxing / Not enough time in general;Times promised limit the scope and the cost, but we do not want to touch either of them.;
485;Time boxing / Not enough time in general;It is always required to cover as much as possible.;
511;Time boxing / Not enough time in general;Moving targets;
525;Time boxing / Not enough time in general;"Unrealistic time setting of the projects;lack of resources over time";
545;Time boxing / Not enough time in general;market;
663;Time boxing / Not enough time in general;Rising preasure of digitalisation;
909;Time boxing / Not enough time in general;Error in the estimates and deadlines set by the management according to the company and market strategies;
912;Time boxing / Not enough time in general;Customer and information access is limited by time typically.;
923;Time boxing / Not enough time in general;productive capability is restricted for lack of resources;
959;Time boxing / Not enough time in general;In some cases the term is not determined by the team but by an external factor.;
1012;Time boxing / Not enough time in general;The goals are being comprimized during the project.;
1141;Time boxing / Not enough time in general;unrealistic project plan;
1163;Time boxing / Not enough time in general;The project is too large;
1238;Time boxing / Not enough time in general;Lack of resources and deadlines very bounded;
1327;Time boxing / Not enough time in general;Customer specifies to many requirements at once and cannot imagine how much time will be needed for implementation.;
1620;Time boxing / Not enough time in general;Sometimes account managers and sales may not be realistic with their timelines promised to customers.  ;
1690;Time boxing / Not enough time in general;Project leader doesn't have priorities and clear times;
1697;Time boxing / Not enough time in general;Some features have very high importance to the customer and are not started in time.;
1703;Time boxing / Not enough time in general;Many changes in a short time;
1741;Time boxing / Not enough time in general;Changes in laws;
1753;Time boxing / Not enough time in general;"Time = money - and we have a budget. Also; Some functionality have a window of delivery (which must be met)";
1840;Time boxing / Not enough time in general;Time is critical for the go live;
1842;Time boxing / Not enough time in general;Time-to-market aggressive;
1849;Time boxing / Not enough time in general;Bad planning;
1923;Time boxing / Not enough time in general;The client thinks everything is urgent, difficulty in establishing priorities;
215;Unclear / unmeasurable non-functional requirements;NFR have not been documented, NFR are not being adressed by business analysts as they are always vague, individual expectaions have not been consolidated;
283;Unclear / unmeasurable non-functional requirements;hard to carry our precise performance testing;
453;Unclear / unmeasurable non-functional requirements;He/She doesn't pay attention at first;
534;Unclear / unmeasurable non-functional requirements;Little time to define it;
997;Unclear / unmeasurable non-functional requirements;lack of knowledge of who are involved;
1055;Unclear / unmeasurable non-functional requirements;some NFR are very difficult to measure ;
1139;Unclear / unmeasurable non-functional requirements;Little time to develop requirements;
1225;Unclear / unmeasurable non-functional requirements;There are no project leaders on the behalf of the client;
1289;Unclear / unmeasurable non-functional requirements;Business do not wants to get emasured;
1356;Unclear / unmeasurable non-functional requirements;Not enough time for requirements;
1360;Unclear / unmeasurable non-functional requirements;Multiple criteria at the time of implementation;
1417;Unclear / unmeasurable non-functional requirements;Lack of data or requirements;
1433;Unclear / unmeasurable non-functional requirements;Bad work of the business analyst;
1917;Unclear / unmeasurable non-functional requirements;It's usually an ego origin;
213;Underspecified requirements that are too abstract and allow for various interpretations;High level of requirements.  Business representatives and business project manager sometimes do not consider all related issues and requirements;
230;Underspecified requirements that are too abstract and allow for various interpretations;Some requirements require experience in the field to be able to complete them. Therefore when someone is new to the project they have a bigger learning curve.;
384;Underspecified requirements that are too abstract and allow for various interpretations;"customer does not think through the consequences of each business requirement; expect clarification of underspecified requirements by Business Analyst in workshops with customer";
461;Underspecified requirements that are too abstract and allow for various interpretations;"lack of time; client does not provide complete information, a feature / product it sold, but it does not have";
468;Underspecified requirements that are too abstract and allow for various interpretations;The client is not very good at stating its needs.;
740;Underspecified requirements that are too abstract and allow for various interpretations;Customer's interpretation problems;
879;Underspecified requirements that are too abstract and allow for various interpretations;abstract requirements allow taking wrong decisions.;
918;Underspecified requirements that are too abstract and allow for various interpretations;"Client does not know the operation of his process;";
1010;Underspecified requirements that are too abstract and allow for various interpretations;not reviewed by testers;
1111;Underspecified requirements that are too abstract and allow for various interpretations;fast or insufficient survey;
1118;Underspecified requirements that are too abstract and allow for various interpretations;Communication problems, poor domain of language;
1239;Underspecified requirements that are too abstract and allow for various interpretations;difficulties finding the right level of abstraction;
1351;Underspecified requirements that are too abstract and allow for various interpretations;Information Hiding by customer;
1355;Underspecified requirements that are too abstract and allow for various interpretations;The client has unclear his/her needs;
1423;Underspecified requirements that are too abstract and allow for various interpretations;Business processes;
1466;Underspecified requirements that are too abstract and allow for various interpretations;Poor execution by BA/Product Owner, coupled with not enough questions from the development team.;
1467;Underspecified requirements that are too abstract and allow for various interpretations;insufficient discussion on requirement clarification;
1621;Underspecified requirements that are too abstract and allow for various interpretations;Specifying requirements with  it should work like this product ;
1705;Underspecified requirements that are too abstract and allow for various interpretations;Wrong requirements;
1759;Underspecified requirements that are too abstract and allow for various interpretations;informal nature of the project;
182;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Changing;
295;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Changing phases of supported programme;
512;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;not educated enough into the process and therefore does not understand the importance of commitment;
1122;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The area of ​​operation is very dynamic, so that there is constant change of applicants;
1204;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Many staff changes in client;
1266;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Conflicts of interest between the responsibles for elaborating the contract and the normal ones  in relation  to the main requirements;
1695;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Lack of reuse;
1761;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Find the right market approach ;
1812;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;differences of opinion on what is importatn among customers;
141;Weak access to customer needs and / or (internal) business information;there is a layer between SMEs and project team;
291;Weak access to customer needs and / or (internal) business information;No always allowed to speak directly to the customer;
304;Weak access to customer needs and / or (internal) business information;"strong division structure;  silo thinking ";
437;Weak access to customer needs and / or (internal) business information;"lack of customer involvement; lack of planning";
723;Weak access to customer needs and / or (internal) business information;No idea;
768;Weak access to customer needs and / or (internal) business information;company privacy policy takes longer to get information;
1006;Weak access to customer needs and / or (internal) business information;Delay in required feedback;
1187;Weak access to customer needs and / or (internal) business information;There are too many heterogeneous clients;
1283;Weak access to customer needs and / or (internal) business information;Innappropriate people used as stakeholders, lack of knowledge;
1526;Weak access to customer needs and / or (internal) business information;Weak domain knowledge;
1650;Weak access to customer needs and / or (internal) business information;The value of the project to the customer/business.;
1669;Weak access to customer needs and / or (internal) business information;Lack of collaboration on the part of the client;
1698;Weak access to customer needs and / or (internal) business information;Weak access to customer needs;
1718;Weak access to customer needs and / or (internal) business information;Poor access to the customer ;
1791;Weak access to customer needs and / or (internal) business information;df;
1828;Weak access to customer needs and / or (internal) business information;Communication flaws between the project and the customer;
146;Weak knowledge about customer's application domain;think they can make do without the user. WRONG!;
359;Weak knowledge about customer's application domain;Because domain knowledge is insufficient, misunderstand specification.;
523;Weak knowledge about customer's application domain;There is no meeting to give an overview the business area;
573;Weak knowledge about customer's application domain;Makes it difficult to fully understand customers' requirements;
626;Weak knowledge about customer's application domain;New team for project;
758;Weak knowledge about customer's application domain;For some products we rely quite a bit on customer's intuition;
856;Weak knowledge about customer's application domain;Systems with more than 30 years of use by the customer, little documentation and difficulty in understanding the rules for new team members;
985;Weak knowledge about customer's application domain;The domain is gastronomy (food and health), but none have knowledge about this topic;
1288;Weak knowledge about customer's application domain;a lot of customers;
1331;Weak knowledge about customer's application domain;restricted information source, very distributed customer knowledge , competing activities;
1358;Weak knowledge about customer's application domain;Lack of training;
1805;Weak knowledge about customer's application domain;The domain is very difficult;
1415;Weak relationship between customer and project lead;The client does not master that field;
1462;Weak relationship between customer and project lead;There is no communication with the company;
1482;Weak relationship between customer and project lead;There are few meetings with the customer;
