lfdn;v_254;v_286;tag
1204;Insufficient support by customer;Unclear answers to questions;
1454;Insufficient support by customer;FATIGUE;
1820;Insufficient support by customer;The connection is badly made;
1842;Insufficient support by customer;"Implementation of a project that is not exactly what the client wants; poor use of the software by the customer - since it does not answer all their needs; in the case of ISVs, reduced sales; need for new changes";
1933;Insufficient support by customer;challenges in the actual deployment;
203;Insufficient support by project lead;I was not sure about that.;
268;Insufficient support by project lead;Project lead is overworked ;
865;Insufficient support by project lead;Difficulty in the progress of the project;
1341;Insufficient support by project lead;INSUFFICIENT BUDGET;
1413;Insufficient support by project lead;PRODUCT DOMAIN FAILURES ;
1419;Insufficient support by project lead;CONFLICTS IN THE TEAM;
1703;Insufficient support by project lead;lack of team communication;
1763;Insufficient support by project lead;combined with the above makes for more time spent investigating instead of actually implementing.;
283;Missing traceability;test coverage unknown;
710;Missing traceability;risk of hidden bugs due to the difficulty of understanding the full impact of changes,difficulty of maintaining test cases;
916;Missing traceability;impact on changes;
924;Missing traceability;rework;
1100;Missing traceability;Rework;
1163;Missing traceability;Losing time;
1187;Missing traceability;Requierimientos shelved;
1207;Missing traceability;Inability to understand the decision chain at the later stages (e.g. in maintenance);
168;Moving targets (changing goals, business processes and / or requirements);Some projects get started without a clear purpose.;
370;Moving targets (changing goals, business processes and / or requirements);"frustration; work not done or incomplete";
384;Moving targets (changing goals, business processes and / or requirements);"ROI for software development will not reached; development cost increase; time to market increases";
393;Moving targets (changing goals, business processes and / or requirements);many changes;
482;Moving targets (changing goals, business processes and / or requirements);Less efficiency, rework , more time ;
485;Moving targets (changing goals, business processes and / or requirements);poor code quality;
640;Moving targets (changing goals, business processes and / or requirements);"partial or incomplete documentation; lack of accountability";
849;Moving targets (changing goals, business processes and / or requirements);team without aim when making decision that could impact the business;
933;Moving targets (changing goals, business processes and / or requirements);Last-minute changes compromise the initial architecture of the project.;
937;Moving targets (changing goals, business processes and / or requirements);Projects does not finish;
984;Moving targets (changing goals, business processes and / or requirements);Lack of time and precision;
1069;Moving targets (changing goals, business processes and / or requirements);group initiatives;
1161;Moving targets (changing goals, business processes and / or requirements);CHANGE OF SCHEDULES;
1238;Moving targets (changing goals, business processes and / or requirements);Delays in deliveries by multiple re-definition and re-work;
1239;Moving targets (changing goals, business processes and / or requirements);"lost time due to rework; unclear goals bad for morale";
1283;Moving targets (changing goals, business processes and / or requirements);Delays in time to market;
1690;Moving targets (changing goals, business processes and / or requirements);PROJECTs NOt concretized;
1742;Moving targets (changing goals, business processes and / or requirements);"busted budget; re-engeneering of solution; busted timeschedules;";
1753;Moving targets (changing goals, business processes and / or requirements);Reimplementation of already delivered functions. Project delay. The product is able to change and thus we are able to follow requirement changes well (it only takes more time);
41;Stakeholders with difficulties in separating requirements from previously known solution designs;This will have no effect on the final product, but it may decrease customer satisfaction initially.;
446;Stakeholders with difficulties in separating requirements from previously known solution designs;delivery impact;
864;Stakeholders with difficulties in separating requirements from previously known solution designs;Excessive rework in requirements definition;
901;Stakeholders with difficulties in separating requirements from previously known solution designs;"Faulty delivery ; rework";
921;Stakeholders with difficulties in separating requirements from previously known solution designs;Impact on development;
930;Stakeholders with difficulties in separating requirements from previously known solution designs;design of best solution is compromised;
1349;Stakeholders with difficulties in separating requirements from previously known solution designs;CUSTOMER create something similar instead of INNOVATing;
1433;Stakeholders with difficulties in separating requirements from previously known solution designs;PROBLEMS IN REQUIREMENTS elicitation;
1668;Stakeholders with difficulties in separating requirements from previously known solution designs;EXCESSIVE OVERFLOW of REQUIREMENTS;
1670;Stakeholders with difficulties in separating requirements from previously known solution designs;EXCESSIVE OVERFLOW of REQUIREMENT;
1896;Stakeholders with difficulties in separating requirements from previously known solution designs;Successive iterations to refine the requirements;
1969;Stakeholders with difficulties in separating requirements from previously known solution designs;Problems that were part of previous systems continue.;
120;Technically unfeasible requirements;Delay;
188;Technically unfeasible requirements;"Delays in development; Demotivation in Dev Team";
208;Technically unfeasible requirements;two many cycles before a story is ready and can go to the development;
267;Technically unfeasible requirements;Customer dissatisfied ;
355;Technically unfeasible requirements;could be time critical;
416;Technically unfeasible requirements;some quality issues and time;
1296;Technically unfeasible requirements;Can't achieve them;
1542;Technically unfeasible requirements;A bad image of the IT Team, perceived often as too slow, not performant, or a blocker, or incompetent, etc;
1727;Technically unfeasible requirements;Ambiguity and lack of understanding;
81;Terminological problems;Mistakes between what is said and what is understood - waste of time to re-discuss issues;
93;Terminological problems;"communication misunderstandings; even wrong use of functionality";
106;Terminological problems;Unclear requirements;
182;Terminological problems;Becomes a constraint ;
249;Terminological problems;Doing same work multiple times;
330;Terminological problems;incomplete tasks;
523;Terminological problems;Delays in the time of development;
525;Terminological problems;adressing wrong objects in the solution;
586;Terminological problems;talking about differnt things ;
1017;Terminological problems;more discussion between teams to reach consensus;
1114;Terminological problems;Rework;
1266;Terminological problems;Delay in the project development;
1327;Terminological problems;Project stop.;
1353;Terminological problems;overEFFORTS not RECOGNIZED BY CUSTOMER TO MEET GOALS;
1356;Terminological problems;UNSTABLE REPUTATION BY THE PARTIES;
1424;Terminological problems;Lack of commitment;
1466;Terminological problems;Frustration and continuous retraining of stakeholders to accept common meaning for shared terminology.;
1651;Terminological problems;Adds confusion to the communication on project;
1761;Terminological problems;Repeat the mission and objectives many times;
1810;Terminological problems;Heated debate between team members;
1941;Terminological problems;Same as the previous one, because different people do different things and the solution sometimes becomes inconsistent;
167;Time boxing / Not enough time in general;"delays; frustration";
297;Time boxing / Not enough time in general;Bugs;
467;Time boxing / Not enough time in general;generally it ends compromising the quality;
819;Time boxing / Not enough time in general;Rapid development but without quality;
929;Time boxing / Not enough time in general;Hustle in the execution of projects and consequent low quality of the generated products;
956;Time boxing / Not enough time in general;NP;
1291;Time boxing / Not enough time in general;Low quality products;
1459;Time boxing / Not enough time in general;DELAYS;
1812;Time boxing / Not enough time in general;reduced customer satisfaction;
1965;Time boxing / Not enough time in general;additional effort / decrease in delivery quality / Decrease in validation testing and acceptance;
129;Unclear / unmeasurable non-functional requirements;Missed requirements;
313;Unclear / unmeasurable non-functional requirements;NFRs are not tested with the same level of rigour as functional requirements.  This results in a risk of producing products with undetected reliability problems.;
425;Unclear / unmeasurable non-functional requirements;Hard to know if it is right.;
437;Unclear / unmeasurable non-functional requirements;"rework; wrong decisions";
676;Unclear / unmeasurable non-functional requirements;the result is not the desired by the customer;
694;Unclear / unmeasurable non-functional requirements;late recognition of something that is missing ends up adding unnecessary delays;
952;Unclear / unmeasurable non-functional requirements;requirements/scope not define;
1010;Unclear / unmeasurable non-functional requirements;Missing/skipping process steps;
1031;Unclear / unmeasurable non-functional requirements;generate customer dissatisfaction, or implies making changes at the last minute.;
1097;Unclear / unmeasurable non-functional requirements;Difficulties in analyzing if the non-functional requirement has been met;
1122;Unclear / unmeasurable non-functional requirements;Unmet expectations;
1416;Unclear / unmeasurable non-functional requirements;PAYMENT OF FINES;
1621;Unclear / unmeasurable non-functional requirements;Bad requirements, no prioritization, moving goal posts;
1676;Unclear / unmeasurable non-functional requirements;this usually bites us later when we have another story to work on and need to fix  this one  first;
1695;Unclear / unmeasurable non-functional requirements;APPLICATION do NOt integrate central SYSTEMS;
1698;Unclear / unmeasurable non-functional requirements;REQUIREMENTS ARE NOT CLEAR;
1744;Unclear / unmeasurable non-functional requirements;Same;
1759;Unclear / unmeasurable non-functional requirements;probably unnecessary requirements;
1849;Unclear / unmeasurable non-functional requirements;Risk not delivering the correct value;
1909;Unclear / unmeasurable non-functional requirements;"Lack of methodology; Poor use of resources; demotivation";
1961;Unclear / unmeasurable non-functional requirements;hacks, patches and workarounds after the fact;
119;Underspecified requirements that are too abstract and allow for various interpretations;over engineering solution to meet all possible interfaces;
147;Underspecified requirements that are too abstract and allow for various interpretations;Rework;
166;Underspecified requirements that are too abstract and allow for various interpretations;many changes;
876;Underspecified requirements that are too abstract and allow for various interpretations;the analyst is involved in maintaining the legacy system, and the project becomes secondary;
880;Underspecified requirements that are too abstract and allow for various interpretations;Difficulty in validation.;
910;Underspecified requirements that are too abstract and allow for various interpretations;Rework;
923;Underspecified requirements that are too abstract and allow for various interpretations;gap between the delivered product and client needs;
945;Underspecified requirements that are too abstract and allow for various interpretations;Incommensurable gaps in the delivered software;
987;Underspecified requirements that are too abstract and allow for various interpretations;more time required;
1014;Underspecified requirements that are too abstract and allow for various interpretations;bad documentation;
1080;Underspecified requirements that are too abstract and allow for various interpretations;Increase in the number of project hour due to rework;
1288;Underspecified requirements that are too abstract and allow for various interpretations;cost a lot of time;
1417;Underspecified requirements that are too abstract and allow for various interpretations;INCOMPATIBILITY;
1462;Underspecified requirements that are too abstract and allow for various interpretations;THE OBTAINED PRODUCT WILL NOT meet their NEEDS.;
1620;Underspecified requirements that are too abstract and allow for various interpretations;Inaccurate allocation of resources which cause technical debt and costs the company money. ;
1718;Underspecified requirements that are too abstract and allow for various interpretations;"extra team discussions debating interpretation; incorrect solutions being implemented.";
1741;Underspecified requirements that are too abstract and allow for various interpretations;Understanding problems to late in the development process;
1828;Underspecified requirements that are too abstract and allow for various interpretations;wrong product design when creating solutions;
1962;Underspecified requirements that are too abstract and allow for various interpretations;"Increased bug fixing;";
663;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Implication to functional quality;
722;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Changing requirements, thus missing deadlines;
754;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;yes;
1082;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Implies no commitment;
1358;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;CONSTANT CHANGE OF REQUIREMENTS;
1411;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;underspecified requirements;
1560;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;rework;
1791;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;sdf;
146;Weak access to customer needs and / or (internal) business information;developers have to guess and that amounts in bad user acceptance;
149;Weak access to customer needs and / or (internal) business information;Discussion about the wrong what's;
179;Weak access to customer needs and / or (internal) business information;That the real needs are not discovered;
512;Weak access to customer needs and / or (internal) business information;business value not added and time wasted trying to understand customer;
917;Weak access to customer needs and / or (internal) business information;Rework;
1055;Weak access to customer needs and / or (internal) business information;impact on time management;
1065;Weak access to customer needs and / or (internal) business information;More workshops are required to obtain requirements;
1079;Weak access to customer needs and / or (internal) business information;Rework;
1105;Weak access to customer needs and / or (internal) business information;failed tests;
1194;Weak access to customer needs and / or (internal) business information;unoptimal solutions;
1229;Weak access to customer needs and / or (internal) business information;If there is not enough information, you can not advance the development;
1617;Weak access to customer needs and / or (internal) business information;No direction and lack of focus for the delivery team;
144;Weak knowledge about customer's application domain;increases the amount of time it takes to be knowledgeable enough to make recommendations and deliver valuable solutions;
304;Weak knowledge about customer's application domain;wrong implementation;
461;Weak knowledge about customer's application domain;"customer dissatisfaction;";
570;Weak knowledge about customer's application domain;making the wrong solution;
637;Weak knowledge about customer's application domain;Wrong design.;
868;Weak knowledge about customer's application domain;client dissatisfaction, delay in the deadline, increase of the project cost, rework;
879;Weak knowledge about customer's application domain;Rework.;
1039;Weak knowledge about customer's application domain;incorrect implementations;
1227;Weak knowledge about customer's application domain;It is a very open approach;
1343;Weak knowledge about customer's application domain;Lack of TIME coordination;
1486;Weak knowledge about customer's application domain;Wasted time on obvious uninteresting prototypes;
1624;Weak knowledge about customer's application domain;quality products that solve needs are not often released;
1705;Weak knowledge about customer's application domain;LOW appreciation for QUALITY ASSESSMENT;
1804;Weak knowledge about customer's application domain;Project failure;
1911;Weak knowledge about customer's application domain;greater number of errors when assuming that something should work in a certain way;
163;Weak relationship between customer and project lead;"Confusion; significant and unnecessary project delays";
573;Weak relationship between customer and project lead;Frustration in project team, poor decision making and governance;
768;Weak relationship between customer and project lead;animosity between customer and project team;
1339;Weak relationship between customer and project lead;DELAYS AND demotivation of teams.;
1354;Weak relationship between customer and project lead;LOSS OF TIME AND MONEY RESOURCES;
1717;Weak relationship between customer and project lead;INCREASE OPERATIONAL cost;
1733;Weak relationship between customer and project lead;Final solution out of the client's objectives;
