lfdn;v_252;v_285;tag
1923;Incomplete or hidden requirements;Waste of time to redeploy requirements;
1941;Incomplete or hidden requirements;Same as above;
1962;Incomplete or hidden requirements;"Lack of quality in implementation;";
179;Inconsistent requirements;Requirements that do not work to solve the problem;
304;Inconsistent requirements;"misunderstanding; wrong implementation";
549;Inconsistent requirements;Delivered results may not be 100% what is required leading to repeat development;
754;Inconsistent requirements;no;
868;Inconsistent requirements;rework;
870;Inconsistent requirements;Product out of specification;
879;Inconsistent requirements;Rework.;
924;Inconsistent requirements;rework;
929;Inconsistent requirements;Creation of unsuitable products;
1118;Inconsistent requirements;The same above;
1122;Inconsistent requirements;Errors at the time of delivery and mismatch features;
1239;Inconsistent requirements;lost time due to endless discussions (often after implementation) and rework;
1283;Inconsistent requirements;Delays in time to market;
1350;Inconsistent requirements;THE SOFTWARE DOES NOT WORK;
1457;Inconsistent requirements;reworks;
1462;Inconsistent requirements;The customer is unsatisfied;
1482;Inconsistent requirements;SOFTWARE DOES NOT WORK PROPERLY;
1617;Inconsistent requirements;Does not help to baseline project requirements;
1805;Inconsistent requirements;problems to develop a consistent application;
1810;Inconsistent requirements;Arbitrarily choosing one solution, hoping its the best one.;
425;Insufficient support by customer;Customer does not tell what he need.;
427;Insufficient support by customer;More rework required to fulfill business needs and deliver the right value;
518;Insufficient support by customer;Delays the final product;
539;Insufficient support by customer;lack of information when defining specifications;
676;Insufficient support by customer;deadlines are delayed;
856;Insufficient support by customer;response time is not good;
985;Insufficient support by customer;It generates certain inconsistencies or concerns that affect the final development of the project;
997;Insufficient support by customer;delays at different stages of the project;
1114;Insufficient support by customer;Rework;
1291;Insufficient support by customer;"Customer will have no interest in the developed product; No precalculation possible";
1354;Insufficient support by customer;FATIGUE;
1416;Insufficient support by customer;ANTICIPATED END OF CONTRACT;
1419;Insufficient support by customer;LACK OF problem resolution;
203;Insufficient support by project lead;I was not sure about that.;
278;Insufficient support by project lead;Lose sight of direction;
468;Insufficient support by project lead;Team without motivation, which leads to a productivity decline.;
1111;Insufficient support by project lead;pressure and mistakes;
1139;Insufficient support by project lead;More responsabilities for the responsables of quality and testing;
1141;Insufficient support by project lead;wrong project planning;
1171;Insufficient support by project lead;Unfamiliarity with the process;
41;Missing traceability;Again, this simply makes the process of creating the software harder. It will have no effect on the final product.;
163;Missing traceability;Customer identified needs/business level requirements not met;
479;Missing traceability;Tool-Support;
952;Missing traceability;requirements/scope not define;
1097;Missing traceability;Difficulty in identifying the need for particular behavior or characterístic;
1406;Missing traceability;Changes are not fully performed;
1486;Missing traceability;Difficult for new members to join and  read up ;
1718;Missing traceability;"problems triaging bugs; extra communication to help people understand requirements";
1804;Missing traceability;"No track of information; Loss of information";
1933;Missing traceability;challenges in the actual deployment;
35;Moving targets (changing goals, business processes and / or requirements);inmature customer industry;
119;Moving targets (changing goals, business processes and / or requirements);frustration at timescale changse;
126;Moving targets (changing goals, business processes and / or requirements);Risk for the dev;
364;Moving targets (changing goals, business processes and / or requirements);"project takes twice as long as previously planned; budget increases; everybody is annoyed";
437;Moving targets (changing goals, business processes and / or requirements);rework;
916;Moving targets (changing goals, business processes and / or requirements);Lack of vision of what the product should become;
917;Moving targets (changing goals, business processes and / or requirements);Rework;
1006;Moving targets (changing goals, business processes and / or requirements);Unnecessary work;
1010;Moving targets (changing goals, business processes and / or requirements);Missing/skipping process steps;
1033;Moving targets (changing goals, business processes and / or requirements);If it is not adaptive, we are still working focused on immutable definitions from months ago and that waste the accumulated learning at every step;
1105;Moving targets (changing goals, business processes and / or requirements);Lack of test coverage;
1266;Moving targets (changing goals, business processes and / or requirements);contract change with the implementation of new devices to the contract.;
1279;Moving targets (changing goals, business processes and / or requirements);Potentially addressing a problem that becomes non-applicable due to technology changes;
1290;Moving targets (changing goals, business processes and / or requirements);Longer Development and Testing;
1296;Moving targets (changing goals, business processes and / or requirements);Can't achieve targets that arrive late;
1454;Moving targets (changing goals, business processes and / or requirements);NONEXISTENT CLEAR GOALS;
1466;Moving targets (changing goals, business processes and / or requirements);Frustration and lack of quality as things are abandoned for long periods. Wasted time and effort for things that are abandoned permanently.;
1467;Moving targets (changing goals, business processes and / or requirements);cause rework;
1733;Moving targets (changing goals, business processes and / or requirements);> Development time;
1741;Moving targets (changing goals, business processes and / or requirements);Too little time to solve problems;
1820;Moving targets (changing goals, business processes and / or requirements);mismanagement;
1965;Moving targets (changing goals, business processes and / or requirements);extra effort;
313;Stakeholders with difficulties in separating requirements from previously known solution designs;This can result in undesired features being accidentally carried over from other projects.  In past projects development was very painful as I encountered a developer who insisted the requirements were 'wrong' because 'that's not what the software does'.;
482;Stakeholders with difficulties in separating requirements from previously known solution designs;Less efficiency ;
525;Stakeholders with difficulties in separating requirements from previously known solution designs;implementing  old type  solutions;
912;Stakeholders with difficulties in separating requirements from previously known solution designs;Can derail workshops if not carefully managed;
928;Stakeholders with difficulties in separating requirements from previously known solution designs;We will continue with the same culture and the same problems.;
1017;Stakeholders with difficulties in separating requirements from previously known solution designs;more discussion between teams to reach consensus;
1161;Stakeholders with difficulties in separating requirements from previously known solution designs;NEED of INDUCTION for THE newcomers;
1650;Stakeholders with difficulties in separating requirements from previously known solution designs;"Time; square peg in a round hole.";
1756;Stakeholders with difficulties in separating requirements from previously known solution designs;Too much time spent communicating to the client. Perhaps the need of a prototype to clarify, sometimes no other way than following the previous degins and delivering a less than ideal solution (e.g. subpar usability, flexibility, etc.);
387;Technically unfeasible requirements;Performance will be not acceptable.;
987;Technically unfeasible requirements;more time required;
1080;Technically unfeasible requirements;High number of hours and prototyping to achieve the result closest to the desired.;
1327;Technically unfeasible requirements;Bad customer relations and cost driver.;
1698;Technically unfeasible requirements;REQUIREMENTS IMPOSSIBLE TO COMPLY;
1703;Technically unfeasible requirements;MORE inconsequential WORK;
1744;Technically unfeasible requirements;Same;
1761;Technically unfeasible requirements;Build a solution with flexibility ;
76;Terminological problems;Glossary in place;
297;Terminological problems;Missing requirements;
900;Terminological problems;difficulty in the implementation of the technical solution;
1011;Terminological problems;extended development cycle;
1426;Terminological problems;inconsistent and incomplete requirements;
1759;Terminological problems;misunderstandings in implementation;
129;Time boxing / Not enough time in general;Reduced scope;
144;Time boxing / Not enough time in general;lack of time from any team member or resource/stakeholder will cause project delays;
149;Time boxing / Not enough time in general;missing milestones;
208;Time boxing / Not enough time in general;"more and more change requests and new requirements; cockfights between the stakeholder about the  last available resources ";
231;Time boxing / Not enough time in general;Potentially not conforming to stakeholder needs;
267;Time boxing / Not enough time in general;Quality or scope is not enough ;
370;Time boxing / Not enough time in general;"scope decreases; less quality solution";
446;Time boxing / Not enough time in general;delivery impact;
489;Time boxing / Not enough time in general;bad customer acceptance;
640;Time boxing / Not enough time in general;"poorly executed development; resource bottle necks";
694;Time boxing / Not enough time in general;pushing the schedule always makes the project end up taking longer to be fully complete;
851;Time boxing / Not enough time in general;failures or sacrificing quality;
901;Time boxing / Not enough time in general;Does not prioritizes quality;
910;Time boxing / Not enough time in general;Systems without the wanted quality;
933;Time boxing / Not enough time in general;Errors that could be identified during the testing stage, just pass because there is no time for testing.;
958;Time boxing / Not enough time in general;Product is not delivered with the expected quality;
984;Time boxing / Not enough time in general;Minimalism;
1065;Time boxing / Not enough time in general;The solution is not as good as it should be;
1079;Time boxing / Not enough time in general;Projects continue beyond the deadline;
1082;Time boxing / Not enough time in general;It implies cutting on additional requirements;
1347;Time boxing / Not enough time in general;Less features delivered or with less completeness;
1356;Time boxing / Not enough time in general;weak RELATIONSHIP BETWEEN STAKEHOLDERS;
1433;Time boxing / Not enough time in general;Lack of time to complete the project;
1458;Time boxing / Not enough time in general;THE COST of implementation time VARIES ;
1542;Time boxing / Not enough time in general;A bad image of the IT Team, perceived often as too slow, not performant, or a blocker, or incompetent, etc;
1621;Time boxing / Not enough time in general;Cannot deliver a quality product;
1844;Time boxing / Not enough time in general;Causes pressure in the team;
1909;Time boxing / Not enough time in general;"Poor use of resources; demotivation";
120;Unclear / unmeasurable non-functional requirements;Risk of overconstraining design;
259;Unclear / unmeasurable non-functional requirements;misunderstand;
310;Unclear / unmeasurable non-functional requirements;risk of unsatisfaction in the end;
461;Unclear / unmeasurable non-functional requirements;"customer dissatisfaction;";
819;Unclear / unmeasurable non-functional requirements;Non-compliance with requirements;
876;Unclear / unmeasurable non-functional requirements;developers decide to change / add new technologies that end up changing the architecture;
956;Unclear / unmeasurable non-functional requirements;NP;
1021;Unclear / unmeasurable non-functional requirements;structural and functional errors;
1039;Unclear / unmeasurable non-functional requirements;New activities included in sprints;
1070;Unclear / unmeasurable non-functional requirements;Rework because of missing system capabilities in respect of non-functional REs;
1124;Unclear / unmeasurable non-functional requirements;"Late deliveries; wear on the analysis and testing of deliveries.";
1168;Unclear / unmeasurable non-functional requirements;DISCREPANCY WITH THE CUSTOMER;
1187;Unclear / unmeasurable non-functional requirements;Loss of time in the sprint;
1355;Unclear / unmeasurable non-functional requirements;PROBLEMS araise in the TEAM in charge of development;
1668;Unclear / unmeasurable non-functional requirements;evidence of REQUIREMENT QUALITY  is not provided;
1670;Unclear / unmeasurable non-functional requirements;evidence of REQUIREMENT QUALITY  is not provided;
1742;Unclear / unmeasurable non-functional requirements;not knowing when requiremtns are meet;
1842;Unclear / unmeasurable non-functional requirements;"Non-compliance with implicit non-functional requiements; lack of a way to verify that the non-functional goals have been met";
1896;Unclear / unmeasurable non-functional requirements;Features that end up not solving the problem;
146;Underspecified requirements that are too abstract and allow for various interpretations;takes a looong time before we get things done. Lots of stuff in backlog, getting old and people forget why it is even in there;
355;Underspecified requirements that are too abstract and allow for various interpretations;wrong expectations;
416;Underspecified requirements that are too abstract and allow for various interpretations;cost extra Time;
444;Underspecified requirements that are too abstract and allow for various interpretations;They are detected in testing;
453;Underspecified requirements that are too abstract and allow for various interpretations;redoing work;
511;Underspecified requirements that are too abstract and allow for various interpretations;Inconsistant requirements;
523;Underspecified requirements that are too abstract and allow for various interpretations;The final product is not what the client wants;
710;Underspecified requirements that are too abstract and allow for various interpretations;risk of not building the right product;
719;Underspecified requirements that are too abstract and allow for various interpretations;Errors in the definition of functionalities;
1163;Underspecified requirements that are too abstract and allow for various interpretations;Losing time;
1289;Underspecified requirements that are too abstract and allow for various interpretations;Project delay and budget overrun. Expensive iterations to meet target;
1402;Underspecified requirements that are too abstract and allow for various interpretations;Marketing frustrated by requests for clarification;
1411;Underspecified requirements that are too abstract and allow for various interpretations;wrong / incomplete implementation;
1560;Underspecified requirements that are too abstract and allow for various interpretations;project delays;
1669;Underspecified requirements that are too abstract and allow for various interpretations;NEGoTIATIon ISSUES;
1690;Underspecified requirements that are too abstract and allow for various interpretations;Underutilization of HUMAN RESOURCES;
1695;Underspecified requirements that are too abstract and allow for various interpretations;UNFINISHED PROJECTS;
1763;Underspecified requirements that are too abstract and allow for various interpretations;Makes both estimation and test specification difficult and error prone.;
1849;Underspecified requirements that are too abstract and allow for various interpretations;Risk not delivering the correct value;
1961;Underspecified requirements that are too abstract and allow for various interpretations;time wasted;
147;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Rework;
393;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;communication overhead;
959;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Reassessment of the plans too often.;
1353;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;RE-WORK;
1417;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;nonconforming PRODUCT;
1911;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;increased costs;
81;Weak access to customer needs and / or (internal) business information;Difficulty to elicit specifics for the requirements;
377;Weak access to customer needs and / or (internal) business information;Scope creep;
740;Weak access to customer needs and / or (internal) business information;Delay in the project;
849;Weak access to customer needs and / or (internal) business information;team without aim when making decision that could impact the business;
990;Weak access to customer needs and / or (internal) business information;Requirements partially met or not met at all;
1204;Weak access to customer needs and / or (internal) business information;Many more iterations than planned ;
1717;Weak access to customer needs and / or (internal) business information;LONGER IN DEVELOPMENT;
1812;Weak access to customer needs and / or (internal) business information;delay and rework;
58;Weak knowledge about customer's application domain;missing information;
217;Weak knowledge about customer's application domain;developers develop systems based on assumptions;
485;Weak knowledge about customer's application domain;need for more analysis time;
512;Weak knowledge about customer's application domain;business value not added;
1014;Weak knowledge about customer's application domain;no special background information about his topic;
1051;Weak knowledge about customer's application domain;Unsatisfactory product;
1100;Weak knowledge about customer's application domain;Rework;
1238;Weak knowledge about customer's application domain;Definition of requirements which are not fully adapted to customer needs;
1526;Weak knowledge about customer's application domain;Rework;
1663;Weak knowledge about customer's application domain;unbalance work load - team lead has most work compared to other team member;
1791;Weak knowledge about customer's application domain;sdf;
865;Weak relationship between customer and project lead;"incomplete requirements; delays";
921;Weak relationship between customer and project lead;It has mpact on development;
1012;Weak relationship between customer and project lead;Unused Features.;
1091;Weak relationship between customer and project lead;"Generating unnecessary friction; lack of response to the project team";
1229;Weak relationship between customer and project lead;the correct information is not trasmited to the team and a different product is built;
1343;Weak relationship between customer and project lead;the interest in his work diminishes;
1351;Weak relationship between customer and project lead;weak RELATIONSHIP BETWEEN STAKEHOLDERS;
1358;Weak relationship between customer and project lead;WEAK COMMUNICATION;
