lfdn;v_248;v_283;tag
1483;Communication flaws within the project team;REFUSAL TO presented IDEAS / SOLUTIONS;
1484;Communication flaws within the project team;CONFUSing and UNCLEAR REQUIREMENTS;
1485;Communication flaws within the project team;NO PORTABILITY;
1663;Communication flaws within the project team;time lost re-explaining how things should work;
1669;Communication flaws within the project team;DOCUMENTATION problems;
1742;Communication flaws within the project team;lack of right information to work with which resultis in not doing what you should;
1756;Communication flaws within the project team;Usually caught on internal team demos, so impact is restricted to potential delays and additional costs;
1969;Communication flaws within the project team;Lots of wasted time.;
199;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Willingness to jump into code;
263;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;"many change requests; late testing; long development cycles";
425;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Customer does not get what he need.;
1347;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;limited innovation;
1455;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;SOFTWARE FAILURES;
1676;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;lots of history to clean up / fix later;
81;Gold plating (implementation of features without corresponding requirements);Waste of resources;
313;Gold plating (implementation of features without corresponding requirements);Undesirable behaviour sometimes evades detection until a late stage, since there was no explicit requirement there is no related test case.  Causes unnecessary churn as features have to be taken out later.;
916;Gold plating (implementation of features without corresponding requirements);delivery features that do not add value;
1163;Gold plating (implementation of features without corresponding requirements);Losing time;
1327;Gold plating (implementation of features without corresponding requirements);Cost driver.;
1344;Gold plating (implementation of features without corresponding requirements);poorly performed PROCESSES PERFORMED MAL;
1356;Gold plating (implementation of features without corresponding requirements);SOFTWARE not working;
1424;Gold plating (implementation of features without corresponding requirements);Lack of support;
1433;Gold plating (implementation of features without corresponding requirements);unnecessary code created;
1467;Gold plating (implementation of features without corresponding requirements);took too long to complete project;
1759;Gold plating (implementation of features without corresponding requirements);missing documentation;
119;Incomplete or hidden requirements;missing features;
146;Incomplete or hidden requirements;Problems with nailing it, getting the job done and satisfying the customer;
147;Incomplete or hidden requirements;Rework;
166;Incomplete or hidden requirements;too many changes;
178;Incomplete or hidden requirements;trial and error;
188;Incomplete or hidden requirements;"Delays in development; Demotivation in Dev Team";
437;Incomplete or hidden requirements;rework;
444;Incomplete or hidden requirements;They are detected in testing;
485;Incomplete or hidden requirements;developments that do not capture what the customer wants;
640;Incomplete or hidden requirements;"Increased costs; poorly documented changes";
719;Incomplete or hidden requirements;Errors in the definition of the functionalities;
729;Incomplete or hidden requirements;New elicitation of some requirements that what should be a validation stage, upgrade plans;
754;Incomplete or hidden requirements;no;
900;Incomplete or hidden requirements;customer dissatisfaction;
917;Incomplete or hidden requirements;Rework;
921;Incomplete or hidden requirements;Impact on development;
930;Incomplete or hidden requirements;Requires further adjustments;
958;Incomplete or hidden requirements;Deadline for service Legas demands are compromised;
1011;Incomplete or hidden requirements;"delayed completion of project; dissatisfaction in production/live stage";
1021;Incomplete or hidden requirements;"structural and functional errors; inconsistent product delivery";
1124;Incomplete or hidden requirements;non-integrated processes that generate rework.;
1159;Incomplete or hidden requirements;INCOMPLETE IMPLEMENTATIONS;
1168;Incomplete or hidden requirements;LAST MINUTE PROJECT MODIFICATIONS ;
1402;Incomplete or hidden requirements;Wasted effort eliciting, frustration on behalf of sales/marketing when queried;
1403;Incomplete or hidden requirements;"further project delay; change of design descisions/architecture";
1411;Incomplete or hidden requirements;prod issues;
1462;Incomplete or hidden requirements;THE SOFTWARE does not meet the NEEDS;
1560;Incomplete or hidden requirements;missing customer expectations;
1621;Incomplete or hidden requirements;Bad requirements, no prioritization, moving goal posts;
1690;Incomplete or hidden requirements;Waste of resources DEVELOPERS time;
1718;Incomplete or hidden requirements;software rework;
1763;Incomplete or hidden requirements;Makes estimation more difficult and uncertain.;
1804;Incomplete or hidden requirements;Rework;
1828;Incomplete or hidden requirements;wrong product design when creating solutions;
1849;Incomplete or hidden requirements;Unhappy end-uers;
1933;Incomplete or hidden requirements;challenges in the actual deployment;
1965;Incomplete or hidden requirements;Frustration / doubt in understanding of the project / additional effort;
268;Inconsistent requirements;Less time to write requirements;
482;Inconsistent requirements;More rework ;
523;Inconsistent requirements;The final product turns out not to be what the customer wants;
910;Inconsistent requirements;System with the unwanted quality ;
923;Inconsistent requirements;rework of the development team;
945;Inconsistent requirements;software delivery with features that do not meet the goal;
1012;Inconsistent requirements;Multiple Testruns;
1051;Inconsistent requirements;Doubts at later stages;
1091;Inconsistent requirements;Deliveries with problems;
1194;Inconsistent requirements;"Requirements explosion in the backlog; delaying the release to resolve related requirements";
1349;Inconsistent requirements;CUSTOMER DISSATISFACTION;
1458;Inconsistent requirements;NO CLEAR GOALS;
1668;Inconsistent requirements;REQUIREMENTS misunderstanding;
1670;Inconsistent requirements;requirement misunderstanding;
1733;Inconsistent requirements;> Development time;
106;Insufficient support by customer;Unclear requirements;
512;Insufficient support by customer;business value not added to product;
722;Insufficient support by customer;Unlikely system will suit the customer's needs;
929;Insufficient support by customer;Lack of information necessary for the project;
952;Insufficient support by customer;requirements/scope not define;
1126;Insufficient support by customer;"Discontent of those involved; Delays in deliveries; Product delivered different than expected;";
1204;Insufficient support by customer;Unknowns left to end of project to resolve;
1283;Insufficient support by customer;Delays in time to market;
35;Insufficient support by project lead;"lack of experience in software develoment; lack of experience in digital companies (4.0)";
160;Insufficient support by project lead;less or no RE :-(;
163;Insufficient support by project lead;significant project delays because needed decisions on direction not made or communicated;
203;Insufficient support by project lead;I was not sure about that.;
661;Insufficient support by project lead;People do not know each other;
825;Insufficient support by project lead;"Struggle to get a good pace going; Lag times while waiting for team members and/or the lead to complete certain tasks; Needing to fight for basic BA tasks to be completed";
909;Insufficient support by project lead;Inaccuracy in the identification and specification of requirements;
1620;Insufficient support by project lead;Lowers morale and execution of project. ;
1698;Insufficient support by project lead;NO CLEAR RULES;
182;Missing traceability;Whether the product meets quality requirements ;
297;Missing traceability;Wrong implementation;
864;Missing traceability;Difficulty in answering the requirements attest;
959;Missing traceability;Errors generated and not detected in related functionality;
984;Missing traceability;Lack of trust in team and contractor;
987;Missing traceability;more time required;
1010;Missing traceability;Missing/skipping process steps;
1065;Missing traceability;Everything takes more time;
1080;Missing traceability;redundant information and impact on the implementation of solutions.;
1360;Missing traceability;THE SYSTEM SHOULD BE MODIFIED;
1435;Missing traceability;PROJECT LATE DELIVERY ;
1697;Missing traceability;Errors and wasting time in development.;
76;Moving targets (changing goals, business processes and / or requirements);"Redefinition of project scope; re-evaluation of needs and requirements";
165;Moving targets (changing goals, business processes and / or requirements);delays, budget overruns, sometimes reduction of deliverable performance (rarely);
205;Moving targets (changing goals, business processes and / or requirements);Scope-creep at high speed;
291;Moving targets (changing goals, business processes and / or requirements);No focus, so it's hard to get things done;
355;Moving targets (changing goals, business processes and / or requirements);time critical;
377;Moving targets (changing goals, business processes and / or requirements);Delivery timescales affected;
442;Moving targets (changing goals, business processes and / or requirements);projects take time to see the light. What is published must be complete;
453;Moving targets (changing goals, business processes and / or requirements);redoing things;
467;Moving targets (changing goals, business processes and / or requirements);scope, cost, quality, or time are changed;
663;Moving targets (changing goals, business processes and / or requirements);Implication to quality in case of requirements and deveolping;
710;Moving targets (changing goals, business processes and / or requirements);rework, missed deadlines, running over budget;
742;Moving targets (changing goals, business processes and / or requirements);Rework, work done unnecessarily ;
758;Moving targets (changing goals, business processes and / or requirements);Team takes some time to adapt to new requirements;
851;Moving targets (changing goals, business processes and / or requirements);project delays;
856;Moving targets (changing goals, business processes and / or requirements);Rework specification and implementation;
932;Moving targets (changing goals, business processes and / or requirements);Stops productivity;
1290;Moving targets (changing goals, business processes and / or requirements);Longer Development and Testing;
1351;Moving targets (changing goals, business processes and / or requirements);NO CLEAR COMMUNICATIONS BETWEEN Customer AND DEVELOPER;
1703;Moving targets (changing goals, business processes and / or requirements);LITTLE buffer TIME in reality;
1762;Moving targets (changing goals, business processes and / or requirements);"Losing time; Decrease the confidence level in the team; ";
1840;Moving targets (changing goals, business processes and / or requirements);waste of time which is bad due to it is time critical;
1894;Moving targets (changing goals, business processes and / or requirements);Waste of time for teams;
1909;Moving targets (changing goals, business processes and / or requirements);"Lack of methodology; Poor use of resources; demotivation";
1923;Moving targets (changing goals, business processes and / or requirements);Waste of time to redeploy requirements;
144;Stakeholders with difficulties in separating requirements from previously known solution designs;this significantly constrains our ability to solve the underlying business problem;
149;Stakeholders with difficulties in separating requirements from previously known solution designs;fixing bad designs instead of finding the best solution;
370;Stakeholders with difficulties in separating requirements from previously known solution designs;frustration;
384;Stakeholders with difficulties in separating requirements from previously known solution designs;reduced efficiency of new development since it needs to accommodate  old  technology thinking;
649;Stakeholders with difficulties in separating requirements from previously known solution designs;unrealistc expectations;
723;Stakeholders with difficulties in separating requirements from previously known solution designs;stop;
819;Stakeholders with difficulties in separating requirements from previously known solution designs;There is no improvement in systems;
847;Stakeholders with difficulties in separating requirements from previously known solution designs;Gold plated and solutions erroneously delivered that could be delivered in much cheaper way ;
879;Stakeholders with difficulties in separating requirements from previously known solution designs;Solution with many limitations.;
997;Stakeholders with difficulties in separating requirements from previously known solution designs;poor usability, user complaints, feeling of stagnation in time;
1055;Stakeholders with difficulties in separating requirements from previously known solution designs;more value could be added to users;
1079;Stakeholders with difficulties in separating requirements from previously known solution designs;Rework;
1097;Stakeholders with difficulties in separating requirements from previously known solution designs;Client does not identify what is needed in the process and what is practical legacy;
1105;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of coverage in the tests;
1141;Stakeholders with difficulties in separating requirements from previously known solution designs;additional development effort ;
1316;Stakeholders with difficulties in separating requirements from previously known solution designs;redesign of various parts of functionality ;
1331;Stakeholders with difficulties in separating requirements from previously known solution designs;Implicit and incomplete requirements, equirements ingnored in the beginning;
1352;Stakeholders with difficulties in separating requirements from previously known solution designs;PROJECT COST;
1357;Stakeholders with difficulties in separating requirements from previously known solution designs;INCREASING TEAM EFFORT;
1624;Stakeholders with difficulties in separating requirements from previously known solution designs;Do not take lead on innovative ideas outside the current scope;
1651;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholder confusion over scope of projects;
1705;Stakeholders with difficulties in separating requirements from previously known solution designs;COMPILATION or erroneous ANALYSIS;
774;Technically unfeasible requirements;bad relationship with customer;
1266;Technically unfeasible requirements;Delay in developing the project or even the non-implementation of the requisites.;
1358;Technically unfeasible requirements;REQUIREMENTS THAT CAN NOT BE DEVELOPED;
1423;Technically unfeasible requirements;LACK OF REQUIREMENTS;
1820;Technically unfeasible requirements;More implementation costs;
129;Terminological problems;Lots of confusion over terminology;
213;Terminological problems;Miss understanding and incorrect requirements;
217;Terminological problems;difficult to use system;
304;Terminological problems;inconsistent communication;
341;Terminological problems;constant translations that demands time;
416;Terminological problems;cost extra Time;
570;Terminological problems;incosistent terminology in both internal and external documentation;
626;Terminological problems;Lack of share understanding;
947;Terminological problems;customers are disappointed;
990;Terminological problems;frequent changes to adapt to new terminology;
1118;Terminological problems;Wrong understanding that leads to time and effort wasting;
1161;Terminological problems;FAILURE OF requirements development;
1207;Terminological problems;people misunderstanding each other significantly;
1741;Terminological problems;Understanding problems to late in the development process;
1753;Terminological problems;Our knowledge of the technology leads to use of technical terms that many stakeholders dont understand (leading to misunderstandings);
1962;Terminological problems;"Loss of quality in the implementation => rework;";
150;Time boxing / Not enough time in general;Design gaps;
239;Time boxing / Not enough time in general;Weak understanding of the problems ;
249;Time boxing / Not enough time in general;Bad quality;
310;Time boxing / Not enough time in general;risk of unsaid requirements;
364;Time boxing / Not enough time in general;"project takes twice as long as previously planned; budget increases; everybody is annoyed";
387;Time boxing / Not enough time in general;"Quality degradation;untested requirements.";
393;Time boxing / Not enough time in general;bad quality;
461;Time boxing / Not enough time in general;"customer dissatisfaction; management dissatisfaction ";
468;Time boxing / Not enough time in general;Code rots: the quality of the code degrades over time due to the lack of time for refactoring.;
637;Time boxing / Not enough time in general;Not well enough analyzed requirements.;
735;Time boxing / Not enough time in general;Creation of errors in the project;
768;Time boxing / Not enough time in general;"too much work done with too little time; stress";
830;Time boxing / Not enough time in general;time is money and is always going to be a problem. Involving the team doing the work to determine the time box period helps (ours were determined 12 months early by other people that did not work on the project with no rationale for the time box period).;
865;Time boxing / Not enough time in general;wrong implementations / poorly done;
968;Time boxing / Not enough time in general;Quality problems;
1014;Time boxing / Not enough time in general;costs;
1031;Time boxing / Not enough time in general;Team frustration, stress.;
1111;Time boxing / Not enough time in general;pressure and mistakes;
1114;Time boxing / Not enough time in general;Rework;
1406;Time boxing / Not enough time in general;Personal task overload ;
1417;Time boxing / Not enough time in general;OMISSION OF SOLUTIONS;
1466;Time boxing / Not enough time in general;Quality and technical debt suffer.;
1486;Time boxing / Not enough time in general;Increased cost of managing the solution and adapting it to new use cases;
1761;Time boxing / Not enough time in general;Patience is a virtue;
1911;Time boxing / Not enough time in general;extension of time leading to possible additional costs;
1918;Time boxing / Not enough time in general;Failure to achieve the goals.;
41;Unclear / unmeasurable non-functional requirements;While we will try our best to ensure our non-functional requirements are adequate, we cannot guarantee certain response times/usability;
93;Unclear / unmeasurable non-functional requirements;"time-consuming in elicitation and explanation; making assumptions; vague communication";
126;Unclear / unmeasurable non-functional requirements;Risk for the dev;
231;Unclear / unmeasurable non-functional requirements;Potentially not conforming to stakeholder needs;
427;Unclear / unmeasurable non-functional requirements;Increased risk for issues discovered in production;
1064;Unclear / unmeasurable non-functional requirements;Project delays;
1359;Unclear / unmeasurable non-functional requirements;LITTLE LIFE span of the SYSTEM (CHANGEs needed);
1744;Unclear / unmeasurable non-functional requirements;Same;
1812;Unclear / unmeasurable non-functional requirements;argument over what is delivered and what was expected;
1932;Unclear / unmeasurable non-functional requirements;"failures in development, which leads to an increased effort; potential unnecessary interactions with the customer";
1941;Unclear / unmeasurable non-functional requirements;Some problems are detected later, and you need to work extra hours;
1963;Unclear / unmeasurable non-functional requirements;x;
168;Underspecified requirements that are too abstract and allow for various interpretations;Researchers and developers have very different abilities.;
267;Underspecified requirements that are too abstract and allow for various interpretations;Re doing things ;
283;Underspecified requirements that are too abstract and allow for various interpretations;uncertainty of of what should be developed and tested - or how it should function.;
549;Underspecified requirements that are too abstract and allow for various interpretations;Delivered results may not be 100% what is required leading to repeat development;
694;Underspecified requirements that are too abstract and allow for various interpretations;spent time developing the wrong thing;
1070;Underspecified requirements that are too abstract and allow for various interpretations;underestimation of delivery roadmaps - unhappy customer and management;
1122;Underspecified requirements that are too abstract and allow for various interpretations;unmet expectations;
1139;Underspecified requirements that are too abstract and allow for various interpretations;misunderstandings;
1339;Underspecified requirements that are too abstract and allow for various interpretations;DEFAULTS, repeating DELAYS.;
1353;Underspecified requirements that are too abstract and allow for various interpretations;MUCH EFFORT needed TO have formal AGREEMENTS;
1426;Underspecified requirements that are too abstract and allow for various interpretations;development needs many iterations to be finished;
1723;Underspecified requirements that are too abstract and allow for various interpretations;CORPORATE SPONSORSHIP;
1831;Underspecified requirements that are too abstract and allow for various interpretations;It's hard to pin-point a requirement when several people have different interpretations of the same.;
1896;Underspecified requirements that are too abstract and allow for various interpretations;Successive iterations to refine the requirements;
1917;Underspecified requirements that are too abstract and allow for various interpretations;the same as above;
141;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;validation and specificity of requirements sometimes lacking;
167;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;delays;
365;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;rework of the application;
868;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;changing requirements and rework;
880;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;inaccurate estimates.;
1291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"Many change requests; ";
1675;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"Confusion when questions need answers; low morale";
58;Weak access to customer needs and / or (internal) business information;missing information;
359;Weak access to customer needs and / or (internal) business information;Lack of personnel with domain knowledge;
534;Weak access to customer needs and / or (internal) business information;Any;
901;Weak access to customer needs and / or (internal) business information;"Delivery failed; rework";
928;Weak access to customer needs and / or (internal) business information;Low quality in their work. High time investment to generate the requirements.;
1017;Weak access to customer needs and / or (internal) business information;backtracking;
1101;Weak access to customer needs and / or (internal) business information;solution delivered and unused;
1224;Weak access to customer needs and / or (internal) business information;Distrust in business analysts;
1289;Weak access to customer needs and / or (internal) business information;Acceptance in the end;
1415;Weak access to customer needs and / or (internal) business information;PRODUCT DOMAIN FAILURES ;
1542;Weak access to customer needs and / or (internal) business information;Failed attemps of increasing sales and revenue, or addressing customers correctly, no clear strategic direction, since no insights can be obtained;
1810;Weak access to customer needs and / or (internal) business information;"Constant feeling of uncertainty; risk of customer getting confused";
179;Weak knowledge about customer's application domain;poorly chosen requirements;
740;Weak knowledge about customer's application domain;re work;
912;Weak knowledge about customer's application domain;Surprises are never a good thing.  This problem results in surprises;
1069;Weak knowledge about customer's application domain;using various method to communicate;
1171;Weak knowledge about customer's application domain;Faulty system functionality;
1279;Weak knowledge about customer's application domain;Potentially missing the important aspects of how we can assist our customers in doing their job;
1296;Weak knowledge about customer's application domain;Hard to understand domain;
1321;Weak knowledge about customer's application domain;We do not know where to put the focus;
1355;Weak knowledge about customer's application domain;The customer is dissatisfied with the product since he never got involved;
1727;Weak knowledge about customer's application domain;HARDWARE MAINTENANCE;
1842;Weak knowledge about customer's application domain;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all your needs; in the case of ISVs, reduced sales; need for new changes";
1931;Weak knowledge about customer's application domain;Customer feedback is a blocker to progress;
120;Weak relationship between customer and project lead;Delay;
420;Weak relationship between customer and project lead;the customers (farmers) want their money, and we have to follow rules and regulations (laws);
1416;Weak relationship between customer and project lead;unpleasantness with the CUSTOMER;
1695;Weak relationship between customer and project lead;Low product quality;
1791;Weak relationship between customer and project lead;sdf;
