lfdn;v_246;v_282;tag
1482;Communication flaws between the project and the customer;SOFTWARE does not meet the FUNCTIONALITY the CUSTOMER NEEDS;
1483;Communication flaws between the project and the customer;lags in the proposed CHANGES;
1624;Communication flaws between the project and the customer;sub par projects;
1742;Communication flaws between the project and the customer;constant missunderstandings regarding everything;
1756;Communication flaws between the project and the customer;Wrong solutions to the problem or problems missed altogether, pretty severe ones;
1831;Communication flaws between the project and the customer;Not knowing for sure what the customer wants as a requirement.;
1849;Communication flaws between the project and the customer;Risk not delivering the correct value;
1965;Communication flaws between the project and the customer;Frustration / doubt in understanding of the project / additional effort;
1969;Communication flaws between the project and the customer;The wrong thing gets implemented.;
149;Communication flaws within the project team;inefficient;
163;Communication flaws within the project team;"Misunderstood or misinterpreted requirements; significant project delays;";
168;Communication flaws within the project team;Team member ego can present an issue.;
297;Communication flaws within the project team;Wrong requirements;
444;Communication flaws within the project team;"Re work; They sow bugs";
468;Communication flaws within the project team;Incorrect implementations that do not meet the specified requirements.;
485;Communication flaws within the project team;disagreements when developing;
661;Communication flaws within the project team;No general meetings. Communication is done in small committee;
719;Communication flaws within the project team;Errors in the definition of the functionalities;
723;Communication flaws within the project team;stray;
768;Communication flaws within the project team;misunderstanding in implementation;
825;Communication flaws within the project team;"Confusion and mixed messages; Inconsistent communication to stakeholders; Lack of clear direction";
870;Communication flaws within the project team;product that does not follow the specification;
876;Communication flaws within the project team;Team maturity;
901;Communication flaws within the project team;"Delivery failed; rework";
931;Communication flaws within the project team;Presenting inconsistent prototype;
956;Communication flaws within the project team;NP;
984;Communication flaws within the project team;Missunderstandings, deadlocks;
990;Communication flaws within the project team;Delays to complete tasks and backlogs;
1017;Communication flaws within the project team;backtracking;
1076;Communication flaws within the project team;frequent realignment of requirements ;
1124;Communication flaws within the project team;"duplicate work and rework; stress between the sectors of the company.";
1141;Communication flaws within the project team;inconsistend solution design;
1224;Communication flaws within the project team;Distrust of users;
1357;Communication flaws within the project team;DELAYS IN DELIVERY DATES;
1419;Communication flaws within the project team;LACK OF COMMUNICATION;
1459;Communication flaws within the project team;unequal DISTRIBUTION OF TASKS AS DELAYS ;
1617;Communication flaws within the project team;Sub optimal software for the customer;
1698;Communication flaws within the project team;BAD COMMUNICATION;
1810;Communication flaws within the project team;"Team frustration; slips in schedule";
1840;Communication flaws within the project team;we are not focus on the same thing, waste of time;
1961;Communication flaws within the project team;"delays;unmet expectations";
258;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;"uncomfortabel feeling on all sides - will we get where we want to be with this budget?; am I going to be held responsible for something I said on an uprecise set of requirements";
847;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Lack of innovation ;
1486;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Less documentation than ideal when looking for why certain aspects were dropped. ;
1690;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;not meeting deadlines;
146;Gold plating (implementation of features without corresponding requirements);system out of control and difficult to manage;
384;Gold plating (implementation of features without corresponding requirements);"increase system complexity; incresed development cost";
640;Gold plating (implementation of features without corresponding requirements);Increased costs;
774;Gold plating (implementation of features without corresponding requirements);extra work and fail project;
1526;Gold plating (implementation of features without corresponding requirements);Unpaid work;
1620;Gold plating (implementation of features without corresponding requirements);Can impact the project further on in development. ;
1763;Gold plating (implementation of features without corresponding requirements);Missing req. usually means missing tests, which means poor quality.;
91;Incomplete or hidden requirements;time, cost;
126;Incomplete or hidden requirements;Risk for the dev;
165;Incomplete or hidden requirements;delays, budget overruns, sometimes reduction of deliverable performance (rarely);
215;Incomplete or hidden requirements;unsatisfied customers;
267;Incomplete or hidden requirements;More time and money needed, or smaller scope than firstly planned ;
416;Incomplete or hidden requirements;cost extra Time;
453;Incomplete or hidden requirements;Not planning well;
461;Incomplete or hidden requirements;customer dissatisfaction;
467;Incomplete or hidden requirements;customer dissatisfied or with a product who can not use due to lack of features;
482;Incomplete or hidden requirements;Design issues ;
523;Incomplete or hidden requirements;The final product turns out not to be what the customer wants;
525;Incomplete or hidden requirements;Builiding the wrong functions;
541;Incomplete or hidden requirements;ChangeRequests are required at the end;
637;Incomplete or hidden requirements;The application doesn't work as intended.;
676;Incomplete or hidden requirements;the result is not the desired by the customer;
710;Incomplete or hidden requirements;rework, missed deadlines, running over budget;
740;Incomplete or hidden requirements;Estimation error;
865;Incomplete or hidden requirements;"wrong Implementations/ poorly made; Rework";
910;Incomplete or hidden requirements;Rework;
932;Incomplete or hidden requirements;Always we generate new version;
952;Incomplete or hidden requirements;requirements/scope not define;
1006;Incomplete or hidden requirements;incorrect implementation;
1014;Incomplete or hidden requirements;incomplete documentation;
1091;Incomplete or hidden requirements;Deliveries with problems;
1097;Incomplete or hidden requirements;incomplete implementation with respect to actual need;
1105;Incomplete or hidden requirements;failed tests;
1111;Incomplete or hidden requirements;rework;
1126;Incomplete or hidden requirements;"Product delivered without the necessary quality or different from what was expected ; Unsatisfied customer; Increased project development costs; Delays in deliveries;";
1166;Incomplete or hidden requirements;IMPACT IN THE economic CALCULATION OF THE PROJECT;
1189;Incomplete or hidden requirements;rework;
1223;Incomplete or hidden requirements;Time delay;
1352;Incomplete or hidden requirements;IMPLEMENTATION TIME (DELAY);
1358;Incomplete or hidden requirements;INCOMPLETE or UNKNOWN REQUIREMENTS;
1383;Incomplete or hidden requirements;More than anything, delays.;
1433;Incomplete or hidden requirements;REQUIREMENTS ARE NOT ATOMIC;
1435;Incomplete or hidden requirements;INCOMPLETE PRODUCTS;
1466;Incomplete or hidden requirements;Delivery delays and/or requirements not fully met.;
1467;Incomplete or hidden requirements;rework;
1651;Incomplete or hidden requirements;Changes timeframes on projects dramatically;
1668;Incomplete or hidden requirements;REQUIREMENTS poorly written;
1670;Incomplete or hidden requirements;REQUIREMENTS poorly defined;
1733;Incomplete or hidden requirements;> Development time;
1741;Incomplete or hidden requirements;Understanding problems to late in the development process;
1762;Incomplete or hidden requirements;"Losing time; Decrease the confidence level in the team; ";
1791;Incomplete or hidden requirements;asdf;
1812;Incomplete or hidden requirements;argument over cost later;
1909;Incomplete or hidden requirements;"Lack of methodology; Poor use of resources; demotivation";
1931;Incomplete or hidden requirements;Recurring reopening of resolved tasks;
283;Inconsistent requirements;well developed and tested area's of the product vs weaker area's;
372;Inconsistent requirements;The system can only partially achieve its business goals;
539;Inconsistent requirements;Slower design times;
1168;Inconsistent requirements;FUNCTIONALITY IS NOT EXPECTED by the CUSTOMER;
1355;Inconsistent requirements;PRODUCT DEVELOPMENT IS OUT OF CONTEXT OF thier NEEDS;
1650;Inconsistent requirements;Time;
1727;Inconsistent requirements;COMMUNICATION PROBLEMS;
1759;Inconsistent requirements;not all requirements can even theoretically be implemented;
1828;Inconsistent requirements;wrong product design when creating solutions;
1911;Inconsistent requirements;reiterations to clarify issues;
912;Insufficient support by customer;"Progress delayed; requirements hidden; potential for some stakeholders to be disenfranchised and/ or to avoid or subvert the project";
1033;Insufficient support by customer;The gap causes the project to be developed only on assumptions and find shifts too late ;
1080;Insufficient support by customer;Delays and even cancellation of the project.;
1100;Insufficient support by customer;Rework;
1441;Insufficient support by customer;Late changes;
1703;Insufficient support by customer;Too many changes;
1705;Insufficient support by customer;MISSING OR UNFINISHED REQUIREMENTS;
1844;Insufficient support by customer;less adequacy of the product to the customer;
203;Insufficient support by project lead;I was not sure about that.;
945;Insufficient support by project lead;Possible failure of the project, high cost to complete the project;
1229;Insufficient support by project lead;Without the support of the project responsible it can be frustrating because it do not have enough momentum;
1354;Insufficient support by project lead;LACK OF commitment;
1458;Insufficient support by project lead;NO SUPPORT;
1695;Insufficient support by project lead;increases THE EFFORT of technical and economic STAFF;
119;Missing traceability;"dont know if a requirement is implemented; dont know if implementation meets any requirements";
341;Missing traceability;Adapting to new needs;
387;Missing traceability;"Lack of effectivity of test cases;risk based testing is not applicable.";
502;Missing traceability;"Not knowing why something was changed; Outdated requirements";
786;Missing traceability;Faults are not resolved.;
1012;Missing traceability;More work to archive compatibility;
1820;Missing traceability;Difficulty in recovering from failures;
93;Moving targets (changing goals, business processes and / or requirements);"stand still in production; building and rebuilding of functionality which is only sparely used";
147;Moving targets (changing goals, business processes and / or requirements);Rework;
188;Moving targets (changing goals, business processes and / or requirements);"Delays in development; Demotivation in Dev Team";
239;Moving targets (changing goals, business processes and / or requirements);Time and effort spent in unneeded features;
259;Moving targets (changing goals, business processes and / or requirements);Hierarchical relationship;
310;Moving targets (changing goals, business processes and / or requirements);double workload;
511;Moving targets (changing goals, business processes and / or requirements);Delays, requires buffers in schedules that are hard to predict;
545;Moving targets (changing goals, business processes and / or requirements);?;
626;Moving targets (changing goals, business processes and / or requirements);Change requests;
729;Moving targets (changing goals, business processes and / or requirements);Update of plans, with longer development, increased requests for changes;
923;Moving targets (changing goals, business processes and / or requirements);changing hindering delivery of the product;
985;Moving targets (changing goals, business processes and / or requirements);Constantly changing during development time;
1011;Moving targets (changing goals, business processes and / or requirements);"repeated re-development of certain modules;increasing costs;increasing project runtimes";
1070;Moving targets (changing goals, business processes and / or requirements);conflicts, discussions, delay;
1163;Moving targets (changing goals, business processes and / or requirements);Demotivation;
1187;Moving targets (changing goals, business processes and / or requirements);"Change of objectives; waste of time and change of direction";
1204;Moving targets (changing goals, business processes and / or requirements);Project overruns;
1316;Moving targets (changing goals, business processes and / or requirements);roadmap changes;
1327;Moving targets (changing goals, business processes and / or requirements);Time and cost drivers.;
1331;Moving targets (changing goals, business processes and / or requirements);constant design changes and impacts in developing and testing;
1406;Moving targets (changing goals, business processes and / or requirements);Requirements are written late as they would otherwise change all the time;
1675;Moving targets (changing goals, business processes and / or requirements);"‘Change fatigue’ within the team; low morale";
1761;Moving targets (changing goals, business processes and / or requirements);Take one small step at a time ;
1805;Moving targets (changing goals, business processes and / or requirements);frustration;
1896;Moving targets (changing goals, business processes and / or requirements);Surpassing the time estimations;
1918;Moving targets (changing goals, business processes and / or requirements);Failure to achieve the goals.;
141;Stakeholders with difficulties in separating requirements from previously known solution designs;requirements working sessions go off on tangents;
160;Stakeholders with difficulties in separating requirements from previously known solution designs;customers often design the solution and then its hard to discuss another possibility;
205;Stakeholders with difficulties in separating requirements from previously known solution designs;"waste BAs time; make irrational decisions";
208;Stakeholders with difficulties in separating requirements from previously known solution designs;"conflicting with NFRs;usability  wars  between stakeholders of different IT-affinities";
332;Stakeholders with difficulties in separating requirements from previously known solution designs;the Req Engineers need to challange the stakeholders, that requires a strong character of the RE;
393;Stakeholders with difficulties in separating requirements from previously known solution designs;"no real business value from the new application; hard transition";
442;Stakeholders with difficulties in separating requirements from previously known solution designs;It is difficult to convince to accept radical changes in terms of how to do things;
586;Stakeholders with difficulties in separating requirements from previously known solution designs;Not having the same picture of what to be delivered or how;
754;Stakeholders with difficulties in separating requirements from previously known solution designs;yes ;
851;Stakeholders with difficulties in separating requirements from previously known solution designs;"Lack of commitment; development boycott";
958;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of prioritization of requirements;
1069;Stakeholders with difficulties in separating requirements from previously known solution designs;aware stakeholders with the benefits of the new changes ;
1207;Stakeholders with difficulties in separating requirements from previously known solution designs;time spent on trying to understand what is the problem being solved;
1266;Stakeholders with difficulties in separating requirements from previously known solution designs;Delay in developing the project.;
1457;Stakeholders with difficulties in separating requirements from previously known solution designs;FAILED tests;
1462;Stakeholders with difficulties in separating requirements from previously known solution designs;the CUSTOMER makes the DEVELOPER GENERATE a PRODUCT like ANOTHER;
1560;Stakeholders with difficulties in separating requirements from previously known solution designs;"inflexible designs;  non-scalable capabilities";
1621;Stakeholders with difficulties in separating requirements from previously known solution designs;Bad requirements, no prioritization, moving goal posts;
758;Technically unfeasible requirements;We spend time on learning things we are not good at;
1194;Technically unfeasible requirements;Derivation in subprojects to develop proposals;
1339;Technically unfeasible requirements;disagreeements once THE FUNCTIONS are developed;
1359;Technically unfeasible requirements;THE SOFTWARE DOES NOT COMPLY WITH WHAT YOU THE CUSTOMER want;
1753;Technically unfeasible requirements;Customer wish for performance in tools that are not technically feasible (for instance - we want 10 GBIT traffic from a 1 GBIT link);
1933;Technically unfeasible requirements;challenges in the actual deployment;
313;Terminological problems;My role involves me acting as a translator between different groups of people.  I have to keep in mind the terminological differences and be ready ;
879;Terminological problems;Rework.;
1055;Terminological problems;problems with the interpretation of some FRs;
1065;Terminological problems;Workshops take more time to clarify terminology;
1415;Terminological problems;Product failures;
1723;Terminological problems;Poor quality products;
35;Time boxing / Not enough time in general;extremly small team for a World wide project;
41;Time boxing / Not enough time in general;The project will probably only be about 90% done by the deadline;
76;Time boxing / Not enough time in general;"Adding resources; stressed team";
199;Time boxing / Not enough time in general;Rush to writing code;
213;Time boxing / Not enough time in general;More mistakes in solutions, tight work and overtime. More rework after the first version of the solution.;
263;Time boxing / Not enough time in general;"incomplete testing before go-live; high workload; reducing of scope";
268;Time boxing / Not enough time in general;Less time;
317;Time boxing / Not enough time in general;"Integration with other systems was hard; communication with the subcontractors caused problems; the POC was too superficial  ";
355;Time boxing / Not enough time in general;not reaching the milestone;
359;Time boxing / Not enough time in general;Inadequate estimate;
365;Time boxing / Not enough time in general;project may not be considered a success if features keep getting added to the backlog but the deadline does not change;
427;Time boxing / Not enough time in general;More technical debt ;
518;Time boxing / Not enough time in general;Imperfect products, with some bugs;
549;Time boxing / Not enough time in general;Can't always deliver full requirements, less testing before release leading to poorer releases, delayed releases;
570;Time boxing / Not enough time in general;"important features have to be postphoned to later releases; need for temporary, non-optimal solutions";
649;Time boxing / Not enough time in general;poor morale and increased bugs in code;
845;Time boxing / Not enough time in general;Insuffient time to ensure quality of requirements;
880;Time boxing / Not enough time in general;Low quality.;
928;Time boxing / Not enough time in general;Low quality in everything that is being produced.;
937;Time boxing / Not enough time in general;Projects does not finish;
947;Time boxing / Not enough time in general;testing gets neglected --> reduced quality;
980;Time boxing / Not enough time in general;Poor quality ;
997;Time boxing / Not enough time in general;Rapid deployment options are taken without analysis the medium term;
1010;Time boxing / Not enough time in general;Missing/skipping process steps;
1122;Time boxing / Not enough time in general;Low functional quality in the final product;
1139;Time boxing / Not enough time in general;Problems 2,3 & 5;
1279;Time boxing / Not enough time in general;Missed expectations with an assumption that we are implementing the most important aspects;
1288;Time boxing / Not enough time in general;sloppy work;
1289;Time boxing / Not enough time in general;Project delay and budget overrun;
1321;Time boxing / Not enough time in general;wide technical debt;
1403;Time boxing / Not enough time in general;"makes keeping deadlines even harder; overtimes; overall product quality";
1411;Time boxing / Not enough time in general;lack of quality;
1423;Time boxing / Not enough time in general;Lack of quality;
1426;Time boxing / Not enough time in general;"high stress levels; little time for testing";
1455;Time boxing / Not enough time in general;LACK OF TIME FOR DELIVERY;
1663;Time boxing / Not enough time in general;prioritisation of tests, acceptance of defect for deployment;
1669;Time boxing / Not enough time in general;bad SOFTWARE DEVELOPMENT;
1676;Time boxing / Not enough time in general;work does not get done properly and therefor forces us to come back at a later time, getting  in the zone  again (aka losing some extra time when we come back at it);
1717;Time boxing / Not enough time in general;Moved deadline IN THE FINAL PRODUCT;
1718;Time boxing / Not enough time in general;"poor quality implementation; Critical field issues";
1804;Time boxing / Not enough time in general;Project delayed;
1894;Time boxing / Not enough time in general;Pressure to cut steps / simplify work that inevitably leads to loss of quality in the final product;
1917;Time boxing / Not enough time in general;overall margin and planning efficiency;
1929;Time boxing / Not enough time in general;Lack of quality of the software produced;
1941;Time boxing / Not enough time in general;Solutions made in haste;
1962;Time boxing / Not enough time in general;"Project delays;";
1963;Time boxing / Not enough time in general;x;
144;Unclear / unmeasurable non-functional requirements;"missed non-functional requirements can cause critical problems and/or system failure; while the system may function as specified, if it does not have quality, it will still be deemed a failure";
830;Unclear / unmeasurable non-functional requirements;trying to retrofit a solution that has performance issues is time consuming, can require considerable rework and is not efficient. Having clear performance and volumes up front are preferable.;
1290;Unclear / unmeasurable non-functional requirements;Longer Development and Testing ;
1353;Unclear / unmeasurable non-functional requirements;Need to formalize requests for changes;
81;Underspecified requirements that are too abstract and allow for various interpretations;Requirements cannot be validated with good quality;
129;Underspecified requirements that are too abstract and allow for various interpretations;Lots of clarifications needed;
150;Underspecified requirements that are too abstract and allow for various interpretations;Flawed / incomplete solution and dissatisfied business customer;
182;Underspecified requirements that are too abstract and allow for various interpretations;Whether the product is complete?;
231;Underspecified requirements that are too abstract and allow for various interpretations;Potentially not conforming to stakeholder needs;
330;Underspecified requirements that are too abstract and allow for various interpretations;Delays, loss of trust with the customer, incomplete tasks;
370;Underspecified requirements that are too abstract and allow for various interpretations;"redo of development; customer not satisfied and creation of frustration";
868;Underspecified requirements that are too abstract and allow for various interpretations;problems with deadlines and budget;
921;Underspecified requirements that are too abstract and allow for various interpretations;Impact on development;
930;Underspecified requirements that are too abstract and allow for various interpretations;the ultimate need is misinterpreted;
933;Underspecified requirements that are too abstract and allow for various interpretations;Error in the interpretation during development.;
959;Underspecified requirements that are too abstract and allow for various interpretations;Problems in the estimates and setting deadlines;
1051;Underspecified requirements that are too abstract and allow for various interpretations;Doubts at later stages;
1064;Underspecified requirements that are too abstract and allow for various interpretations;Project delays;
1079;Underspecified requirements that are too abstract and allow for various interpretations;Rework;
1101;Underspecified requirements that are too abstract and allow for various interpretations;inadequate solutions to the problem;
1171;Underspecified requirements that are too abstract and allow for various interpretations;Delays in product delivery;
1349;Underspecified requirements that are too abstract and allow for various interpretations;DEVELOPMENT NOT meet NEEDS;
1360;Underspecified requirements that are too abstract and allow for various interpretations;SOFTWARE does not conform to customer needs;
1424;Underspecified requirements that are too abstract and allow for various interpretations;LACK OF COMMUNICATION;
1744;Underspecified requirements that are too abstract and allow for various interpretations;Same as above;
1932;Underspecified requirements that are too abstract and allow for various interpretations;"failures in development, which leads to an increased effort; potential unnecessary interactions with the customer";
106;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"Prioritychange; Sometimes requirements too";
291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Creating waste and bad team spirit;
742;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;A stable stakeholder team is unfeasible so change will be expected;
849;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;team without north;
1697;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Errors and wasting time in development.;
420;Weak access to customer needs and / or (internal) business information;our customers (farmers) get their money late;
831;Weak access to customer needs and / or (internal) business information;"Redesign; lack of ownership; higher costs";
909;Weak access to customer needs and / or (internal) business information;Inaccuracy in the identification and specification of requirements;
916;Weak access to customer needs and / or (internal) business information;Commitment if delivery meets customer's desired needs;
1082;Weak access to customer needs and / or (internal) business information;Involves requirements at medium or low depth;
1114;Weak access to customer needs and / or (internal) business information;Rework;
1238;Weak access to customer needs and / or (internal) business information;efforts are invested in a solution that was not expected and there is much rework;
1291;Weak access to customer needs and / or (internal) business information;Perhaps customer does not need specified features;
1296;Weak access to customer needs and / or (internal) business information;Hard to make complete requirements;
1347;Weak access to customer needs and / or (internal) business information;Possible not fully appropriate solutions to customer needs;
1842;Weak access to customer needs and / or (internal) business information;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all his needs; in the case of ISVs, reduced sales; need for new changes";
1923;Weak access to customer needs and / or (internal) business information;"Waste of time to review old code to realize the current system; need for change requirements";
249;Weak knowledge about customer's application domain;Wrong design;
900;Weak knowledge about customer's application domain;the technical solution delivered will not meet customer needs;
987;Weak knowledge about customer's application domain;more time required;
1351;Weak knowledge about customer's application domain;UNCLEAR REQUIREMENTS AND BUSINESS RULES NOT ESTABLISHED;
1417;Weak knowledge about customer's application domain;DELAYS IN defining SOLUTIONS;
1542;Weak knowledge about customer's application domain;Failed attemps of increasing sales and revenue, no clear strategic direction;
278;Weak relationship between customer and project lead;Insufficient support by customer;
1161;Weak relationship between customer and project lead;POSSIBLE OMISSION of important details;
1356;Weak relationship between customer and project lead;NO CLEAR COMMUNICATION between CUSTOMER AND DEVELOPER;
1484;Weak relationship between customer and project lead;poor PORTABILITY;
1485;Weak relationship between customer and project lead;REQUIREMENTS unclear;
