lfdn;v_250;v_284;tag
313;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Developers do not have a big picture overview of the whole project and end up focusing on one sprint at a time.  This means features are sometimes implemented which are later found to be incompatible with a new feature. ;
442;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;delay in decision making;
649;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;poor moral in team;
984;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Lack of innovative product features;
1080;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;inefficient solutions and that are not used.;
1161;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;AUTOMATED PROCESS IDEALIZATION;
1296;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Creates hard to achieve goals;
1353;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;DIFFICULT TO DELIVER PROJECTS;
1763;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Poorly documented features, that are missing tests;
1963;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;x;
393;Gold plating (implementation of features without corresponding requirements);less resources for real business value;
1031;Gold plating (implementation of features without corresponding requirements);if not defined, no testable, so they may contain errors;
1171;Gold plating (implementation of features without corresponding requirements);Increased development errors;
1207;Gold plating (implementation of features without corresponding requirements);functionality implemented does not meet the expectations;
1676;Gold plating (implementation of features without corresponding requirements);usually me stopping the team from spending too much time on a (usually small) task;
1909;Gold plating (implementation of features without corresponding requirements);"Lack of methodology; Poor use of resources; demotivation";
1941;Gold plating (implementation of features without corresponding requirements);Same as above;
129;Incomplete or hidden requirements;Missed requirements;
163;Incomplete or hidden requirements;lots of rework to clarify what previous business analyst did resulting in significant project delays and not delivering an acceptable product to customer;
239;Incomplete or hidden requirements;Time and effort spent in unneeded features;
263;Incomplete or hidden requirements;"many change requests; late testing; long evelopment cycles";
489;Incomplete or hidden requirements;bad customer acceptance;
549;Incomplete or hidden requirements;Delivered results may not be 100% what is required leading to repeat development;
676;Incomplete or hidden requirements;development problems arise;
864;Incomplete or hidden requirements;Rework after development;
901;Incomplete or hidden requirements;"Delivery failed; rework";
924;Incomplete or hidden requirements;rework;
928;Incomplete or hidden requirements;Low quality in the generated requirements and rework at all stages of the production process.;
987;Incomplete or hidden requirements;more time required;
1039;Incomplete or hidden requirements;New activities included in sprints;
1051;Incomplete or hidden requirements;Unsatisfactory product;
1100;Incomplete or hidden requirements;Rework;
1101;Incomplete or hidden requirements;process failures;
1279;Incomplete or hidden requirements;Similar to weak knowledge of customer domain;
1290;Incomplete or hidden requirements;Longer Development and Testing;
1316;Incomplete or hidden requirements;implementation estimates are not accurate;
1359;Incomplete or hidden requirements;MALFUNCTIONS;
1416;Incomplete or hidden requirements;bad scope ESTIMATion;
1457;Incomplete or hidden requirements;CHANGE CONTROL;
1483;Incomplete or hidden requirements;DELAYED TIMELINE;
1617;Incomplete or hidden requirements;Slip of delivery dates, overtimes, overwork of a team;
1744;Incomplete or hidden requirements;Same;
1810;Incomplete or hidden requirements;Unexpected delays in schedule;
1932;Incomplete or hidden requirements;"failures in development, which leads to an increased effort; potential unnecessary interactions with the customer";
1961;Incomplete or hidden requirements;time wasted;
1969;Incomplete or hidden requirements;The system doesn't do what it needs to do.;
93;Inconsistent requirements;"time-consuming in elicitation and explanation; unnecessary changes/work";
119;Inconsistent requirements;missing features;
370;Inconsistent requirements;redo of development;
916;Inconsistent requirements;Product with low quality;
917;Inconsistent requirements;Rework;
921;Inconsistent requirements;Impact on development;
933;Inconsistent requirements;final product insufficient and unsatisfactory.;
952;Inconsistent requirements;requirements/scope not define;
1011;Inconsistent requirements;"delayed completion of project;repeated re-development of certain modules";
1070;Inconsistent requirements;conflicts, discussions, delay;
1079;Inconsistent requirements;Rework;
1097;Inconsistent requirements;system modules have compatibility issues;
1159;Inconsistent requirements;failures IN THE PROJECT;
1352;Inconsistent requirements;USERS dissatisfaction;
1403;Inconsistent requirements;"overtimes; stress; ";
1406;Inconsistent requirements;Misunderstandings;
1426;Inconsistent requirements;increased communications effort;
1435;Inconsistent requirements;PRODUCTS WITH DIFFERENT CAPABILITIES;
1560;Inconsistent requirements;project implementation delays while trying to understand needs at later phases;
1624;Inconsistent requirements;wastage on throw away projects;
1804;Inconsistent requirements;Rework;
1933;Inconsistent requirements;challenges in the actual deployment;
160;Insufficient support by customer;incomplete or wring details;
179;Insufficient support by customer;hidden requirements;
310;Insufficient support by customer;downtimes;
364;Insufficient support by customer;"project takes twice as long as previously planned; budget increases; everybody is annoyed";
710;Insufficient support by customer;risk of not building the right product;
851;Insufficient support by customer;Initial elicitation failures (first iteration cycles);
958;Insufficient support by customer;Deadline for service demands are compromised;
1017;Insufficient support by customer;more investigation required by development team;
1091;Insufficient support by customer;project does not progress;
1723;Insufficient support by customer;Impatience of the CUSTOMER;
1742;Insufficient support by customer;busted timeschedules;
199;Insufficient support by project lead;Support for skipped development steps.  Backfilling later.;
203;Insufficient support by project lead;I was not sure about that.;
420;Insufficient support by project lead;stops in project because of late decisions;
1350;Insufficient support by project lead;THE SOFTWARE DOES NOT MEET REQUIREMENTS;
205;Missing traceability;no one notices or cares;
427;Missing traceability;Quality issues could go undetected;
637;Missing traceability;Hard to find where from the requirement originated.;
719;Missing traceability;It is not known where the error occurred;
910;Missing traceability;Difficulty in correcting problems;
1105;Missing traceability;Reusing test;
1454;Missing traceability;TEAM lack of motivation;
1727;Missing traceability;USERS WITHOUT KNOWLEDGE;
149;Moving targets (changing goals, business processes and / or requirements);inefficient;
297;Moving targets (changing goals, business processes and / or requirements);Bad quality and reliability;
330;Moving targets (changing goals, business processes and / or requirements);management of expectations, delays, costs;
387;Moving targets (changing goals, business processes and / or requirements);"Increase of effort in testing;bad motivation of test team.";
425;Moving targets (changing goals, business processes and / or requirements);Customer does not get what he need in time.;
661;Moving targets (changing goals, business processes and / or requirements);The project is extended;
722;Moving targets (changing goals, business processes and / or requirements);Lot of rework, thus missing deadlines;
865;Moving targets (changing goals, business processes and / or requirements);Rework;
876;Moving targets (changing goals, business processes and / or requirements);the system takes  time to go into production;
880;Moving targets (changing goals, business processes and / or requirements);Rework.;
930;Moving targets (changing goals, business processes and / or requirements);demands design and development rework;
947;Moving targets (changing goals, business processes and / or requirements);false/incomplete things are implemented;
990;Moving targets (changing goals, business processes and / or requirements);Instability in the information flow;
1194;Moving targets (changing goals, business processes and / or requirements);Greater effort in code coverage tests with automáticasñ Major incident resolution times and updating test cases;
1349;Moving targets (changing goals, business processes and / or requirements);PROBLEMS BETWEEN THE manager AND the CUSTOMER;
1402;Moving targets (changing goals, business processes and / or requirements);Marketing not understanding what provides customer value vs. something that look sexy but is confusing to the customer;
1441;Moving targets (changing goals, business processes and / or requirements);waste of effort;
1455;Moving targets (changing goals, business processes and / or requirements);LACK OF DOCUMENTATION;
1459;Moving targets (changing goals, business processes and / or requirements);They HAVE TO MAKE the same functionality SEVERAL TIMES UNTIL it works;
1486;Moving targets (changing goals, business processes and / or requirements);Distracted team with lack of focus;
1651;Moving targets (changing goals, business processes and / or requirements);Stakeholder confusion over co-ordination of project dependencies and project timings;
76;Stakeholders with difficulties in separating requirements from previously known solution designs;"Education process in place; reiteration of focus";
91;Stakeholders with difficulties in separating requirements from previously known solution designs;unclear requirements;
120;Stakeholders with difficulties in separating requirements from previously known solution designs;Risk of overconstraining design;
166;Stakeholders with difficulties in separating requirements from previously known solution designs;disorganization;
167;Stakeholders with difficulties in separating requirements from previously known solution designs;mediocre solution;
217;Stakeholders with difficulties in separating requirements from previously known solution designs;unclear requirements;
729;Stakeholders with difficulties in separating requirements from previously known solution designs;In some cases it led to present two different solutions (with prototypes), so that the user may select (what the user had requested, and what the team of project considered that could be the best solution);
849;Stakeholders with difficulties in separating requirements from previously known solution designs;lack of focus on what the company can provide value;
870;Stakeholders with difficulties in separating requirements from previously known solution designs;Product out of specification;
1065;Stakeholders with difficulties in separating requirements from previously known solution designs;More discussions with stakeholders are required;
1066;Stakeholders with difficulties in separating requirements from previously known solution designs;chaos on the project, schedule delays, cost overrun;
1082;Stakeholders with difficulties in separating requirements from previously known solution designs;Implies no commitment;
1124;Stakeholders with difficulties in separating requirements from previously known solution designs;Excessive gaps and high cost of adaptation of the new solution to be equal to the previous process.;
1347;Stakeholders with difficulties in separating requirements from previously known solution designs;restricted innovation;
1424;Stakeholders with difficulties in separating requirements from previously known solution designs;LACK OF SUPPLEMENTS;
1894;Stakeholders with difficulties in separating requirements from previously known solution designs;"Time spent on stakeholder management; downtime in requirements discussion";
1918;Stakeholders with difficulties in separating requirements from previously known solution designs;Difficulty in finding consensus on a plan.;
1962;Stakeholders with difficulties in separating requirements from previously known solution designs;"little innovative products;";
81;Technically unfeasible requirements;Customer-providers relationship;
144;Technically unfeasible requirements;"this may cause us to be unable to deliver the desired solution; may cause significant delays in delivering something; may have to provide a different solution if the initially desired one is not possible";
830;Technically unfeasible requirements;Invalid solution.;
847;Technically unfeasible requirements;A lot of re-work to understand how to either meet or to remove those requirements;
1168;Technically unfeasible requirements;FAILURE TO COMPLY WITH THE REQUESTED;
1224;Technically unfeasible requirements;Distrust in technicians;
1668;Technically unfeasible requirements;LACK OF DETAIL OR EXCESSIVE FUNCTIONALITY;
1670;Technically unfeasible requirements;Lack of detail;
1717;Technically unfeasible requirements;MORE RESOURCES USED FOR THE CUSTOMER;
1911;Technically unfeasible requirements;Feature not implemented;
41;Terminological problems;This simply makes the process of creating the software harder. It is overcome via proper communication.;
231;Terminological problems;Potentially not conforming to stakeholder needs;
259;Terminological problems;misunderstand;
268;Terminological problems;Too much projects for one stakeholder;
355;Terminological problems;time critical ;
446;Terminological problems;delivery impact;
479;Terminological problems;Glossary;
786;Terminological problems;The customer has too much to work on at once.;
819;Terminological problems;ambiguous information;
956;Terminological problems;NP;
1021;Terminological problems;functional and structural errors;
1069;Terminological problems;identifying cultural background earlier  ;
1076;Terminological problems;Have to explain frequently the methods used;
1341;Terminological problems;LACK OF DOCUMENTATION;
1343;Terminological problems;CUSTOMER do not understand the SYSTEM;
1357;Terminological problems;PROJECT COST INCREASE;
1413;Terminological problems;UNAVAILABILITY;
1419;Terminological problems;LACK OF TRUST;
1458;Terminological problems;NO GOOD COMMUNICATION;
1756;Terminological problems;Usually leads to time wasted clarifying what looks like a weird or inconsistent requirement, but it can lead to implementing the wrong requirements (potential delays and additional costs);
1844;Terminological problems;generates lack of understanding;
126;Time boxing / Not enough time in general;Risk for the dev;
168;Time boxing / Not enough time in general;People often underestimate how much time a task requires.;
377;Time boxing / Not enough time in general;Perception from customer that delivery is not on track or not enough is being delivered;
416;Time boxing / Not enough time in general;some quality issues;
444;Time boxing / Not enough time in general;low morale in team;
485;Time boxing / Not enough time in general;poor code quality ;
511;Time boxing / Not enough time in general;Stress;
525;Time boxing / Not enough time in general;"some functions will not be implemented; cost is higher";
663;Time boxing / Not enough time in general;Implication to project quality and project cost;
909;Time boxing / Not enough time in general;imprecision in the identification and specification of requirements;
912;Time boxing / Not enough time in general;Rushed, stressed project staff, without the ability to think through outcomes before delivering.;
923;Time boxing / Not enough time in general;deteriorated relationship with the customer;
959;Time boxing / Not enough time in general;staff overload, fatigue,  etc ...;
1012;Time boxing / Not enough time in general;Missing features, bad Useability;
1141;Time boxing / Not enough time in general;rework in later development phase;
1163;Time boxing / Not enough time in general;Demotivation;
1238;Time boxing / Not enough time in general;the development stage is started without clear requirements (for having devoted less time than necessary) and we noticed definition errors in advanced stages of the process, which is much more costly to correct.;
1327;Time boxing / Not enough time in general;Lack of quality.;
1620;Time boxing / Not enough time in general;Impacts business by not delivering on promises. ;
1690;Time boxing / Not enough time in general;SYSTEM OR PROJECT WITH serious failures or shortcomings;
1697;Time boxing / Not enough time in general;Code not as good as it may be.;
1703;Time boxing / Not enough time in general;INCOMPLETE PRODUCT;
1741;Time boxing / Not enough time in general;Angry stakeholders;
1753;Time boxing / Not enough time in general;Unable to deliver expected functionality and performance in the given time - delays of the project.;
1840;Time boxing / Not enough time in general;The outcome will be of bad quality and this will go to maintenance and cost alot;
1842;Time boxing / Not enough time in general;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all your needs; It can be good because it puts the sw earlier in the hands of users to obtain feedback";
1849;Time boxing / Not enough time in general;"Low quality deliverable; incomplete requirements";
1923;Time boxing / Not enough time in general;Less time for analysis and validation;
215;Unclear / unmeasurable non-functional requirements;unsatisfied customers, delayed acceptance of solution;
283;Unclear / unmeasurable non-functional requirements;hard to carry our precise performance testing;
453;Unclear / unmeasurable non-functional requirements;redoing things;
534;Unclear / unmeasurable non-functional requirements;Any;
539;Unclear / unmeasurable non-functional requirements;problems in designing;
997;Unclear / unmeasurable non-functional requirements;costs of hardware to improve performance;
1055;Unclear / unmeasurable non-functional requirements;it has impact on architectural decisions;
1139;Unclear / unmeasurable non-functional requirements;misunderstandings;
1289;Unclear / unmeasurable non-functional requirements;Acceptance in the end because workarounds are needed;
1356;Unclear / unmeasurable non-functional requirements;REQUIREMENTS not CLEAR and BUSINESS rules not ESTABLISHED;
1360;Unclear / unmeasurable non-functional requirements;MALFUNCTIONS;
1417;Unclear / unmeasurable non-functional requirements;INCOMPLETE RESULTS;
1433;Unclear / unmeasurable non-functional requirements;INADEQUATE PROJECT SCOPE;
1917;Unclear / unmeasurable non-functional requirements;the same as above;
213;Underspecified requirements that are too abstract and allow for various interpretations;Incorrect requirements. ;
384;Underspecified requirements that are too abstract and allow for various interpretations;"increased time for clarification resulting in delay of delivery of new features; delay in documenting requirements thereby increasing the risk of deviations between sofwatre and requirements";
461;Underspecified requirements that are too abstract and allow for various interpretations;"customer dissatisfaction; development team dissatisfaction because is not clear what to do";
468;Underspecified requirements that are too abstract and allow for various interpretations;Incorrect implementations that do not meet the specified requirements.;
740;Underspecified requirements that are too abstract and allow for various interpretations;"Estimation error; re work";
879;Underspecified requirements that are too abstract and allow for various interpretations;Rework.;
1010;Underspecified requirements that are too abstract and allow for various interpretations;Missing/skipping process steps;
1111;Underspecified requirements that are too abstract and allow for various interpretations;rework and errors;
1118;Underspecified requirements that are too abstract and allow for various interpretations;The same above;
1239;Underspecified requirements that are too abstract and allow for various interpretations;lost time due to endless discussions (often after implementation) and rework;
1351;Underspecified requirements that are too abstract and allow for various interpretations;SOFTWARE not 100% working;
1355;Underspecified requirements that are too abstract and allow for various interpretations;PRODUCT DEVELOPED not conforming the NEEDS;
1423;Underspecified requirements that are too abstract and allow for various interpretations;LACK OF COMMUNICATION AND RELATIONSHIP;
1466;Underspecified requirements that are too abstract and allow for various interpretations;Time lost and frustration gained across the team as we work to get clear, shared requirements.;
1467;Underspecified requirements that are too abstract and allow for various interpretations;implemented wrong behaviours and require rework;
1621;Underspecified requirements that are too abstract and allow for various interpretations;Bad requirements, no prioritization, moving goal posts;
1705;Underspecified requirements that are too abstract and allow for various interpretations;failures IN THE APPLICATION DEVELOPMENT;
1733;Underspecified requirements that are too abstract and allow for various interpretations;> Development time;
1759;Underspecified requirements that are too abstract and allow for various interpretations;misunderstandings in implementation;
182;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Difficulty in completing bathe project ;
512;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;unclear direction for team, time wasted ;
1122;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Conflict with the various teams on the expectation of each deliverable;
1204;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Costly reset to align;
1266;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Change or loss of the contract by not achieving  its clauses, by the customers;
1695;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;unable to reuse the WORK PERFORMED.;
1761;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Need to close customer dialog ;
1812;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;delay and rework;
141;Weak access to customer needs and / or (internal) business information;discover issues only during User Acceptance Testing;
291;Weak access to customer needs and / or (internal) business information;Not sure that we are doing the right things;
304;Weak access to customer needs and / or (internal) business information;"missing acceptance criteria; difficult starting point";
437;Weak access to customer needs and / or (internal) business information;rework;
723;Weak access to customer needs and / or (internal) business information;"stop;stray";
768;Weak access to customer needs and / or (internal) business information;"incomplete requirements; sliding of timeline";
1006;Weak access to customer needs and / or (internal) business information;Delay in eliciting requirements;
1187;Weak access to customer needs and / or (internal) business information;Requirements shelved;
1283;Weak access to customer needs and / or (internal) business information;Incomplete, not fully satisfactory product;
1526;Weak access to customer needs and / or (internal) business information;Rework;
1650;Weak access to customer needs and / or (internal) business information;Time;
1669;Weak access to customer needs and / or (internal) business information;NEGATIVES TO THE DEVELOPMENT upgrades;
1698;Weak access to customer needs and / or (internal) business information;NO CLEAR undestandig of what the CUSTOMER WANTS;
1718;Weak access to customer needs and / or (internal) business information;"software which solves the wrong problems; customer dissatisfaction; longer meetings";
1791;Weak access to customer needs and / or (internal) business information;df;
1828;Weak access to customer needs and / or (internal) business information;difficulty in clarification of requirements;
146;Weak knowledge about customer's application domain;Spend to much time on the wrong things;
359;Weak knowledge about customer's application domain;Lack of personnel with domain knowledge;
523;Weak knowledge about customer's application domain;Delays in development time;
573;Weak knowledge about customer's application domain;Prolonged timescales to understa nd business needs;
626;Weak knowledge about customer's application domain;Lack of domain understanding;
758;Weak knowledge about customer's application domain;Guessing and having a vague idea about what they need;
856;Weak knowledge about customer's application domain;It does not have a phase transfer of knowledge, just to try something new and if this new need old features we have to investigate and talk to the team, but some details always go unnoticed resulting in rework;
985;Weak knowledge about customer's application domain;Waste of time researching the subject;
1288;Weak knowledge about customer's application domain;working in the wrong direction;
1331;Weak knowledge about customer's application domain;constant design changes and impacts in developing and testing;
1358;Weak knowledge about customer's application domain;INCOMPLETE DOMAIN IN THE APPLICATION FIELD;
1805;Weak knowledge about customer's application domain;difficult to analyze customer's requirements;
754;Weak relationship between customer and project lead;ye;
1415;Weak relationship between customer and project lead;Miscommunication;
1462;Weak relationship between customer and project lead;COMPANY DISPUTES generate disagreement;
1482;Weak relationship between customer and project lead;SOFTWARE does NOT meet requisites;
