lfdn;v_252;v_280;tag
649;Incomplete or hidden requirements;during workshops some participants can remains silent and just accept what is proposed;
661;Incomplete or hidden requirements;It is a general customer characteristic;
663;Incomplete or hidden requirements;No or incomplete understanding of requirements engineering;
768;Incomplete or hidden requirements;a lot of requirements of clients are not being mentioned immediately;
894;Incomplete or hidden requirements;Rework;
945;Incomplete or hidden requirements;Lack of knowledge about the actual purpose of the project;
947;Incomplete or hidden requirements;customers do not know what they really want at the beginning of the project;
1064;Incomplete or hidden requirements;Lack of requirement engineering competence:Lack of project management competence;
1066;Incomplete or hidden requirements;Customer requirements were either totally vague or extremely detailed...;
1069;Incomplete or hidden requirements;including few stakholders;
1076;Incomplete or hidden requirements;macro information;
1194;Incomplete or hidden requirements;Same explanation that inconsistent requirements.;
1331;Incomplete or hidden requirements;Unavailability of people, short timeframe, customer is in a hurry;
1341;Incomplete or hidden requirements;Customers do not know what they want;
1349;Incomplete or hidden requirements;Customer has no clear what he/she needs;
1413;Incomplete or hidden requirements;Customers do not know what they want;
1422;Incomplete or hidden requirements;Weak access between the customer and the information;
1459;Incomplete or hidden requirements;Miscommunication in elicitation requirements;
1676;Incomplete or hidden requirements;the requirements of a story tend to expand when we start working on a story because we notice not all our dependencies have  been fulfilled (had to deliver these dependencies  yesterday  earlier) ;
1727;Incomplete or hidden requirements;Lack of money;
1753;Incomplete or hidden requirements;Stakeholders and customers assumption. For instance -  We assumed that all t-shirts are green. Thats how it always is ;
1917;Incomplete or hidden requirements;insufficient documentation/briefing;
1918;Incomplete or hidden requirements;Gaps in the creation, review and estimation of the requirements.;
1923;Incomplete or hidden requirements;Gap in the analysis of high-level requirements;
1941;Incomplete or hidden requirements;Lack of time;
1962;Incomplete or hidden requirements;"Difficult to know to how detailed the requirements should be;";
179;Inconsistent requirements;Because the client does not know what he/she wants;
304;Inconsistent requirements;to many sources or BAs;
549;Inconsistent requirements;Features often come from a range of customers/people and sometimes we don't get all the info we need or are badly communicated;
684;Inconsistent requirements;Things  dosent make sense;
868;Inconsistent requirements;lack of time, lack of experience;
870;Inconsistent requirements;misguided Systems Analyst;
879;Inconsistent requirements;Imply rework.;
924;Inconsistent requirements;superficial understanding of the business;
929;Inconsistent requirements;Low spread of methodology;
1118;Inconsistent requirements;The same, communication problems. People do not express themselves well.;
1122;Inconsistent requirements;One unrequested need logically conflicts with other needs;
1239;Inconsistent requirements;"too many people working on requirements; time pressure";
1283;Inconsistent requirements;Lack of knowdledge,  competing factions  amongst stakeholders;
1350;Inconsistent requirements;Lack of knowledge of customer's personnel;
1457;Inconsistent requirements;PROPER USE CASES DETAIL;
1462;Inconsistent requirements;When requirements are obtained, contradictions are generated;
1482;Inconsistent requirements;Misunderstanding of the requirements;
1483;Inconsistent requirements;Lack of interest in the project;
1617;Inconsistent requirements;Missed requirements, several peopel developed them using their own standarts, not signed off before transition to the next phase;
1805;Inconsistent requirements;Customer not used to formalize requirements;
1810;Inconsistent requirements;Trying to address multiple markets with one solution;
425;Insufficient support by customer;Customer does not tell what he need.;
427;Insufficient support by customer;Need more availability from the customer;
518;Insufficient support by customer;The client doesn't know what he wants, just what he doesn't want;
676;Insufficient support by customer;the customer does not have time to devote to the project;
856;Insufficient support by customer;Due to the low availability of the customer;
985;Insufficient support by customer;We do not own client, but users;
997;Insufficient support by customer;is a matrix organization, where those involved maintain their functional responsibilities;
1114;Insufficient support by customer;Customer not interested in participating in the project.;
1291;Insufficient support by customer;Customer only has interest in the functioning device not in the development of the product;
1354;Insufficient support by customer;Poor support by the customer;
1416;Insufficient support by customer;Lack of documentation;
1419;Insufficient support by customer;Poor support;
203;Insufficient support by project lead;Answer same with the above;
278;Insufficient support by project lead;lack of leadership capability and responsibility;
468;Insufficient support by project lead;The project leader is critical in maintaining a motivated team.;
1111;Insufficient support by project lead;Politique;
1139;Insufficient support by project lead;Who is in charge, he/she is busy with another project;
1141;Insufficient support by project lead;lack of domain experience ;
1171;Insufficient support by project lead;Lack of regular meetings;
1460;Insufficient support by project lead;Lack of communication within work;
41;Missing traceability;Someone in our group is going off and making code decisions on their own and attempting to push it to production. We have told this person twice now to stop and to wait for the team to decide if it fits our requirements, but it is not helping.;
163;Missing traceability;Previous business analyst did not think it necessary;
210;Missing traceability;there is only one jira's task and there it stayed;
479;Missing traceability;No top down engineering in case of agility;
626;Missing traceability;Lack of mapping goals with outcomes;
952;Missing traceability;some time requirments are not traceable which belongs to projects;
1097;Missing traceability;Lack of requirements documentation;
1406;Missing traceability;Not enough time invested;
1486;Missing traceability;Lean startup + innovation + prototyping = lack of documentation;
1718;Missing traceability;Lack of proper tools for requirements traceability;
1804;Missing traceability;Lack of Tools ;
1933;Missing traceability;challenges in the actual deployment;
119;Moving targets (changing goals, business processes and / or requirements);customer unaware of design issues;
126;Moving targets (changing goals, business processes and / or requirements);Lack of product dev knowledge;
170;Moving targets (changing goals, business processes and / or requirements);customers change their wishes;
364;Moving targets (changing goals, business processes and / or requirements);the main goal was not clearly definied;
437;Moving targets (changing goals, business processes and / or requirements);"dynamic business; improvements";
916;Moving targets (changing goals, business processes and / or requirements);the customer does not define the real objectives of the project;
917;Moving targets (changing goals, business processes and / or requirements);Volatility of stakeholders;
1006;Moving targets (changing goals, business processes and / or requirements);requirements change as the project progresses;
1010;Moving targets (changing goals, business processes and / or requirements);customer;
1033;Moving targets (changing goals, business processes and / or requirements);Adaptation is essential, the chosen methodology must be iterative, incremental and articulated;
1105;Moving targets (changing goals, business processes and / or requirements);Constantly changing;
1266;Moving targets (changing goals, business processes and / or requirements);customer processes updates, not informed before their implementation to the company, so it can make the relevant changes to the requirements.;
1279;Moving targets (changing goals, business processes and / or requirements);As technology changes, customer expectations also change and it is tough to keep up;
1296;Moving targets (changing goals, business processes and / or requirements);New goals added late in project;
1454;Moving targets (changing goals, business processes and / or requirements);Poor support by project responsible;
1466;Moving targets (changing goals, business processes and / or requirements);Senior management forcing priority shifts mid-project (i.e.  drop everything and do this ).;
1467;Moving targets (changing goals, business processes and / or requirements);insufficient discussion with customers on initial requirements/goals;
1741;Moving targets (changing goals, business processes and / or requirements);Changes in laws;
1820;Moving targets (changing goals, business processes and / or requirements);mismanagement;
1965;Moving targets (changing goals, business processes and / or requirements);Dynamic market;
48;Stakeholders with difficulties in separating requirements from previously known solution designs;If requirements are too vague, developer often implement changes by going off own ideas;
313;Stakeholders with difficulties in separating requirements from previously known solution designs;To meet timelines we have to reuse existing software to meet new customer requirements.  Not everyone understands that the customer expects a bespoke solution, we cannot force them to accept what we have available off the shelf.;
482;Stakeholders with difficulties in separating requirements from previously known solution designs;Less clarity on enhancements ;
525;Stakeholders with difficulties in separating requirements from previously known solution designs;Not willing to think  outside the box ;
912;Stakeholders with difficulties in separating requirements from previously known solution designs;Can lead to some very heated conversations if the customer is unused to thinking about user stories;
928;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of support in changing the culture of the production process of the company by top management.;
1017;Stakeholders with difficulties in separating requirements from previously known solution designs;human nature;
1161;Stakeholders with difficulties in separating requirements from previously known solution designs;There is the believed that processes are easy or similar, which in reality are technically very different;
1650;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholder education;
1756;Stakeholders with difficulties in separating requirements from previously known solution designs;People and organizations tend to follow familiar patterns. It's sometimes difficult to even make them understand there are other ways of doing things, let alone assessing and perhaps recognizing they may be better;
387;Technically unfeasible requirements;System architecture not adequate;
987;Technically unfeasible requirements;more time required;
1080;Technically unfeasible requirements;The requests are thought in order to solve a problem at a time, without regard to strategically greater coverage of the solution. Then the cost is not worth the development.;
1327;Technically unfeasible requirements;Customer does not have always the technological know-how and it is hard to change his mind.;
1698;Technically unfeasible requirements;Unfeasible requirement;
1703;Technically unfeasible requirements;The client presents requirements that are not necessary;
1744;Technically unfeasible requirements;Same;
1761;Technically unfeasible requirements;Prototyping vs build robust sustainable system;
76;Terminological problems;Specific usage of terms in context;
230;Terminological problems;Many words get lost in translation and are difficult to decipher. ;
297;Terminological problems;Communication;
378;Terminological problems;missing project glossary;
900;Terminological problems;Different terminologies among customers from different business branches (energy, gas, ...);
1011;Terminological problems;Strongly varying technical backgrounds between customer and project team.;
1062;Terminological problems;No Arabic translation of the word;
1344;Terminological problems;Problems with the terminology;
1426;Terminological problems;customer uses too many terms for the same things;
1435;Terminological problems;Weather;
1455;Terminological problems;Poor documentation in requirements engineering;
1759;Terminological problems;informal nature of the project;
129;Time boxing / Not enough time in general;Customer constraints;
144;Time boxing / Not enough time in general;if team members are not 100% allocated to a project, they have a much harder time meeting their commitments to the team due to distractions and other assignments;
149;Time boxing / Not enough time in general;organisational issues;
208;Time boxing / Not enough time in general;"too many iterations without reviewing/approving results; changing/swapping teams; overrun the budget long ago";
231;Time boxing / Not enough time in general;Immature organizational culture;
267;Time boxing / Not enough time in general;Planning mistakes ;
370;Time boxing / Not enough time in general;time pressure to deliver solution as quick as possible as the market/business need it;
446;Time boxing / Not enough time in general;frustration;
489;Time boxing / Not enough time in general;itself;
640;Time boxing / Not enough time in general;"scheduling pressures; other client projects being delayed";
694;Time boxing / Not enough time in general;"sales promising too much to get a deal ; client wanting something faster even if doing that is not adviced";
851;Time boxing / Not enough time in general;the deadlines are often high when iterations are used since a final versionis obtained, customer wants more functions or unacceptable terms;
901;Time boxing / Not enough time in general;The customer takes long to respond but the [overall available] time does not change, becoming insufficient;
910;Time boxing / Not enough time in general;excessive requests from other projects;
933;Time boxing / Not enough time in general;"Tight deadlines;";
958;Time boxing / Not enough time in general;Contract requires deliveries every 3 weeks and sometimes time is not enough to detail the requirements.;
984;Time boxing / Not enough time in general;Lack of resources and moving targets;
1065;Time boxing / Not enough time in general;Weak planing of stakeholders;
1079;Time boxing / Not enough time in general;several projects;
1082;Time boxing / Not enough time in general;Formal processes take a long time;
1167;Time boxing / Not enough time in general;Bad estimation;
1347;Time boxing / Not enough time in general;fixed dates for product launch;
1356;Time boxing / Not enough time in general;There is little confidence between the client and the developer;
1433;Time boxing / Not enough time in general;A wrong contract;
1458;Time boxing / Not enough time in general;RAISES AN ESTIMATED TIME IS AND NO STUDIED.;
1542;Time boxing / Not enough time in general;1 development team (per area) and 1 platform for at least4 business units that are not aligned, and everybody wants everything by yesterday ;
1621;Time boxing / Not enough time in general;Product owner only reactionary, not planning ahead;
1755;Time boxing / Not enough time in general;Stressed;
1844;Time boxing / Not enough time in general;very tight time;
1909;Time boxing / Not enough time in general;Inability to manage customer expectations;
120;Unclear / unmeasurable non-functional requirements;Lack of precise knowledge on operations;
259;Unclear / unmeasurable non-functional requirements;misunderstand;
310;Unclear / unmeasurable non-functional requirements;no specific requirements to specify;
461;Unclear / unmeasurable non-functional requirements;The metric is not determined directly by ignorance;
819;Unclear / unmeasurable non-functional requirements;No time to gather [requirements] with the Infrastructure area;
876;Unclear / unmeasurable non-functional requirements;architectural changes during development time ;
956;Unclear / unmeasurable non-functional requirements;NP;
1021;Unclear / unmeasurable non-functional requirements;botched analysis;
1039;Unclear / unmeasurable non-functional requirements;Often placed after the requirements definition;
1070;Unclear / unmeasurable non-functional requirements;Not enough upfront thinking about critical requirements ;
1124;Unclear / unmeasurable non-functional requirements;Fear of the unknown, leaving the broad requirements that allow requesting any changes that are deemed necessary as the project progresses.;
1168;Unclear / unmeasurable non-functional requirements;Hay ambigüedad cuando se describen los requisitos;
1187;Unclear / unmeasurable non-functional requirements;Customers do not know what they want;
1221;Unclear / unmeasurable non-functional requirements;Error in the documentation;
1224;Unclear / unmeasurable non-functional requirements;Requirements ere not validated;
1355;Unclear / unmeasurable non-functional requirements;The staff is not completely focused on what it is needed to achieve;
1668;Unclear / unmeasurable non-functional requirements;It cover areas with specific functions;
1670;Unclear / unmeasurable non-functional requirements;It cover specific areas;
1742;Unclear / unmeasurable non-functional requirements;lack in communication;
1842;Unclear / unmeasurable non-functional requirements;With respect to to the case of non-functional requirements not being measurable: lack of time to invest in the formal definition of these requirements and the fact that they are implicit and not formally required by the customer;
1896;Unclear / unmeasurable non-functional requirements;Vague or abstract requirements;
146;Underspecified requirements that are too abstract and allow for various interpretations;to far distance between user and developer;
355;Underspecified requirements that are too abstract and allow for various interpretations;it means, that SW is developed by third party (<>>>>> Black Box);
416;Underspecified requirements that are too abstract and allow for various interpretations;Non professional requirement analyst;
444;Underspecified requirements that are too abstract and allow for various interpretations;Bad specification;
453;Underspecified requirements that are too abstract and allow for various interpretations;They are left for later;
511;Underspecified requirements that are too abstract and allow for various interpretations;customer does not allocate enought resources (time) ;
523;Underspecified requirements that are too abstract and allow for various interpretations;Lack of an analyst and a written document from a very poor shape;
710;Underspecified requirements that are too abstract and allow for various interpretations;lack of time from the product owner to produce proper documentation,lack of training of the product owner to do in depth analysis and design verification;
719;Underspecified requirements that are too abstract and allow for various interpretations;Lack of analysis;
795;Underspecified requirements that are too abstract and allow for various interpretations;Often requirements for 2 months of features boil down to 3 sentences;
1163;Underspecified requirements that are too abstract and allow for various interpretations;Programming before stating the problem correctly;
1289;Underspecified requirements that are too abstract and allow for various interpretations;Often used to give offers. Time to go for these requerments are to close.;
1402;Underspecified requirements that are too abstract and allow for various interpretations;Communication skill sets weak in sales/marketing;
1411;Underspecified requirements that are too abstract and allow for various interpretations;because of the above-mentioned lack of knowledge regarding legacy components;
1560;Underspecified requirements that are too abstract and allow for various interpretations;Assumption that high-level expectations is sufficient;
1669;Underspecified requirements that are too abstract and allow for various interpretations;Lack of communication;
1690;Underspecified requirements that are too abstract and allow for various interpretations;The client and the project leader do not make requirements with responsability;
1695;Underspecified requirements that are too abstract and allow for various interpretations;Lack of importance;
1849;Underspecified requirements that are too abstract and allow for various interpretations;Bad requirement interviews;
1961;Underspecified requirements that are too abstract and allow for various interpretations;written by product owners that know nothing about the product;
147;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Roles and responsibilities are unclear;
393;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;long project span;
959;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;In public agencies, legislation changes frequently, generating changes, at times, considerable.;
1353;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;GENERAL CRITERIA FOR ACCEPTANCE IS VERY FRIENDLY, FAST, SEXY;
1417;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The customer do not know what he/she want;
1911;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Uncertainty of what is desired as system functionality;
81;Weak access to customer needs and / or (internal) business information;Distribution of customers-providers;
295;Weak access to customer needs and / or (internal) business information;Absence of sponsor;
377;Weak access to customer needs and / or (internal) business information;Key customer stakeholders are not experienced or expert enough;
740;Weak access to customer needs and / or (internal) business information;Limited customer availability;
849;Weak access to customer needs and / or (internal) business information;Internally it was not to understood what the business agreement made with the customer was;
990;Weak access to customer needs and / or (internal) business information;Prevent the request of other requirements;
1204;Weak access to customer needs and / or (internal) business information;Staff access limited;
1717;Weak access to customer needs and / or (internal) business information;Delayed input (customer);
1812;Weak access to customer needs and / or (internal) business information;hard to contact customer;
58;Weak knowledge about customer's application domain;"business as usual; always worked this way";
217;Weak knowledge about customer's application domain;inadequate time;
485;Weak knowledge about customer's application domain;interdisciplinary Gap;
512;Weak knowledge about customer's application domain;team did not immerse enough in how the business works;
1014;Weak knowledge about customer's application domain;no special background information about his topic;
1051;Weak knowledge about customer's application domain;Insufficient experience;
1100;Weak knowledge about customer's application domain;Time / cost required to understand the domain;
1225;Weak knowledge about customer's application domain;The system must have everything;
1238;Weak knowledge about customer's application domain;"Not being users of the product itself, it is difficult to understand the actual use thereof; requirements for other countries where we do not know the market or cultural details";
1526;Weak knowledge about customer's application domain;Weak domain knowledge;
1663;Weak knowledge about customer's application domain;lack of initiative to learn/spoon-feeding;
1791;Weak knowledge about customer's application domain;df;
865;Weak relationship between customer and project lead;Lack of focus on goals;
921;Weak relationship between customer and project lead;customer availability to participate in all stages of the process;
1012;Weak relationship between customer and project lead;Features that are never used.;
1091;Weak relationship between customer and project lead;Relationship problem, the project leader has to have sufficient skills to reverse this kind of situation;
1229;Weak relationship between customer and project lead;Lack of leadership on the team, ignorance of the real progress of the team and therefore lack of security in front of the client;
1343;Weak relationship between customer and project lead;Long meetings that do not help much;
1351;Weak relationship between customer and project lead;There is little confidence between the client and the developer;
1358;Weak relationship between customer and project lead;Inadequate communication channels;
