lfdn;v_246;v_277;tag
1062;Incomplete or hidden requirements;customers don't know what is his need;
1091;Incomplete or hidden requirements;Problems in requirements gathering;
1097;Incomplete or hidden requirements;Lack of knowledge or experience in requirements engineering;
1105;Incomplete or hidden requirements;Lack of details;
1111;Incomplete or hidden requirements;Lack of a defined methodology;
1126;Incomplete or hidden requirements;"Lack of experience in performing requirements discovery processes; unprepared key users;";
1166;Incomplete or hidden requirements;SAVINGS;
1189;Incomplete or hidden requirements;Environment with variable conditions;
1223;Incomplete or hidden requirements;Little customer engagement;
1352;Incomplete or hidden requirements;LACK OF DOCUMENTATION;
1358;Incomplete or hidden requirements;Customers do not provide complete information;
1383;Incomplete or hidden requirements;"They are generally given by the unwillingness of analysts who write requirements (much copy - paste of stories that are similar, unrevised are not exactly the same); Lack of test data to use";
1433;Incomplete or hidden requirements;The client does not detail everything;
1435;Incomplete or hidden requirements;Requirements change;
1449;Incomplete or hidden requirements;"misunderstanding; timing problem";
1466;Incomplete or hidden requirements;We don't know what we don't know - until we get deep enough to learn it.;
1467;Incomplete or hidden requirements;insufficient effort put in for the requirement analysis;
1651;Incomplete or hidden requirements;Unknown technical debt issues from existing code. ;
1668;Incomplete or hidden requirements;They are not obvious and come from various sources;
1670;Incomplete or hidden requirements;They have several sources;
1741;Incomplete or hidden requirements;Assumptions of same knowledge;
1755;Incomplete or hidden requirements;Missunderstandings;
1762;Incomplete or hidden requirements;Many customer in different domains;
1767;Incomplete or hidden requirements;Customer assumes the requirement is implicit ;
1791;Incomplete or hidden requirements;as;
1812;Incomplete or hidden requirements;users do not realise their needs until later;
1909;Incomplete or hidden requirements;Lack of methodology;
283;Inconsistent requirements;well developed and tested area's of the product vs weaker area's;
372;Inconsistent requirements;Incompatible business goals;
1167;Inconsistent requirements;Ambiguous requirements;
1168;Inconsistent requirements;The communication between stakeholders is applied in an improperly manner;
1221;Inconsistent requirements;there is no global vision of the project;
1355;Inconsistent requirements;CUSTOMERS GENERATE CONTRADICTIONS BECAUSE REQUIREMENTS ARE NOT PROPERLY DEFINED;
1460;Inconsistent requirements;Lack of knowledge about requireents;
1650;Inconsistent requirements;Communication between customer stakeholders;
1727;Inconsistent requirements;Relationships with customers;
1759;Inconsistent requirements;informal nature of the project;
1828;Inconsistent requirements;multiple responsibles for the writing of requirements;
1911;Inconsistent requirements;Lack of knowledge abstraction of the domain of the project / product as a whole;
889;Insufficient support by customer;The customer is not engaged with the importance of the project.;
912;Insufficient support by customer;Customer belief that good software can just be wheeled in, rather than requiring their significant attention;
1033;Insufficient support by customer;The client can not outsource HIS/HER project with IT, he/she should actively participate from start to finish;
1080;Insufficient support by customer;The projects are thought as urgent, but treated as secondary. What is demanded is not always used.;
1100;Insufficient support by customer;The customer does not see himself as part of the project;
1225;Insufficient support by customer;He/She doesn't seem interested;
1441;Insufficient support by customer;too much workload;
1703;Insufficient support by customer;The process is not well described by the customer;
1705;Insufficient support by customer;The client does not know what he/she needs;
1844;Insufficient support by customer;Client is too busy;
203;Insufficient support by project lead;They did not give the requirements engineer the conclusion they informally arrived at with the customer.;
684;Insufficient support by project lead;Missing the time for the finish date;
945;Insufficient support by project lead;Lack of commitment;
1229;Insufficient support by project lead;The client does not get involved as part of the team;
1340;Insufficient support by project lead;Lack of planning;
1354;Insufficient support by project lead;There are no periodic meetings of more than 15 minutes;
1458;Insufficient support by project lead;The project manager only supervise the project, but not contribute in it;
1695;Insufficient support by project lead;High level of dependency;
30;Missing traceability;We sometimes implement functions without making/changing documents.;
119;Missing traceability;not being required to trace requirements;
341;Missing traceability;Requirements change and its evolution is unknown;
387;Missing traceability;Interfaces betwwen tools are weak for instance Enterprise Architect and test tool;
502;Missing traceability;Not updating every single thing when there is a change.;
786;Missing traceability;Makes testing difficult.;
1012;Missing traceability;Requirements change during sprint but they are not documented.;
1820;Missing traceability;Weak processes and usage of tools;
93;Moving targets (changing goals, business processes and / or requirements);"no uniform processes; organization in transition/new board of directors";
147;Moving targets (changing goals, business processes and / or requirements);Project goal is unclear;
188;Moving targets (changing goals, business processes and / or requirements);Lack of clear view by Product Owner;
239;Moving targets (changing goals, business processes and / or requirements);Requirements are not clear at the beginning;
259;Moving targets (changing goals, business processes and / or requirements);Hierarchical relationship;
310;Moving targets (changing goals, business processes and / or requirements);internal problem of the customer: many opinions and noone who can decide;
511;Moving targets (changing goals, business processes and / or requirements);customer starts to redesign processes while project is running;
545;Moving targets (changing goals, business processes and / or requirements);culture;
626;Moving targets (changing goals, business processes and / or requirements);Business Market;
729;Moving targets (changing goals, business processes and / or requirements);High personnel turnover.;
923;Moving targets (changing goals, business processes and / or requirements);change in legislation - change in coordination in the client - low client commitment to IT;
985;Moving targets (changing goals, business processes and / or requirements);"We have no fixed client; users dependence";
1011;Moving targets (changing goals, business processes and / or requirements);Incomplete project preparation on the customer side.;
1070;Moving targets (changing goals, business processes and / or requirements);business priorities are changing fast, Stakeholders with divergent goals;
1163;Moving targets (changing goals, business processes and / or requirements);Not following agile rules;
1187;Moving targets (changing goals, business processes and / or requirements);Unclear priorities;
1204;Moving targets (changing goals, business processes and / or requirements);Client not prepared to work in technical domain;
1316;Moving targets (changing goals, business processes and / or requirements);business targets, market situation, competition;
1327;Moving targets (changing goals, business processes and / or requirements);Customer very often does no know over the project time what is best for him to specify.;
1331;Moving targets (changing goals, business processes and / or requirements);Postponement of discussions, changes of the directors/board involved, aspects not considered or ignored by the client;
1406;Moving targets (changing goals, business processes and / or requirements);Late / no commitment;
1675;Moving targets (changing goals, business processes and / or requirements);Insufficient research in to the problem being solved;
1761;Moving targets (changing goals, business processes and / or requirements);Technical uncertainty ;
1805;Moving targets (changing goals, business processes and / or requirements);Customer not clear about what they want until they see the result;
1896;Moving targets (changing goals, business processes and / or requirements);"Feature creep;Small workforce";
1918;Moving targets (changing goals, business processes and / or requirements);Changes in company strategy.;
114;Stakeholders with difficulties in separating requirements from previously known solution designs;requirements with similar content on all levels;
141;Stakeholders with difficulties in separating requirements from previously known solution designs;"varying degrees of domain experience; no direct access to SMEs";
160;Stakeholders with difficulties in separating requirements from previously known solution designs;"missing methodology knowledge; problems to abstract problems";
205;Stakeholders with difficulties in separating requirements from previously known solution designs;"Influenced by  salesmen  before fully defining requirements; egos";
208;Stakeholders with difficulties in separating requirements from previously known solution designs;"legacy software was used more than 20 years without updates;they don't want to know  modern  ways of doing things";
332;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholders already went through an entire problem solving process prior to the first moment we got involved;
393;Stakeholders with difficulties in separating requirements from previously known solution designs;"no goal modelling; no external analysis";
442;Stakeholders with difficulties in separating requirements from previously known solution designs;business areas imagine solutions as an evolution of what they know;
586;Stakeholders with difficulties in separating requirements from previously known solution designs;It´s always eay to compare and try to fit things to already known values etc;
851;Stakeholders with difficulties in separating requirements from previously known solution designs;It is difficult to draw the end user of their status quo;
958;Stakeholders with difficulties in separating requirements from previously known solution designs;"Too many managers; geographically distant managers, Managers with different local realities.";
1069;Stakeholders with difficulties in separating requirements from previously known solution designs;Don't like changing;
1207;Stakeholders with difficulties in separating requirements from previously known solution designs;people asking for specific solutions and not able to describe problems they are having;
1266;Stakeholders with difficulties in separating requirements from previously known solution designs;Vices of the operation, the process and the key people for the business.;
1457;Stakeholders with difficulties in separating requirements from previously known solution designs;Clients are not clear that they need;
1462;Stakeholders with difficulties in separating requirements from previously known solution designs;Customer centered in solutions previously known;
1560;Stakeholders with difficulties in separating requirements from previously known solution designs;Long history within company resulting in staff holding to how it was done in the past;
1621;Stakeholders with difficulties in separating requirements from previously known solution designs;Specifying requirements with  it should work like this product ;
758;Technically unfeasible requirements;Need interdiscplinary expertise lacking in the team;
1194;Technically unfeasible requirements;Business experts with lack of technical skills. Resolution times also mean sometimes unworkable.;
1339;Technically unfeasible requirements;Client expectations are contrary to the time estimated for the development;
1359;Technically unfeasible requirements;LACK OF COMMUNICATION;
1699;Technically unfeasible requirements;No major problems have arisen;
1753;Technically unfeasible requirements;Physical limitations like bandwidth limitation, CPU-speeds/threading, heat in electronic components;
1933;Technically unfeasible requirements;challenges in the actual deployment;
48;Terminological problems;Confusion with what the customer wants;
313;Terminological problems;Separate existing methods of working at the customer and in own company mean we have different terms for similar concepts.;
879;Terminological problems;Names definition do not achieve the application goal.;
1055;Terminological problems;unusual application domain;
1065;Terminological problems;Project members have variety of backgrounds experiences and knowledge;
1415;Terminological problems;The client does not know the terminology;
1723;Terminological problems;Teams used in the project fails;
1957;Terminological problems;Lack of glossary;
41;Time boxing / Not enough time in general;We've been given a very tight deadline with no recourse if not completed by the deadline;
76;Time boxing / Not enough time in general;Management commitment irrespective of plan;
118;Time boxing / Not enough time in general;many diferent projects at the same time;
170;Time boxing / Not enough time in general;sprint too ambitious;
199;Time boxing / Not enough time in general;Result in an imeatiate search for short-cuts;
213;Time boxing / Not enough time in general;In our case business representatives requirements and tasks submission is delayed.;
263;Time boxing / Not enough time in general;"Late start; weak processes; weak decission making; cultural resistance to change; complexity of project";
268;Time boxing / Not enough time in general;Time overruns ;
317;Time boxing / Not enough time in general;Supplier too optimistic. ;
355;Time boxing / Not enough time in general;in general it means that we have not enough team members, specialists in RE;
359;Time boxing / Not enough time in general;Schedule is too short.;
365;Time boxing / Not enough time in general;"lack of upfront agile education for our customers; customer expects everything that they want to be delivered by a specific date";
427;Time boxing / Not enough time in general;A lot of features to implement before final delivery milestone;
518;Time boxing / Not enough time in general;Ridiculously short deadlines;
524;Time boxing / Not enough time in general;"The organization has a lack of commitment to invest in the process; all people is always busy";
549;Time boxing / Not enough time in general;Small company so pressure always to progress, support on previous projects taking staff/time away from current project;
570;Time boxing / Not enough time in general;availability of (critical) resources, long wish list;
649;Time boxing / Not enough time in general;unrealistic expectations;
845;Time boxing / Not enough time in general;Deadline due to decommissiong of old system;
880;Time boxing / Not enough time in general;Planning.;
918;Time boxing / Not enough time in general;Contract closed with a time discrepancy with reality.;
928;Time boxing / Not enough time in general;The need for the company to release the new version of the products to market as soon as possible.;
937;Time boxing / Not enough time in general;Too many projects, no new employees;
947;Time boxing / Not enough time in general;customers always try to push the price;
980;Time boxing / Not enough time in general;Too many concurrent projects ;
997;Time boxing / Not enough time in general;time to a demanding market;
1010;Time boxing / Not enough time in general;underestimation;
1122;Time boxing / Not enough time in general;Project starts with delivery dates already established, without the basic knowledge about what is needed for it, causing us try to do what can be executed within the time available, and not everyting that is necessary to be done.;
1139;Time boxing / Not enough time in general;Project start delayed;
1262;Time boxing / Not enough time in general;Wrong estimates;
1273;Time boxing / Not enough time in general;late requirements, ressouce problem;
1279;Time boxing / Not enough time in general;Too many ideas to implement within time expectations;
1288;Time boxing / Not enough time in general;"bad requironment; management expections";
1289;Time boxing / Not enough time in general;Budgets and the fact customer makes in forefront requirements engineering;
1321;Time boxing / Not enough time in general;Many mistakes to correct and little time to improve.;
1403;Time boxing / Not enough time in general;"poor project management; unrealistic milestones";
1411;Time boxing / Not enough time in general;achieve a good time to market;
1423;Time boxing / Not enough time in general;COMMUNICATION WITH THE DEVELOPER;
1426;Time boxing / Not enough time in general;project planning is done by setting the final deadline, then planning in detail;
1455;Time boxing / Not enough time in general;Bad requirements definition and moving targets;
1618;Time boxing / Not enough time in general;This results in features that don't fully meet the customer needs, weaker quality or missed dates. ;
1663;Time boxing / Not enough time in general;underestimating the effort required, lack of commitment from the top management;
1669;Time boxing / Not enough time in general;Poor requirements elicitation;
1676;Time boxing / Not enough time in general;our customers (eg developers) want something  now , which forces us to timebox other tasks and come back at a later time.;
1717;Time boxing / Not enough time in general;There is no planning;
1718;Time boxing / Not enough time in general;"A lot of requirements to address; Poorly specified requirements results in long discussions about what the requirements actually are";
1804;Time boxing / Not enough time in general;Not enoughTeam Collaboration;
1894;Time boxing / Not enough time in general;normal business pressure for fast delivery of results;
1917;Time boxing / Not enough time in general;insufficient planning;
1929;Time boxing / Not enough time in general;Lack of resources;
1941;Time boxing / Not enough time in general;Too much work for the size of the team;
1962;Time boxing / Not enough time in general;Ambition always higher than the actual capacity of the team;
1963;Time boxing / Not enough time in general;x;
144;Unclear / unmeasurable non-functional requirements;"customers don't usually want to discuss non-functional requirements; customers have great difficulty defining measurements for non-functional requirements";
830;Unclear / unmeasurable non-functional requirements;customer took a long time 9 months to formally provide NFRs for the project and when provided omitted to describe scenarios required for performance testing;
894;Unclear / unmeasurable non-functional requirements;Failure to ensure this requirement impacts the end of the project;
896;Unclear / unmeasurable non-functional requirements;Lack of experience in being able to see non-functional requirements for a virtual reality teaching platform;
1290;Unclear / unmeasurable non-functional requirements;PLM no technical Understanding ;
1353;Unclear / unmeasurable non-functional requirements;CUSTOMER ASSUMES REQUIREMENTS NOT SPECIFIED;
81;Underspecified requirements that are too abstract and allow for various interpretations;Due to time constraints and distribution of customer-provider (different place);
129;Underspecified requirements that are too abstract and allow for various interpretations;Poor initial understanding of need;
150;Underspecified requirements that are too abstract and allow for various interpretations;Detailed requirements are documented prior to the solution being chosen / determined.;
182;Underspecified requirements that are too abstract and allow for various interpretations;Unclear ;
231;Underspecified requirements that are too abstract and allow for various interpretations;Inexperienced team members in RE;
330;Underspecified requirements that are too abstract and allow for various interpretations;Lack of customer involvement who has the idea. He/She assumes that his/her needs will be so, but he/she has no time or interest to participate in meetings of definition;
370;Underspecified requirements that are too abstract and allow for various interpretations;only focus on their domain - no big picture view;
868;Underspecified requirements that are too abstract and allow for various interpretations;lack of time, lack of experience;
921;Underspecified requirements that are too abstract and allow for various interpretations;Lack of time and a process targeted to maintain well-specified and detailed requirements;
930;Underspecified requirements that are too abstract and allow for various interpretations;The customer has no clear his/her requirements;
933;Underspecified requirements that are too abstract and allow for various interpretations;Requirements analyst does not know the business rule.;
959;Underspecified requirements that are too abstract and allow for various interpretations;Failures in analysis lead to later discoveries that are sometimes not specified by the client, and we then make the specifications for client approval.;
1051;Underspecified requirements that are too abstract and allow for various interpretations;Insufficient training;
1064;Underspecified requirements that are too abstract and allow for various interpretations;Lack of requirement engineering competence:Lack of project management competence;
1079;Underspecified requirements that are too abstract and allow for various interpretations;Some of the elicitation ends up being carried out with the end users of the client, not their managers, which in turn to not have the day to day practive but are the ones who decide;
1101;Underspecified requirements that are too abstract and allow for various interpretations;not validated requirements;
1171;Underspecified requirements that are too abstract and allow for various interpretations;Lack of planning;
1349;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER HAS NO CLEAR WHAT SHE/HE NEEDS;
1360;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER DOES NOT EXPRESS IN A CLEAR WAY HIS/HER NEEDS;
1424;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER SUPPORT;
1744;Underspecified requirements that are too abstract and allow for various interpretations;Hard to deliver according to time, budget and hoped;
1932;Underspecified requirements that are too abstract and allow for various interpretations;"complex system; software requirements oriented by contract requirements";
97;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;No standardized processes;
106;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Business complexity;
291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;When something works, managment tries to implement that in the rest of the organisation. Resulting in shuffling of resources and priorities;
742;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;New stakeholder on the project;
849;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;One must first help the client understanding it's own business;
1697;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The software has many teams envolved and sometimes all the parts don't document the changes well;
420;Weak access to customer needs and / or (internal) business information;there is a wide range of customers with different needs;
831;Weak access to customer needs and / or (internal) business information;Customer does not always get entirely what they want;
909;Weak access to customer needs and / or (internal) business information;Elicitation phase is often ignored in the project;
916;Weak access to customer needs and / or (internal) business information;We do not have access to the final client to carry out an eliciation of the real needs;
1082;Weak access to customer needs and / or (internal) business information;It is not always possible to have a close and continuous contact with the client's needs;
1114;Weak access to customer needs and / or (internal) business information;The client is not interested in participating in the project.;
1238;Weak access to customer needs and / or (internal) business information;Multiple clients from different areas and different needs. It is difficult to understand the real problems that customers want to solve, due to they are always unhappy with the problems abstracted.;
1291;Weak access to customer needs and / or (internal) business information;No direct access of our team to customer, only through different stages;
1296;Weak access to customer needs and / or (internal) business information;Large complex company;
1347;Weak access to customer needs and / or (internal) business information;There is no direct nor frequent communication;
1842;Weak access to customer needs and / or (internal) business information;We were implementing a system that would serve hundreds of customers with different needs. Due to lack of time, we were unable to talk with a representative number of clients;
1923;Weak access to customer needs and / or (internal) business information;Remote work without any previous documentation;
249;Weak knowledge about customer's application domain;Every project is different;
900;Weak knowledge about customer's application domain;Little knowledge about business objectives of the client's operating fields;
987;Weak knowledge about customer's application domain;more time required;
1351;Weak knowledge about customer's application domain;THERE IS NO TIME FOR ENOUGH SOFTWARE REQUIREMENTS;
1417;Weak knowledge about customer's application domain;LACK OF COMMUNICATION;
1542;Weak knowledge about customer's application domain;No feedback is captured from the real end-customers, requirements are coming from internal ideas, rather than supporting data after investigation;
82;Weak relationship between customer and project lead;It leads to the business off actually.;
278;Weak relationship between customer and project lead;lack of trust relationship;
1161;Weak relationship between customer and project lead;LACK OF CONFIDENCE;
1356;Weak relationship between customer and project lead;Technical language used between both;
1484;Weak relationship between customer and project lead;Restricted access on the application domain;
1485;Weak relationship between customer and project lead;TERMINOLOGY PROBLEMS;
